N	2gram	Bakhtin_Pr_1	Tvorches
1	у достоевского	24	28
2	и в	23	21
3	как бы	28	17
4	романах достоевского	6	15
5	в то	10	15
6	в его	24	13
7	из подполья	11	13
8	то же	10	13
9	в романах	7	13
10	что в	8	12
11	как и	8	12
12	же время	7	12
13	достоевского в	19	12
14	то есть	24	12
15	с его	6	11
16	том что	9	11
17	в романе	11	10
18	все это	7	10
19	как в	6	8
20	достоевского с	7	8
21	он не	4	8
22	то что	18	8
23	у него	6	7
24	что достоевский	3	7
25	в том	11	7
26	при этом	3	7
27	не только	13	7
28	и не	34	7
29	и на	10	7
30	но в	4	7
31	он сам	3	6
32	что он	10	6
33	и все	3	6
34	достоевского не	11	6
35	для него	15	6
36	в котором	2	6
37	человека в	5	6
38	а в	7	6
39	и его	13	6
40	в этом	25	6
41	о том	2	6
42	в творчестве	5	6
43	мира достоевского	4	5
44	по нашему	5	5
45	вовсе не	8	5
46	а не	20	5
47	но это	5	5
48	может быть	21	5
49	в этой	4	5
50	все же	5	5
51	его романов	3	5
52	таким образом	11	5
53	нашему мнению	3	5
54	хотя бы	2	5
55	в своих	2	5
56	потому что	12	5
57	творчестве достоевского	5	5
58	как будто	3	5
59	только в	8	5
60	поэтики достоевского	8	4
61	в человеке	6	4
62	в своем	8	4
63	прежде всего	7	4
64	в мире	7	4
65	и как	8	4
66	достоевский не	5	4
67	в целом	4	4
68	творчества достоевского	7	4
69	одним из	8	4
70	один из	2	4
71	в своей	11	4
72	мысли и	2	4
73	не может	11	4
74	это не	10	4
75	герои достоевского	3	4
76	для достоевского	6	4
77	в основном	2	4
78	уже в	5	3
79	в книге	3	3
80	самого начала	3	3
81	и другие	2	3
82	никогда не	5	3
83	мире достоевского	5	3
84	с другой	2	3
85	романного мира	3	3
86	что все	3	3
87	своих героев	3	3
88	в каждом	8	3
89	я не	3	3
90	это в	2	3
91	романа достоевского	14	3
92	с ним	6	3
93	творчество достоевского	3	3
94	достоевский и	2	3
95	сливается с	2	3
96	с ее	2	3
97	достоевский в	7	3
98	это и	9	3
99	с самого	2	3
100	но не	8	3
101	романов достоевского	12	3
102	на его	2	3
103	в самом	8	3
104	той же	6	3
105	достоевский как	2	3
106	авторской позиции	3	3
107	даже в	2	3
108	в нем	20	3
109	к человеку	2	3
110	жизни и	6	3
111	самого достоевского	6	3
112	но и	11	3
113	достоевского и	12	3
114	в их	3	3
115	во времени	3	3
116	уже не	8	3
117	тут и	2	3
118	записок из	3	3
119	и других	5	3
120	на самом	4	3
121	он говорит	2	3
122	того что	2	3
123	и даже	3	3
124	и по	2	3
125	так же	6	3
126	в которой	4	3
127	достоевского к	5	3
128	и с	4	3
129	героев и	6	3
130	героев достоевского	3	3
131	так как	7	3
132	человека но	2	3
133	ни на	2	3
134	по достоевскому	2	2
135	в основе	5	2
136	перед нами	4	2
137	а как	6	2
138	однако в	2	2
139	в этих	2	2
140	в настоящем	3	2
141	достоевского может	2	2
142	не столько	3	2
143	по крайней	2	2
144	в пространстве	3	2
145	точно так	2	2
146	пространстве а	2	2
147	в жизни	6	2
148	личности в	4	2
149	к этому	2	2
150	в литературе	3	2
151	есть не	2	2
152	можно сказать	2	2
153	что и	5	2
154	крайней мере	2	2
155	его как	5	2
156	достоевского он	2	2
157	не в	6	2
158	время не	2	2
159	героев в	2	2
160	одна из	2	2
161	отсюда же	2	2
162	мир достоевского	11	2
163	до конца	5	2
164	тот же	2	2
165	из них	2	2
166	в первой	2	2
167	его произведений	2	2
168	по преимуществу	3	2
169	себя как	5	2
170	в одной	4	2
171	был бы	5	2
172	и тем	2	2
173	в духе	3	2
174	вместе с	2	2
175	данном случае	2	2
176	так и	10	2
177	приводит к	3	2
178	во всей	2	2
179	и достоевский	3	2
180	в отличие	2	2
181	не во	3	2
182	для автора	3	2
183	что для	2	2
184	именно в	6	2
185	социальной действительности	2	2
186	в себя	3	2
187	что она	2	2
188	здесь мы	2	2
189	самом деле	5	2
190	и у	4	2
191	и наконец	5	2
192	и притом	2	2
193	отличие от	2	2
194	в мир	3	2
195	сказать что	5	2
196	в первом	2	2
197	но он	2	2
198	сам достоевский	2	2
199	в данном	2	2
200	в себе	5	2
201	в один	2	2
202	героя и	5	2
203	так сказать	3	2
204	нет ни	2	2
205	мира в	6	2
