N	3gram	Vygotskiy__2	Problema
1	в том что	21	9
2	сама по себе	2	8
3	в данном случае	3	7
4	то же самое	2	7
5	в связи с	6	7
6	во всяком случае	6	6
7	не может быть	6	5
8	потому что он	2	4
9	мы могли бы	4	3
10	можно было бы	5	3
11	о том что	4	3
12	само по себе	2	3
13	имеет свою собственную	2	3
14	заключается в том	7	3
15	по сравнению с	5	2
16	с точки зрения	18	2
17	едва ли можно	2	2
18	прав в том	2	2
19	вовсе не в	2	2
20	в отличие от	3	2
21	друг от друга	2	2
22	между знаком и	3	2
23	на самом деле	2	2
