N	2gram	Ircho_Kome_3	Myshleni
1	и речи	4	38
2	точки зрения	4	26
3	таким образом	12	26
4	в том	12	24
5	и в	22	23
6	том что	13	21
7	в целом	3	20
8	с точки	3	18
9	того чтобы	6	17
10	то что	4	17
11	в этом	8	17
12	так же	4	16
13	не только	5	16
14	для того	6	15
15	что в	5	14
16	может быть	6	14
17	но и	4	14
18	как и	3	14
19	в его	8	14
20	с помощью	4	13
21	не может	3	12
22	в развитии	2	12
23	как бы	3	11
24	представляет собой	3	11
25	с другой	4	10
26	прежде всего	5	10
27	в отношении	4	10
28	в качестве	2	9
29	одной стороны	3	9
30	не является	4	9
31	другой стороны	2	9
32	и не	21	9
33	между тем	2	9
34	и с	4	9
35	вместе с	9	9
36	самого начала	4	8
37	с самого	4	8
38	с одной	3	8
39	и на	2	8
40	в основе	2	8
41	то же	7	8
42	в этой	3	7
43	в самом	9	7
44	по отношению	5	7
45	в то	6	7
46	так как	11	7
47	с тем	4	7
48	что он	8	7
49	отношению к	3	7
50	мы не	2	7
51	и ее	2	7
52	в другом	2	7
53	все время	2	6
54	столь же	3	6
55	с этой	3	6
56	от того	2	6
57	все это	5	6
58	потому что	10	6
59	с этим	3	6
60	в силу	2	6
61	о том	8	6
62	в сущности	2	6
63	по сравнению	2	6
64	и его	6	6
65	мы можем	3	6
66	тем что	5	6
67	в себе	4	6
68	тому что	2	5
69	в какой	3	5
70	то время	2	5
71	из того	3	5
72	на то	3	5
73	что для	2	5
74	в своих	2	5
75	что мы	2	5
76	и все	2	5
77	бы в	4	5
78	если бы	8	5
79	но в	5	5
80	между собой	4	5
81	сравнению с	2	5
82	а затем	2	5
83	и что	6	5
84	он не	5	5
85	так и	4	5
86	на основании	2	5
87	как мы	2	5
88	тем более	4	5
89	из этого	2	5
90	в свою	7	4
91	только что	7	4
92	не в	4	4
93	при этом	7	4
94	что она	4	4
95	время как	2	4
96	в котором	2	4
97	целый ряд	2	4
98	все остальные	2	4
99	этом отношении	2	4
100	в результате	2	4
101	их в	3	4
102	с его	3	4
103	в одном	2	4
104	к этому	6	4
105	и к	3	4
106	по существу	2	4
107	было бы	3	4
108	к тому	6	4
109	должен быть	2	4
110	в своей	5	4
111	сих пор	9	4
112	как в	2	4
113	приводит к	3	4
114	как раз	6	4
115	хотя бы	4	4
116	ни в	10	4
117	до сих	9	4
118	только для	2	3
119	уже в	2	3
120	в своем	8	3
121	одного из	3	3
122	свою очередь	6	3
123	что они	2	3
124	и мы	3	3
125	и если	2	3
126	в их	2	3
127	который в	3	3
128	отношения к	2	3
129	его не	2	3
130	в которых	5	3
131	вовсе не	4	3
132	же самое	3	3
133	как он	3	3
134	всяком случае	3	3
135	об этом	7	3
136	во всех	2	3
137	она не	2	3
138	человека и	2	3
139	все же	4	3
140	если не	3	3
141	самом деле	6	3
142	а не	4	3
143	из которых	2	3
144	на этот	3	3
145	можно было	2	3
146	во всяком	3	3
147	связи с	5	3
148	и это	2	3
149	в которой	3	3
150	в области	2	3
151	ничего не	3	3
152	на вопрос	2	2
153	в частности	3	2
154	никогда не	3	2
155	больше того	2	2
156	в конце	7	2
157	представление о	2	2
158	что его	5	2
159	но все	4	2
160	же время	5	2
161	что с	2	2
162	о чем	7	2
163	несмотря на	4	2
164	хотя и	5	2
165	какой мере	2	2
166	был бы	2	2
167	не имеет	3	2
168	один из	3	2
169	не с	2	2
170	и мысли	3	2
171	и даже	3	2
172	а в	7	2
173	нуждается в	2	2
174	говорить о	3	2
175	как это	5	2
176	под влиянием	2	2
177	как видим	2	2
178	из которой	2	2
179	речь идет	5	2
180	в них	3	2
181	того кто	2	2
182	и я	2	2
183	ясно что	6	2
184	идет о	3	2
185	в ее	3	2
186	из всех	2	2
187	чем к	2	2
188	ближе к	2	2
189	бы он	3	2
190	за пределы	2	2
191	на ее	3	2
192	когда он	4	2
193	на него	4	2
194	в известной	2	2
195	в течение	3	2
196	в двух	3	2
197	если мы	2	2
198	между ними	2	2
199	с другими	2	2
200	является конечно	2	2
201	его на	2	2
202	представляют собой	2	2
203	что эта	2	2
204	из этой	2	2
205	который по	2	2
206	едва ли	7	2
207	и поэтому	4	2
