N	2gram	Bakhtin_fo_2	Istorich
1	и в	46	24
2	что он	3	21
3	не только	11	21
4	и т	14	17
5	т д	3	16
6	может быть	7	14
7	не может	2	14
8	в этих	3	13
9	что в	5	13
10	мы имеем	2	12
11	как в	4	12
12	в этом	22	12
13	но и	9	11
14	это не	2	10
15	у него	9	10
16	том что	4	10
17	а в	3	10
18	мы видим	2	10
19	и другие	3	9
20	с другой	2	9
21	не в	9	9
22	все же	6	9
23	о том	4	9
24	потому что	8	9
25	еще не	6	8
26	что и	3	8
27	все это	6	8
28	то же	8	8
29	а не	4	8
30	так как	6	8
31	один из	2	7
32	в том	10	7
33	мы видели	2	7
34	во всех	11	7
35	то что	7	7
36	вместе с	9	7
37	что здесь	2	7
38	таким образом	3	7
39	тем что	3	6
40	всех этих	7	6
41	с этой	4	6
42	как и	8	6
43	так же	2	6
44	но не	5	6
45	в нем	5	6
46	он не	5	6
47	и все	6	6
48	того что	3	6
49	во время	10	6
50	только в	11	6
51	как он	2	6
52	отношение к	3	5
53	так и	7	5
54	с одной	2	5
55	здесь мы	3	5
56	с ним	4	5
57	имеем в	3	5
58	там где	2	5
59	но в	10	5
60	никогда не	6	4
61	вовсе не	13	4
62	по существу	5	4
63	при этом	6	4
64	есть и	4	4
65	мы уже	9	4
66	как бы	10	4
67	в их	3	4
68	если не	2	4
69	и не	9	4
70	точки зрения	10	4
71	в данном	2	4
72	на первый	3	4
73	уже в	4	3
74	в качестве	3	3
75	в них	7	3
76	представление о	2	3
77	в образе	4	3
78	так что	4	3
79	в дальнейшем	5	3
80	что они	4	3
81	после этого	2	3
82	кроме того	3	3
83	него и	2	3
84	его в	6	3
85	сих пор	2	3
86	ее в	3	3
87	как мы	6	3
88	и становится	2	3
89	и наконец	6	3
90	и даже	3	3
91	и он	4	3
92	и по	3	3
93	и его	12	3
94	но это	2	3
95	хотя и	3	3
96	к себе	4	3
97	из этих	4	3
98	связи с	8	3
99	которой он	2	3
100	в конце	2	3
101	на земле	2	2
102	из самых	2	2
103	на небе	2	2
104	на острове	4	2
105	того же	3	2
106	та же	3	2
107	и так	2	2
108	и от	2	2
109	лежит в	2	2
110	но здесь	2	2
111	к этому	3	2
112	прежде всего	14	2
113	их не	2	2
114	в литературе	2	2
115	в то	5	2
116	все в	2	2
117	без всякого	2	2
118	это значит	3	2
119	если кто	2	2
120	много в	2	2
121	связанные с	5	2
122	в форме	3	2
123	она не	2	2
124	тот же	3	2
125	было бы	2	2
126	и о	2	2
127	к ним	2	2
128	под землей	2	2
129	в основном	8	2
130	в котором	4	2
131	если в	2	2
132	тем более	3	2
133	и др	5	2
134	а потом	2	2
135	сюда же	2	2
136	вплоть до	2	2
137	здесь не	2	2
138	в связи	8	2
139	уже не	3	2
140	в особенности	6	2
141	характерно что	2	2
142	в царстве	2	2
143	него есть	2	2
144	но эта	2	2
145	и у	5	2
146	как это	2	2
147	в иной	2	2
148	почти всегда	2	2
149	в основе	6	2
150	из них	8	2
151	в одной	2	2
152	с этим	5	2
153	но он	2	2
154	и на	7	2
155	все эти	5	2
156	и это	2	2
157	конечно не	4	2
158	все его	4	2
159	в ряд	9	2
160	до сих	2	2
