N	2gram	Tiupa_Lite_1	Problemy
1	и в	8	35
2	как бы	7	31
3	и не	12	27
4	что он	5	24
5	в его	7	21
6	но в	3	19
7	не может	5	18
8	к себе	3	18
9	как и	6	18
10	о себе	4	17
11	в нем	2	16
12	то есть	6	16
13	то же	5	15
14	но и	17	14
15	для него	2	14
16	может быть	13	14
17	в сущности	2	14
18	и его	4	14
19	в этом	12	14
20	что я	2	13
21	у достоевского	2	12
22	прежде всего	11	12
23	в другом	2	12
24	в пределах	3	11
25	в то	5	11
26	не в	8	10
27	самом деле	2	10
28	же время	5	10
29	не только	24	10
30	то что	10	10
31	самим собою	2	9
32	я не	7	8
33	так и	4	8
34	потому что	3	8
35	все же	4	8
36	и сам	6	7
37	лишь в	4	7
38	а в	3	7
39	самим собой	2	7
40	точки зрения	6	7
41	с его	5	7
42	еще не	4	7
43	для себя	5	7
44	отношению к	2	7
45	таким образом	3	7
46	что в	3	6
47	к тому	2	6
48	в самом	3	6
49	но не	4	6
50	и т.п	4	6
51	в слове	2	6
52	по отношению	3	6
53	только в	8	6
54	в конце	4	5
55	в том	16	5
56	да и	3	5
57	от себя	2	5
58	и даже	3	5
59	он и	3	5
60	даже в	2	5
61	как в	5	5
62	и то	2	5
63	в себе	7	5
64	никогда не	4	4
65	с другой	3	4
66	та же	2	4
67	или иной	2	4
68	в мире	2	4
69	же и	3	4
70	всяком случае	2	4
71	между тем	2	4
72	его в	3	4
73	у него	3	4
74	как раз	4	4
75	чужого сознания	4	4
76	еще в	4	4
77	в своей	4	4
78	только на	2	4
79	и прежде	3	4
80	другого в	3	4
81	а не	16	4
82	что не	2	4
83	во всяком	3	4
84	тем что	2	4
85	я в	5	4
86	как будто	2	4
87	уже в	5	3
88	тому же	2	3
89	в виду	3	3
90	в целом	8	3
91	из них	4	3
92	все эти	2	3
93	это как	2	3
94	не мог	3	3
95	того что	6	3
96	это не	4	3
97	нуждается в	3	3
98	с миром	4	3
99	этого не	2	3
100	не как	4	3
101	раз и	2	3
102	том что	14	3
103	было бы	2	3
104	за пределы	2	3
105	сводится к	3	3
106	уже не	7	3
107	не менее	7	2
108	в душе	3	2
109	это уже	2	2
110	для этого	4	2
111	столь же	4	2
112	с этой	5	2
113	как все	2	2
114	что его	3	2
115	из его	2	2
116	на этом	2	2
117	при этом	19	2
118	например в	3	2
119	на другого	2	2
120	в своем	11	2
121	для вас	2	2
122	тому как	2	2
123	по своей	3	2
124	о том	2	2
125	как он	2	2
126	я и	7	2
127	а как	2	2
128	обращается к	2	2
129	однако в	2	2
130	в жизни	6	2
131	своего героя	2	2
132	с собой	4	2
133	и того	2	2
134	друг друга	4	2
135	себя в	6	2
136	своего рода	11	2
137	приводит к	3	2
138	в отличие	5	2
139	бы не	3	2
140	чтобы не	2	2
141	хотя бы	2	2
142	с точки	2	2
143	той же	3	2
144	можно было	2	2
145	не случайно	2	2
146	подобно тому	2	2
147	отличие от	5	2
