N	2gram	Losev_Prob_4	Literetu
1	и не	28	22
2	и в	20	16
3	при этом	6	15
4	не только	24	14
5	но и	14	14
6	в этом	9	14
7	а не	7	12
8	то что	15	12
9	может быть	9	12
10	в том	20	12
11	в частности	2	11
12	не в	13	10
13	такого рода	7	10
14	то же	7	9
15	так и	10	9
16	в то	4	9
17	в жизни	3	8
18	том что	12	8
19	не может	5	8
20	в этой	4	8
21	как бы	4	8
22	в своей	4	7
23	себя в	2	7
24	тем самым	4	7
25	точки зрения	14	7
26	только в	23	7
27	с его	2	6
28	с другой	7	6
29	в стихотворении	2	6
30	к тому	3	6
31	еще не	7	6
32	в его	3	6
33	и его	10	6
34	в себе	12	6
35	в другом	3	6
36	о том	5	6
37	в качестве	10	5
38	это не	7	5
39	что он	8	5
40	в ее	5	5
41	тому же	2	5
42	как и	6	5
43	вместе с	5	5
44	как в	5	5
45	а именно	2	5
46	а в	4	5
47	именно в	7	5
48	то есть	27	5
49	но не	5	4
50	однако в	2	4
51	и если	5	4
52	в начале	3	4
53	и для	4	4
54	хотя и	5	4
55	говоря уже	2	4
56	из них	3	4
57	не говоря	3	4
58	данном случае	5	4
59	жизни в	2	4
60	а также	6	4
61	в данном	6	4
62	как будто	11	4
63	в одном	4	4
64	ни к	2	3
65	только для	3	3
66	все время	2	3
67	для его	2	3
68	отнюдь не	10	3
69	прежде всего	11	3
70	и как	3	3
71	то в	2	3
72	совершенно не	3	3
73	и к	3	3
74	на его	2	3
75	в самом	2	3
76	однако не	4	3
77	и тем	7	3
78	с ее	2	3
79	жизни и	5	3
80	бы и	3	3
81	уже не	5	3
82	самом деле	3	3
83	и наконец	4	3
84	с точки	11	3
85	потому что	15	3
86	едва ли	10	3
87	как это	3	3
88	в области	3	3
89	но в	8	3
90	ни было	2	2
91	сознания и	3	2
92	что в	3	2
93	не менее	10	2
94	если бы	8	2
95	все они	3	2
96	как о	3	2
97	в конце	2	2
98	по себе	11	2
99	ни с	4	2
100	стороны и	2	2
101	или иной	13	2
102	в нем	5	2
103	и ее	4	2
104	же в	4	2
105	у нас	14	2
106	связи с	3	2
107	так чтобы	2	2
108	того же	2	2
109	третьем лице	2	2
110	для него	3	2
111	можно сказать	5	2
112	было бы	14	2
113	со всеми	2	2
114	этот путь	2	2
115	что не	4	2
116	несмотря на	4	2
117	во всех	4	2
118	том чтобы	2	2
119	вплоть до	3	2
120	той или	14	2
121	не вполне	2	2
122	для себя	2	2
123	то это	3	2
124	что и	3	2
125	все же	2	2
126	с ней	2	2
127	и тогда	2	2
128	как мы	3	2
129	так же	5	2
130	как раз	4	2
131	и только	4	2
132	в совершенно	2	2
133	если не	3	2
134	еще и	3	2
135	человека в	3	2
136	того чтобы	2	2
137	для того	3	2
138	другой стороны	6	2
139	и даже	9	2
140	с ними	2	2
141	и на	3	2
142	и с	7	2
143	тем что	3	2
144	далеко не	2	2
145	xix века	2	2
146	за ним	2	2
147	же самое	6	2
148	его в	2	2
149	и потому	7	2
150	здесь не	7	2
151	здесь как	4	2
152	в каждой	3	2
153	это будет	2	2
