N	2gram	Bakhtin_Pr_1	Problema
1	то есть	46	39
2	то что	8	38
3	и не	42	37
4	вовсе не	2	37
5	и в	38	35
6	не есть	6	33
7	сказать что	4	24
8	не только	9	24
9	том что	3	19
10	о том	4	18
11	может быть	26	18
12	у нас	2	18
13	в этом	15	17
14	но и	9	16
15	и вообще	2	16
16	только в	13	14
17	не менее	4	13
18	и что	2	13
19	не может	27	13
20	тем не	3	12
21	в том	8	12
22	того что	2	12
23	также и	3	12
24	хотя бы	4	12
25	что в	7	11
26	прежде всего	13	11
27	и даже	3	11
28	в таком	3	11
29	и с	17	10
30	говорить о	3	10
31	еще не	7	10
32	да и	3	10
33	а не	5	10
34	в данном	4	10
35	ничего не	6	10
36	едва ли	3	9
37	было бы	8	8
38	в виду	4	8
39	есть только	2	8
40	ясно что	3	8
41	все же	6	8
42	смысле слова	2	7
43	не является	3	7
44	все эти	5	7
45	не имеет	9	7
46	того или	2	7
47	в его	43	7
48	так и	5	7
49	тем самым	4	7
50	с другой	7	6
51	другими словами	2	6
52	что все	2	6
53	можно сказать	2	6
54	а только	2	6
55	ни в	11	6
56	но это	3	6
57	и т	14	6
58	но как	2	6
59	в то	4	6
60	на то	2	6
61	есть не	2	6
62	же самое	2	6
63	относится к	4	6
64	и для	11	6
65	мы можем	6	6
66	в виде	2	6
67	но в	4	6
68	в области	11	6
69	в частности	2	5
70	или иной	2	5
71	кроме того	3	5
72	в самом	7	5
73	той или	2	5
74	отнюдь не	19	5
75	данном случае	4	5
76	в связи	2	5
77	или иного	2	5
78	содержания и	6	5
79	с одной	3	5
80	и на	3	5
81	и более	2	5
82	и все	3	5
83	раз и	2	5
84	этом смысле	3	5
85	как и	7	5
86	связи с	2	5
87	то же	5	5
88	как мы	7	5
89	одной стороны	3	5
90	что не	4	5
91	другой стороны	4	5
92	можно было	4	5
93	с другими	3	5
94	в себе	4	5
95	и это	3	5
96	без всякой	2	5
97	не могут	2	4
98	и есть	2	4
99	в этих	2	4
100	в своем	5	4
101	как таковой	2	4
102	и как	8	4
103	не можем	2	4
104	случае не	2	4
105	как бы	22	4
106	не вполне	2	4
107	и тем	3	4
108	все это	3	4
109	и только	4	4
110	таким образом	10	4
111	в область	3	4
112	а в	6	4
113	вообще не	7	4
114	и значение	2	4
115	и здесь	2	4
116	значение слова	4	4
117	тем что	2	4
118	если бы	3	4
119	что он	2	4
120	на первый	2	4
121	но не	12	4
122	и о	5	4
123	не будем	3	4
124	на самом	4	4
125	самом деле	6	4
126	далеко не	5	4
127	слова и	3	4
128	не все	2	4
129	как только	3	3
130	в нашем	4	3
131	и от	3	3
132	первый план	2	3
133	с самим	2	3
134	и должны	2	3
135	в нашей	2	3
136	несмотря на	3	3
137	это отношение	2	3
138	хотя и	3	3
139	в целом	3	3
140	в их	10	3
141	о значении	4	3
142	то ни	3	3
143	не было	2	3
144	при этом	5	3
145	этой области	2	3
146	здесь мы	2	3
147	лишь в	2	3
148	только его	3	3
149	и наконец	6	3
150	не знает	3	3
151	в своих	2	3
152	в основе	5	3
153	языка в	3	3
154	в истории	2	3
155	о котором	2	3
156	мы должны	2	3
157	его в	9	3
158	перестает быть	4	3
159	и к	3	3
160	о которых	2	3
161	одна из	2	3
162	все что	3	3
163	не нужно	5	3
164	она не	2	3
165	только как	6	3
166	мы в	3	3
167	нет и	3	3
168	оно не	3	3
169	бы не	2	3
170	можно говорить	2	3
171	в значительной	2	3
172	мы здесь	4	3
173	или точнее	2	3
174	для того	2	3
175	то или	2	3
176	в слове	3	3
177	быть только	5	3
178	предмета и	2	3
179	не во	2	3
180	анализа и	2	3
181	в таких	2	3
182	или иное	2	2
183	от ее	2	2
184	но зато	2	2
185	войти в	2	2
186	не в	7	2
187	только по	4	2
188	независимо от	13	2
189	по поводу	2	2
190	из которых	2	2
191	совпадает с	2	2
192	в него	2	2
193	и др	8	2
194	к нему	10	2
195	бы то	3	2
196	ни с	2	2
197	отличается от	2	2
198	что оно	2	2
199	можно только	6	2
200	или в	2	2
201	как такового	3	2
202	должно быть	5	2
203	или как	3	2
204	может иметь	5	2
205	в ней	4	2
206	точки зрения	8	2
207	в плане	7	2
208	слово в	2	2
209	и которые	2	2
210	в них	5	2
211	языка как	2	2
212	и при	2	2
213	ли мы	3	2
214	в тех	3	2
215	в корне	2	2
216	конечно не	5	2
217	он не	3	2
218	что и	2	2
219	не совпадает	2	2
220	во всех	11	2
221	работ по	3	2
222	на него	3	2
223	только при	2	2
224	и прежде	5	2
225	но можно	2	2
226	как нечто	3	2
227	совершенно не	7	2
228	входит в	8	2
229	нами в	2	2
230	того чтобы	2	2
231	слово и	2	2
232	и ее	2	2
233	здесь не	4	2
