N	2gram	Losev_Prob_3	FransuaR
1	и в	44	40
2	то есть	34	18
3	и его	5	17
4	прежде всего	3	16
5	в этом	17	15
6	мы уже	4	13
7	не только	14	13
8	и не	35	13
9	в его	9	13
10	что в	8	12
11	вовсе не	37	12
12	как и	10	11
13	но и	10	11
14	таким образом	9	10
15	как мы	8	10
16	и все	3	9
17	может быть	28	9
18	он не	8	9
19	в том	21	8
20	и до	2	8
21	все эти	7	8
22	и с	9	8
23	но в	12	8
24	в своем	5	7
25	то же	13	7
26	он и	2	7
27	в виду	10	7
28	в этих	2	6
29	в самом	3	6
30	во всех	2	6
31	в своей	5	6
32	в той	3	6
33	связи с	8	6
34	в то	9	6
35	здесь и	3	5
36	как раз	8	5
37	в нем	9	5
38	то что	23	5
39	в связи	7	5
40	не было	5	5
41	а не	18	5
42	и для	2	5
43	в основе	2	5
44	для него	3	5
45	в нашем	5	4
46	и во	2	4
47	у нас	10	4
48	том что	12	4
49	смысле слова	8	4
50	здесь в	3	4
51	до сих	2	4
52	было бы	8	4
53	в заключение	3	4
54	ни для	2	4
55	в ней	5	4
56	из них	2	4
57	и потому	7	4
58	а также	4	4
59	ни в	8	4
60	жизни и	6	4
61	сих пор	2	4
62	в их	2	4
63	все это	5	4
64	только на	5	4
65	о том	6	4
66	и о	5	4
67	в данном	9	4
68	и даже	14	4
69	также и	16	4
70	и здесь	5	4
71	так как	9	4
72	поэтому и	2	3
73	всех этих	2	3
74	если бы	3	3
75	в частности	2	3
76	и от	9	3
77	и к	6	3
78	об этом	3	3
79	в ее	4	3
80	мы видели	2	3
81	но это	8	3
82	в начале	2	3
83	в этой	3	3
84	для этого	6	3
85	кроме того	3	3
86	еще не	5	3
87	но именно	2	3
88	и есть	5	3
89	такого рода	6	3
90	никак не	9	3
91	и следовательно	2	3
92	как бы	9	3
93	в таких	3	3
94	что и	9	3
95	другими словами	6	3
96	вместе с	2	3
97	дело не	2	3
98	так и	10	3
99	как в	5	3
100	во всей	3	3
101	не может	7	3
102	а в	5	3
103	на самом	7	3
104	мы находим	7	3
105	жизнь в	3	3
106	самом деле	3	3
107	и как	3	3
108	не так	3	3
109	но все	3	3
110	можно было	4	3
111	сказать что	16	3
112	тем что	4	3
113	при этом	4	3
114	же и	4	3
115	в отличие	2	3
116	в себе	8	3
117	в другом	2	3
118	только в	19	3
119	в конце	5	3
120	здесь не	8	3
121	отличие от	3	3
122	не менее	10	2
123	есть и	2	2
124	уже в	3	2
125	не был	2	2
126	еще и	7	2
127	о чем	2	2
128	сравнению с	2	2
129	чем он	2	2
130	хотя бы	3	2
131	с другой	7	2
132	это не	9	2
133	с нею	2	2
134	это в	2	2
135	в условиях	3	2
136	быть в	2	2
137	что он	9	2
138	или иной	8	2
139	можно сказать	6	2
140	говорят о	3	2
141	все же	6	2
142	это и	7	2
143	это есть	3	2
144	но не	3	2
145	и другие	3	2
146	и сам	5	2
147	и если	6	2
148	тут же	4	2
149	из этого	3	2
150	и очень	3	2
151	той или	12	2
152	гораздо больше	2	2
153	в котором	2	2
154	и такие	3	2
155	слова и	3	2
156	дело в	4	2
157	в целом	6	2
158	образов и	3	2
159	данном случае	7	2
160	здесь только	7	2
161	который в	2	2
162	как нечто	9	2
163	в нашей	2	2
164	именно в	2	2
165	это вовсе	4	2
166	и у	2	2
167	тем же	2	2
168	что для	3	2
169	нас в	4	2
170	образ и	3	2
171	потому что	25	2
172	он в	2	2
173	с этим	2	2
174	даже и	16	2
175	точки зрения	5	2
176	и ее	3	2
177	но как	4	2
178	по сравнению	2	2
179	этого слова	5	2
180	и это	9	2
181	ни от	4	2
182	в которой	2	2
183	того же	2	2
184	мы не	7	2
185	как о	5	2
186	и сама	2	2
