N	2gram	Bakhtin_Pr_2	Literetu
1	а не	10	20
2	и в	45	19
3	может быть	18	17
4	то же	5	12
5	и не	42	11
6	и т.п	6	10
7	в том	8	10
8	как и	14	10
9	но и	15	10
10	же время	3	9
11	не может	24	9
12	в мире	3	9
13	в этом	20	9
14	в то	5	9
15	не только	16	8
16	и даже	3	8
17	том что	7	7
18	то что	5	7
19	так и	3	7
20	и т.д	3	7
21	не менее	2	6
22	в себе	5	6
23	при этом	2	6
24	себя в	2	6
25	и на	7	6
26	я не	6	5
27	у нас	2	5
28	одна из	3	5
29	но не	6	5
30	он не	9	5
31	того что	3	5
32	то есть	50	5
33	что в	6	4
34	жизни в	2	4
35	в сфере	2	4
36	прежде всего	11	4
37	не в	8	4
38	для него	9	4
39	в ней	7	4
40	в его	22	4
41	даже в	6	4
42	один из	2	4
43	жизни и	15	4
44	и других	3	4
45	человека в	5	4
46	так что	2	4
47	по отношению	8	4
48	тем что	2	4
49	точки зрения	19	4
50	в русской	2	4
51	в области	2	4
52	я и	3	4
53	перестает быть	3	3
54	никогда не	17	3
55	о себе	3	3
56	личности в	3	3
57	что он	7	3
58	идет о	2	3
59	в нем	20	3
60	и как	2	3
61	одним из	3	3
62	но это	2	3
63	в начале	2	3
64	и он	3	3
65	в сущности	7	3
66	во всех	4	3
67	и др	4	3
68	отношению к	8	3
69	со стороны	4	3
70	а именно	3	3
71	в их	4	3
72	и для	2	3
73	этом отношении	2	3
74	так как	5	3
75	но с	3	3
76	тем самым	2	3
77	с точки	9	3
78	как на	2	3
79	а в	3	3
80	и его	8	3
81	в художественной	2	3
82	и с	7	3
83	х годов	2	3
84	как к	2	3
85	ничего не	3	3
86	том числе	2	2
87	уже в	4	2
88	не было	2	2
89	же как	4	2
90	у него	6	2
91	себя и	2	2
92	в нашем	2	2
93	не является	3	2
94	для этого	3	2
95	в них	4	2
96	него не	3	2
97	по крайней	2	2
98	в конце	4	2
99	а за	2	2
100	в виду	2	2
101	в одном	6	2
102	в жизни	3	2
103	в каждом	4	2
104	вовсе не	7	2
105	и к	2	2
106	с идеей	2	2
107	крайней мере	2	2
108	в ее	3	2
109	все что	3	2
110	до конца	7	2
111	тот же	2	2
112	еще не	9	2
113	было бы	4	2
114	и сам	3	2
115	не так	2	2
116	одной из	2	2
117	из своих	2	2
118	свое время	2	2
119	не по	3	2
120	как бы	15	2
121	в свое	2	2
122	для себя	3	2
123	перед ним	2	2
124	что и	5	2
125	как он	4	2
126	все же	4	2
127	с ее	3	2
128	но уже	2	2
129	в целом	5	2
130	из них	9	2
131	могут быть	4	2
132	в истории	2	2
133	и до	4	2
134	русской литературе	2	2
135	мысли и	3	2
136	как раз	6	2
137	и одновременно	2	2
138	не раз	2	2
139	я это	2	2
140	с образом	3	2
141	а потому	2	2
142	это как	2	2
143	но только	2	2
144	уже не	6	2
145	и что	2	2
146	героя в	5	2
147	что не	5	2
148	из которых	2	2
149	хотя бы	5	2
150	друг друга	7	2
151	художественном мире	3	2
152	не знает	4	2
153	в своих	4	2
154	в результате	3	2
155	потому что	8	2
156	в основе	2	2
157	даже и	2	2
158	подобно тому	2	2
159	он и	4	2
160	но как	2	2
161	о том	3	2
162	в художественном	3	2
163	тому как	2	2
164	к этой	2	2
165	как это	2	2
166	с ним	8	2
167	но в	6	2
