N	2gram	Bakhtin_Pr_3	Narrotol
1	не только	4	26
2	а не	11	17
3	но и	7	15
4	в том	14	14
5	при этом	3	14
6	и не	15	14
7	том что	5	13
8	и в	53	13
9	в этом	8	13
10	только в	4	11
11	может быть	12	10
12	своего рода	3	9
13	так и	6	9
14	а в	2	9
15	то есть	48	9
16	то что	9	8
17	в себе	5	8
18	не может	2	8
19	не в	2	8
20	к себе	6	7
21	никогда не	2	6
22	в жизни	8	6
23	прежде всего	15	6
24	можно сказать	8	6
25	и к	5	6
26	в его	8	6
27	и т.п	31	6
28	жизни в	3	6
29	как бы	14	6
30	а также	4	6
31	ничего не	6	6
32	но в	5	6
33	место в	2	5
34	точки зрения	4	5
35	себе самому	6	5
36	тем не	2	5
37	что он	4	5
38	хотя и	4	5
39	он не	3	5
40	я не	4	5
41	и тем	2	5
42	в нем	10	5
43	как в	7	5
44	в форме	6	5
45	по отношению	2	5
46	таким образом	6	5
47	в той	2	5
48	с другой	2	5
49	на протяжении	5	5
50	в то	5	5
51	далеко не	2	5
52	о том	2	5
53	перед нами	5	4
54	что это	2	4
55	не менее	3	4
56	в конце	3	4
57	в литературе	5	4
58	тому же	2	4
59	как и	11	4
60	как у	5	4
61	времени и	2	4
62	что в	2	4
63	при всей	2	4
64	и уже	2	4
65	жизни и	9	4
66	в своей	3	4
67	в ее	3	4
68	то же	6	4
69	в мире	5	4
70	и у	7	4
71	в рассказе	2	4
72	все его	2	4
73	и т.д	2	4
74	и все	10	4
75	как это	2	4
76	с ним	2	4
77	в себя	6	4
78	с его	2	3
79	это не	6	3
80	да и	2	3
81	в соответствии	2	3
82	соответствии с	2	3
83	что я	2	3
84	одна из	7	3
85	но не	5	3
86	особое место	2	3
87	же время	5	3
88	один из	6	3
89	все эти	9	3
90	и даже	2	3
91	и по	3	3
92	и для	4	3
93	и его	10	3
94	в таком	2	3
95	для других	2	3
96	сказать что	10	3
97	между тем	2	3
98	по своей	9	3
99	так сказать	5	3
100	мира и	2	3
101	он сам	4	2
102	можно назвать	2	2
103	хотя бы	2	2
104	представления о	2	2
105	вовсе не	3	2
106	говорит о	2	2
107	этого рассказа	2	2
108	в начале	2	2
109	тем более	2	2
110	эти два	2	2
111	и более	2	2
112	по своему	6	2
113	еще не	5	2
114	было бы	5	2
115	со всеми	8	2
116	в самом	2	2
117	во сне	5	2
118	несмотря на	2	2
119	не могу	3	2
120	все то	3	2
121	что и	3	2
122	подчеркнуть что	3	2
123	нового времени	8	2
124	жизни на	2	2
125	именно в	2	2
126	достоевского и	6	2
127	они не	3	2
128	с точки	2	2
129	той же	5	2
130	мы не	4	2
131	это был	2	2
132	но это	3	2
133	в ней	7	2
134	но он	2	2
135	в своих	2	2
136	всей своей	2	2
137	говорить о	2	2
138	как он	2	2
139	здесь не	4	2
140	потому что	5	2
141	в области	3	2
142	в сознании	2	2
