N	2gram	Propp_Isto_6	Problemy
1	и в	26	35
2	как бы	4	31
3	и не	10	27
4	что он	9	24
5	в его	5	21
6	но в	7	19
7	не может	6	18
8	к себе	2	18
9	как и	5	18
10	в нем	8	16
11	то же	5	15
12	но и	9	14
13	может быть	11	14
14	и его	7	14
15	в этом	12	14
16	он не	2	13
17	прежде всего	4	12
18	и с	6	12
19	в то	5	11
20	не в	3	10
21	не только	10	10
22	то что	6	10
23	так и	5	8
24	потому что	13	8
25	мы уже	6	8
26	все же	8	8
27	как мы	4	8
28	и сам	2	7
29	так же	2	7
30	а в	3	7
31	и наконец	3	7
32	с ним	8	7
33	с его	4	7
34	вовсе не	2	7
35	еще не	9	7
36	отношению к	2	7
37	что же	2	7
38	в виде	6	7
39	там где	5	7
40	таким образом	12	7
41	что в	12	6
42	к тому	2	6
43	но это	4	6
44	что они	2	6
45	и что	5	6
46	что у	2	6
47	и на	12	6
48	в одном	3	6
49	от него	3	6
50	но не	2	6
51	по отношению	2	6
52	только в	5	6
53	в том	12	5
54	так что	3	5
55	с ними	2	5
56	его с	3	5
57	он и	2	5
58	даже в	2	5
59	на него	2	5
60	как в	6	5
61	к своему	3	5
62	героя в	2	5
63	и то	3	5
64	в себе	3	5
65	и это	8	5
66	все время	2	4
67	никогда не	13	4
68	с другой	10	4
69	та же	3	4
70	но все	2	4
71	на его	4	4
72	всяком случае	2	4
73	и вот	3	4
74	где он	2	4
75	говорит он	2	4
76	но он	2	4
77	в эту	2	4
78	но как	4	4
79	его в	5	4
80	так как	18	4
81	у него	7	4
82	в них	3	4
83	еще в	3	4
84	в своей	3	4
85	а не	2	4
86	что не	2	4
87	во всяком	2	4
88	тем что	5	4
89	как будто	3	4
90	что это	2	4
91	же не	2	4
92	за собой	5	3
93	там в	3	3
94	но так	3	3
95	и от	3	3
96	такой же	3	3
97	нет в	3	3
98	в него	3	3
99	другой стороны	8	3
100	в форме	2	3
101	в одной	2	3
102	все эти	8	3
103	того что	2	3
104	это не	4	3
105	сказать что	3	3
106	мы должны	2	3
107	или как	2	3
108	с тем	4	3
109	него и	3	3
110	с этим	2	3
111	том что	10	3
112	к концу	3	3
113	было бы	2	3
114	что и	4	3
115	когда он	3	3
116	только что	2	3
117	а с	2	3
118	сводится к	2	3
119	уже не	7	3
120	ничего не	2	3
121	в этих	2	2
122	вообще не	3	2
123	с этой	2	2
124	и происходит	2	2
125	вопрос о	3	2
126	мы знаем	2	2
127	ни в	2	2
128	из его	2	2
129	в последнем	2	2
130	она в	2	2
131	при этом	3	2
132	например в	7	2
133	время как	3	2
134	мы видели	11	2
135	в своем	2	2
136	что оно	4	2
137	и по	4	2
138	увидим что	2	2
139	мы наблюдали	3	2
140	но для	2	2
141	в которых	2	2
142	их в	3	2
143	в ней	5	2
144	здесь еще	4	2
145	о том	7	2
146	как он	6	2
147	нет ни	2	2
148	еще очень	2	2
149	это место	2	2
150	обращается к	2	2
151	однако в	2	2
152	с собой	2	2
153	меня в	3	2
154	очень часто	5	2
155	кажется что	2	2
156	своего рода	2	2
157	вместе с	8	2
158	но эти	2	2
159	так в	6	2
160	совсем другое	2	2
161	и он	4	2
162	и как	2	2
163	или в	3	2
164	можно было	2	2
165	связан с	6	2
166	мы можем	7	2
167	из этого	3	2
