N	2gram	Bakhtin_Fr_6	Istorich
1	и в	41	25
2	что он	6	22
3	вместе с	6	22
4	представление о	2	17
5	может быть	2	17
6	не только	10	13
7	но и	13	13
8	в его	7	12
9	и не	3	11
10	так как	10	11
11	все же	4	10
12	в этом	12	10
13	тем что	5	10
14	с другой	4	9
15	и его	13	9
16	таким образом	17	9
17	связи с	2	8
18	что в	7	8
19	том что	7	8
20	мы видим	6	8
21	другой стороны	2	8
22	все эти	11	8
23	и что	5	8
24	и на	9	8
25	в частности	2	7
26	во время	9	7
27	мы видели	2	7
28	а затем	4	7
29	как и	7	7
30	но это	3	7
31	то что	10	7
32	одной стороны	4	7
33	в нем	16	7
34	с одной	4	7
35	превращается в	2	7
36	потому что	3	7
37	только в	3	7
38	о том	9	7
39	в этих	2	6
40	прежде всего	10	6
41	себя в	2	6
42	как в	4	6
43	не может	4	6
44	и он	5	6
45	не в	4	6
46	или в	6	6
47	в том	2	6
48	там где	5	6
49	что это	5	5
50	с этим	3	5
51	в образе	6	5
52	как мы	12	5
53	для нас	2	5
54	но не	2	5
55	мы увидим	3	5
56	связано с	3	5
57	например в	6	5
58	в ней	4	5
59	в него	3	5
60	не будем	2	5
61	так же	5	5
62	мы не	2	5
63	что все	2	4
64	с другими	3	4
65	в ее	5	4
66	в дальнейшем	2	4
67	мы уже	18	4
68	в индии	3	4
69	в преисподнюю	4	4
70	а именно	2	4
71	все это	11	4
72	то же	5	4
73	в истории	2	4
74	он не	2	4
75	с ним	4	4
76	никогда не	8	3
77	и как	4	3
78	и все	9	3
79	состоит из	2	3
80	в книге	3	3
81	в целях	3	3
82	в этой	8	3
83	в то	6	3
84	также что	3	3
85	того чтобы	4	3
86	но оно	3	3
87	и др	10	3
88	но уже	2	3
89	в форме	2	3
90	на этом	2	3
91	в особенности	7	3
92	к нему	3	3
93	а в	4	3
94	в данном	3	3
95	их в	2	3
96	и с	16	3
97	они не	3	3
98	никто не	2	3
99	и вообще	4	3
100	в таких	2	3
101	перед нами	3	2
102	уже в	4	2
103	гл iv	2	2
104	это уже	2	2
105	у него	7	2
106	тогда когда	2	2
107	человека и	2	2
108	вовсе не	7	2
109	он проглотил	2	2
110	так что	2	2
111	с этой	3	2
112	мы узнаем	2	2
113	как у	3	2
114	через кожу	2	2
115	а на	2	2
116	того же	4	2
117	до сих	3	2
118	и сам	3	2
119	жизни и	3	2
120	когда они	3	2
121	одним из	4	2
122	как бы	7	2
123	и потому	2	2
124	еще в	5	2
125	даже в	4	2
126	один из	6	2
127	должен быть	2	2
128	на спине	2	2
129	сих пор	3	2
130	в своей	2	2
131	во всех	17	2
132	здесь он	3	2
133	данном случае	2	2
134	землю и	2	2
135	и для	3	2
136	в голове	3	2
137	самом деле	4	2
138	именно на	4	2
139	а не	2	2
140	того что	3	2
141	на которой	2	2
142	роль в	4	2
143	сказать что	6	2
144	образом в	2	2
145	но он	5	2
146	точки зрения	2	2
147	во всем	5	2
148	что мы	2	2
149	из них	5	2
150	тех же	2	2
151	и этим	2	2
152	это было	2	2
