N	2gram	Vygotskiy__4	Formalny
1	и в	20	38
2	в этом	24	27
3	может быть	12	23
4	и его	5	21
5	таким образом	25	20
6	и не	8	20
7	в самом	6	16
8	прежде всего	2	15
9	не в	4	15
10	не может	6	14
11	в нем	2	13
12	но и	9	13
13	связи с	3	13
14	с тем	6	11
15	в том	42	11
16	в его	11	10
17	в связи	3	10
18	с помощью	31	10
19	и с	4	9
20	как и	9	9
21	при этом	12	9
22	в процессе	27	9
23	не только	15	9
24	отнюдь не	3	8
25	что и	9	8
26	все же	5	8
27	так и	5	8
28	самом деле	7	8
29	тем что	7	8
30	точки зрения	24	8
31	что в	19	7
32	не могут	3	7
33	для него	2	7
34	по существу	3	7
35	слова и	5	7
36	в своей	7	7
37	этом отношении	7	7
38	как мы	13	7
39	с точки	11	7
40	все время	4	6
41	в результате	8	6
42	то что	15	6
43	в истории	10	6
44	в ней	2	6
45	в этой	3	6
46	было бы	8	6
47	вместе с	8	6
48	в их	12	6
49	то же	16	6
50	все эти	5	6
51	а не	7	6
52	в языке	2	6
53	могут быть	7	6
54	только в	10	6
55	а в	2	6
56	должна быть	2	5
57	если бы	5	5
58	что он	6	5
59	именно в	3	5
60	в слове	2	5
61	в реальном	2	5
62	если мы	10	5
63	и речи	2	5
64	с этим	5	5
65	и только	4	5
66	и для	4	5
67	говорит он	5	5
68	в основе	17	5
69	бы в	3	5
70	во всяком	4	5
71	всяком случае	3	5
72	к этому	4	4
73	к тому	6	4
74	мы видели	6	4
75	что они	14	4
76	совершенно не	3	4
77	в сущности	4	4
78	как они	4	4
79	как бы	7	4
80	и к	5	4
81	в высшей	2	4
82	из них	4	4
83	как в	5	4
84	другой стороны	9	4
85	входит в	2	4
86	что оно	4	4
87	высшей степени	2	4
88	здесь не	2	4
89	они не	2	4
90	так как	10	4
91	но в	3	4
92	же как	6	3
93	место в	2	3
94	в какой	3	3
95	с другой	12	3
96	из этих	2	3
97	и здесь	2	3
98	и как	9	3
99	зависимости от	2	3
100	своего развития	10	3
101	в ином	2	3
102	не является	5	3
103	не есть	2	3
104	в целом	11	3
105	только на	2	3
106	к нему	2	3
107	такой же	2	3
108	того что	10	3
109	того чтобы	7	3
110	для того	5	3
111	между этими	2	3
112	тем же	4	3
113	роль в	4	3
114	и на	6	3
115	понятий и	9	3
116	слова в	9	3
117	его в	6	3
118	том смысле	2	3
119	что это	2	3
120	в области	4	3
121	значение слова	7	2
122	между двумя	2	2
123	уже в	6	2
124	и более	7	2
125	и другие	9	2
126	все более	2	2
127	никогда не	5	2
128	состоит в	4	2
129	в этих	3	2
130	в качестве	21	2
131	тому что	4	2
132	перед нами	5	2
133	столь же	3	2
134	это не	5	2
135	в основу	2	2
136	языка мы	2	2
137	не просто	2	2
138	между ними	4	2
139	первый план	4	2
140	а только	3	2
141	на котором	2	2
142	том что	35	2
143	идет о	3	2
144	является не	4	2
145	но не	3	2
146	на нем	2	2
147	но как	2	2
148	от тех	3	2
149	мы в	2	2
150	что на	2	2
151	на один	4	2
152	на первый	4	2
153	едва ли	2	2
154	даже в	2	2
155	один из	3	2
156	и тем	8	2
157	в развитии	25	2
158	этом смысле	8	2
159	ни в	3	2
160	не по	2	2
161	со стороны	3	2
162	приводит к	3	2
163	во всей	4	2
164	понятия в	8	2
165	при анализе	2	2
166	слово и	2	2
167	на этом	3	2
168	и других	3	2
169	в той	2	2
170	тем самым	7	2
171	не имеет	2	2
172	должно быть	3	2
173	это положение	5	2
174	исследования в	2	2
175	отличие от	2	2
176	в таком	2	2
177	и то	10	2
178	формы и	3	2
179	их в	2	2
180	сказать что	6	2
181	между тем	9	2
182	является в	3	2
183	и от	3	2
184	в отличие	2	2
185	вопроса о	2	2
186	в школе	4	2
187	и это	2	2
188	что эта	3	2
189	этими двумя	2	2
190	в чем	3	2
191	потому что	12	2
192	как это	9	2
193	в которой	3	2
194	слово в	6	2
195	в виду	3	2
196	из него	2	2
