N	3gram	Voloshinov_1	KulturaY
1	с точки зрения	20	16
2	в самом деле	9	11
3	для того чтобы	3	11
4	можно было бы	2	10
5	тем не менее	2	9
6	в том что	3	8
7	до сих пор	8	8
8	до тех пор	2	4
9	тех пор пока	2	4
10	в связи с	7	4
11	в этом случае	3	4
12	с другой стороны	5	3
13	не может быть	13	3
14	в том числе	2	2
15	в отличие от	5	2
16	и того же	5	2
17	один и тот	3	2
18	сама по себе	2	2
19	лишь с точки	2	2
20	смысле этого слова	2	2
21	в первом случае	3	2
22	в таком случае	2	2
23	не могут быть	2	2
24	по отношению к	2	2
25	от того что	2	2
26	и тот же	3	2
27	одного и того	5	2
