N	3gram	Vygotskiy__1	Myshleni
1	в том что	9	21
2	с точки зрения	2	18
3	для того чтобы	5	10
4	с одной стороны	5	7
5	заключается в том	6	7
6	в зависимости от	5	6
7	на то что	8	6
8	во всяком случае	6	6
9	не может быть	8	6
10	в последнее время	2	4
11	в самом деле	7	4
12	о том что	7	4
13	в конечном счете	3	4
14	в том чтобы	7	4
15	смысле этого слова	2	3
16	мы не можем	2	3
17	с таким образом	8	3
18	по этому поводу	2	3
19	собственном смысле слова	2	3
20	мы видели что	2	3
21	в отличие от	3	3
22	в собственном смысле	3	3
23	в этом отношении	2	3
24	состоит в том	2	3
25	мы увидим что	2	2
26	потому что он	2	2
27	более или менее	2	2
28	то же самое	2	2
29	к тому чтобы	3	2
30	само по себе	5	2
31	сама по себе	2	2
32	и в самом	2	2
33	только тогда когда	4	2
34	в этом смысле	2	2
35	на самом деле	2	2
36	подобно тому как	5	2
