N	2gram	Tiupa_Hudo_1	Dialekti
1	и не	15	30
2	по себе	2	25
3	и в	19	18
4	может быть	14	17
5	точки зрения	10	17
6	в нем	5	16
7	ни в	5	15
8	а не	9	14
9	потому что	3	14
10	что в	6	13
11	то что	4	13
12	не только	16	13
13	если бы	3	12
14	и что	3	12
15	с точки	3	12
16	в этом	11	12
17	не может	7	12
18	что он	3	11
19	как бы	9	11
20	все это	2	11
21	в себе	9	11
22	прежде всего	4	10
23	то же	10	10
24	сказать что	4	10
25	никогда не	2	9
26	отнюдь не	2	9
27	это не	2	9
28	в том	18	9
29	так и	11	9
30	том что	8	9
31	и то	4	9
32	сама по	2	8
33	к нему	3	8
34	в каком	2	8
35	вовсе не	2	7
36	и как	3	7
37	то в	2	7
38	но и	10	7
39	что она	2	7
40	той или	4	7
41	с другой	7	6
42	можно сказать	5	6
43	не в	7	6
44	в то	6	6
45	в чем	2	6
46	с ним	2	6
47	но в	7	6
48	я не	2	5
49	в этих	3	5
50	в своем	2	5
51	в противоположность	3	5
52	не с	2	5
53	отношение к	5	5
54	в отношении	3	5
55	а в	12	5
56	говорить о	3	5
57	в виду	5	5
58	и более	2	4
59	к тому	4	4
60	об этом	2	4
61	но не	11	4
62	же время	5	4
63	одно и	3	4
64	хотя и	3	4
65	быть и	2	4
66	так же	2	4
67	другой стороны	5	4
68	как раз	3	4
69	собственно говоря	2	4
70	и притом	3	4
71	о том	2	4
72	как это	5	4
73	для меня	2	4
74	тому что	2	3
75	в них	2	3
76	этом смысле	3	3
77	не является	4	3
78	или иной	7	3
79	что и	2	3
80	а только	4	3
81	при условии	2	3
82	более или	5	3
83	говорит что	2	3
84	случае не	2	3
85	отношении к	2	3
86	и о	3	3
87	он не	4	3
88	в его	9	3
89	и потому	2	3
90	даже в	3	3
91	один из	2	3
92	но она	2	3
93	отношения к	2	3
94	или менее	5	3
95	в их	5	3
96	в самом	5	3
97	тех или	2	3
98	была бы	3	3
99	в данном	4	3
100	в основе	4	3
101	могут быть	4	3
102	только в	5	3
103	ни к	2	2
104	не менее	3	2
105	того что	4	2
106	именно в	2	2
107	в частности	13	2
108	не знает	3	2
109	в качестве	24	2
110	и состоит	3	2
111	как в	2	2
112	не как	2	2
113	из этих	3	2
114	с другими	4	2
115	тот кто	2	2
116	в мире	21	2
117	как и	2	2
118	для него	4	2
119	еще не	3	2
120	одной стороны	2	2
121	для того	2	2
122	о чем	2	2
123	и больше	2	2
124	никто не	2	2
125	мог бы	3	2
126	в своей	5	2
127	дело не	2	2
128	образом и	2	2
129	со стороны	2	2
130	а с	2	2
131	с одной	2	2
132	все эти	2	2
133	мы имеем	6	2
134	если мы	2	2
135	уже не	4	2
136	объекта и	3	2
137	и для	2	2
138	отличается от	2	2
139	может оказаться	2	2
140	но как	2	2
141	в другом	3	2
142	я в	11	2
143	могла бы	2	2
144	говоря о	3	2
145	и это	2	2
146	на деле	3	2
