N	2gram	Bakhtin_fo_1	Literetu
1	не только	9	24
2	при этом	3	19
3	в качестве	3	17
4	но и	8	17
5	а не	3	16
6	в том	9	16
7	в частности	6	15
8	том что	4	14
9	может быть	11	13
10	и не	14	12
11	в этом	25	12
12	прежде всего	15	11
13	в своем	4	11
14	то что	6	10
15	не в	5	8
16	в целом	2	8
17	и в	50	8
18	только в	4	8
19	в его	13	7
20	как бы	2	7
21	уже не	2	7
22	в себе	3	7
23	в жизни	6	6
24	как и	8	6
25	связи с	6	6
26	того что	2	6
27	точки зрения	5	6
28	то есть	33	6
29	с его	9	5
30	же в	3	5
31	же время	9	5
32	а также	2	5
33	для себя	7	5
34	как в	6	5
35	не может	6	5
36	то же	11	5
37	в отличие	2	5
38	уже в	2	5
39	в данном	2	5
40	в то	9	5
41	отличие от	2	5
42	это не	6	4
43	в конце	9	4
44	но не	5	4
45	еще не	5	4
46	все же	6	4
47	по преимуществу	3	4
48	в своей	2	4
49	так и	12	4
50	и т.п	4	4
51	никогда не	2	4
52	в связи	5	4
53	лишь в	6	4
54	друг друга	3	4
55	и его	16	4
56	как раз	13	4
57	не как	2	4
58	мир в	2	4
59	в основе	5	3
60	не было	7	3
61	что в	5	3
62	с другой	2	3
63	да и	3	3
64	одна из	2	3
65	с их	2	3
66	в пределах	5	3
67	и прежде	2	3
68	например в	6	3
69	в самом	8	3
70	у него	6	3
71	том же	2	3
72	же и	2	3
73	один из	3	3
74	и др	9	3
75	жизни и	8	3
76	в их	6	3
77	по отношению	3	3
78	а в	3	3
79	таким образом	11	3
80	еще и	2	3
81	и даже	2	3
82	той же	2	3
83	потому что	4	3
84	во всяком	3	3
85	одно из	3	3
86	к себе	4	3
87	но в	10	3
88	также и	2	3
89	далеко не	2	3
90	его в	3	3
91	дело в	2	3
92	тех же	2	3
93	в виду	3	3
94	мира в	3	3
95	жизни не	3	2
96	а как	3	2
97	для них	3	2
98	отнюдь не	5	2
99	мир и	2	2
100	раз и	2	2
101	и нет	2	2
102	человека и	11	2
103	к тому	3	2
104	а только	2	2
105	тому же	2	2
106	и того	6	2
107	или иной	2	2
108	к своей	2	2
109	того же	8	2
110	для него	2	2
111	одной стороны	2	2
112	было бы	2	2
113	на один	2	2
114	xviii века	3	2
115	так называемый	2	2
116	и является	2	2
117	на почве	2	2
118	не является	2	2
119	не могло	5	2
120	в нем	24	2
121	отношению к	5	2
122	не к	2	2
123	в сущности	3	2
124	могло быть	4	2
125	только на	3	2
126	жизни на	2	2
127	этом отношении	3	2
128	с одной	3	2
129	все эти	9	2
130	во втором	2	2
131	что не	3	2
132	хотя бы	2	2
133	с точки	2	2
134	своей собственной	3	2
135	роль в	9	2
136	самим собой	2	2
137	и то	4	2
138	тем что	2	2
139	могут быть	5	2
140	самим собою	3	2
141	на себя	2	2
142	не оставляет	6	2
143	ту же	2	2
144	как он	2	2
145	нет ничего	4	2
146	здесь как	2	2
