N	2gram	Vygotskiy__5	Komedia
1	и в	30	26
2	и не	6	14
3	едва ли	2	14
4	к тому	8	12
5	так и	3	12
6	и его	6	12
7	в том	27	11
8	может быть	11	11
9	но и	6	10
10	в этом	14	10
11	что в	24	9
12	том что	21	9
13	если бы	11	9
14	вместе с	12	9
15	ясно что	6	8
16	было бы	5	8
17	и на	3	7
18	из них	2	7
19	не только	16	7
20	что и	3	7
21	ли не	2	7
22	в своем	6	6
23	то что	37	6
24	еще не	5	6
25	в нем	7	6
26	в двух	5	6
27	того чтобы	20	6
28	потому что	23	6
29	и здесь	6	6
30	в то	2	6
31	о том	10	6
32	таким образом	20	6
33	с его	2	5
34	с тем	8	5
35	в которой	3	5
36	к этому	3	5
37	что он	17	5
38	а затем	2	5
39	в качестве	2	5
40	один из	5	5
41	ни в	3	5
42	с этим	2	5
43	для того	20	5
44	так что	3	5
45	и с	2	5
46	действующих лиц	7	5
47	уже в	6	4
48	в частности	4	4
49	у него	3	4
50	в этих	3	4
51	тому что	8	4
52	в них	4	4
53	что у	3	4
54	прежде всего	4	4
55	из этих	3	4
56	как мы	5	4
57	же в	2	4
58	меньше всего	3	4
59	как и	6	4
60	в целом	5	4
61	как будто	6	4
62	в его	4	4
63	еще в	2	4
64	все же	7	4
65	в самом	14	4
66	и для	6	4
67	можно было	3	4
68	точки зрения	7	4
69	с и	5	4
70	только в	5	4
71	что это	8	4
72	так как	9	4
73	на этот	3	4
74	как это	7	4
75	о чем	4	3
76	до тех	2	3
77	представить себе	2	3
78	с этой	2	3
79	в каждом	2	3
80	вопрос о	3	3
81	что на	3	3
82	мы найдем	4	3
83	мы знаем	2	3
84	жизни и	6	3
85	но все	2	3
86	связи с	2	3
87	но не	7	3
88	того же	2	3
89	во всех	2	3
90	для нас	3	3
91	по поводу	3	3
92	из которых	4	3
93	в ней	4	3
94	в котором	2	3
95	тех пор	2	3
96	в своей	4	3
97	в их	3	3
98	все это	2	3
99	по отношению	2	3
100	дело с	5	3
101	того как	2	3
102	той же	3	3
103	то же	7	3
104	ответ на	5	3
105	как в	3	3
106	а в	4	3
107	или в	6	3
108	человека в	3	3
109	тем что	6	3
110	не может	9	3
111	как он	2	3
112	что касается	2	3
113	в этой	5	3
114	но в	5	3
115	и поэтому	3	3
116	мы можем	7	3
117	что ни	3	2
118	что их	2	2
119	в ответ	2	2
120	все время	20	2
121	из самых	2	2
122	и другие	3	2
123	и есть	5	2
124	в нашем	2	2
125	с другой	9	2
126	это не	3	2
127	в одной	2	2
128	в конце	4	2
129	в одном	2	2
130	этом смысле	2	2
131	вовсе не	3	2
132	что именно	5	2
133	то это	4	2
134	и к	4	2
135	с которым	3	2
136	об этом	3	2
137	он был	2	2
138	в ее	3	2
139	не в	8	2
140	до сих	5	2
141	в силу	3	2
142	одна из	3	2
143	тот же	3	2
144	чем в	2	2
145	на этом	6	2
146	и хотя	2	2
147	что по	2	2
148	когда в	2	2
149	одной стороны	12	2
150	и если	6	2
151	или на	2	2
152	на сцене	2	2
153	и почему	2	2
154	от того	4	2
155	он не	3	2
156	друг с	3	2
157	как бы	19	2
158	чем это	3	2
159	время как	2	2
160	не является	2	2
161	хотя бы	3	2
162	и т	7	2
163	с той	2	2
164	и это	8	2
165	сих пор	5	2
166	со стороны	3	2
167	что она	6	2
168	целый ряд	3	2
169	в отличие	2	2
170	так в	3	2
171	т п	3	2
172	с одной	12	2
173	в течение	2	2
174	мы находим	2	2
175	в той	3	2
176	и что	23	2
177	с самого	3	2
178	рядом с	5	2
179	отличие от	2	2
180	мы не	3	2
181	в глазах	2	2
182	с другом	3	2
183	и все	4	2
184	из этого	2	2
185	бы в	5	2
186	мы имеем	8	2
187	в состав	3	2
188	в виду	4	2
189	же не	2	2
