N	3gram	Trubetskoy_1	Problema
1	о том что	4	14
2	тем не менее	3	12
3	во всяком случае	6	10
4	в конце концов	3	7
5	по крайней мере	5	6
6	так или иначе	3	6
7	то же самое	2	5
8	с одной стороны	7	5
9	в связи с	3	5
10	на то что	2	4
11	более или менее	5	4
12	до сих пор	5	4
13	в то же	2	4
14	в том что	3	4
15	и в этом	2	3
16	в значительной мере	2	3
17	можно сказать что	2	3
18	точно так же	3	3
19	всяком случае не	3	2
20	в том числе	5	2
21	с самого начала	2	2
22	том числе и	4	2
23	для того чтобы	5	2
24	то или иное	2	2
25	бы то ни	2	2
26	ничего общего с	2	2
27	может быть и	2	2
28	такое положение дела	2	2
