N	2gram	Bakhtin_sl_1	Dialekti
1	не есть	2	54
2	и не	16	27
3	а не	15	26
4	точки зрения	16	25
5	и в	41	24
6	и т	28	24
7	не только	16	23
8	т д	5	23
9	не может	14	19
10	ничего не	4	17
11	что все	2	14
12	с точки	8	14
13	может быть	14	13
14	таким образом	9	13
15	и даже	6	13
16	вовсе не	7	13
17	того что	3	12
18	в сущности	13	10
19	но и	16	9
20	прежде всего	8	8
21	так что	2	8
22	том что	2	8
23	в этом	12	8
24	в виде	2	8
25	никогда не	3	7
26	в самом	5	7
27	в особенности	8	7
28	потому что	2	7
29	как и	4	7
30	только на	2	7
31	как раз	2	7
32	кроме того	4	6
33	все это	5	6
34	и с	4	6
35	о том	3	6
36	так как	3	6
37	и все	4	6
38	оно не	6	6
39	не на	5	6
40	то же	14	6
41	с этой	3	5
42	в том	3	5
43	хотя и	2	5
44	точка зрения	8	5
45	и его	14	5
46	в то	14	5
47	в них	6	5
48	и к	5	5
49	одно и	2	5
50	было бы	3	5
51	он не	3	5
52	так и	11	5
53	уже не	2	5
54	мы не	2	5
55	от всякого	2	5
56	только в	6	5
57	тому что	2	4
58	с другой	5	4
59	это не	6	4
60	не могут	3	4
61	то время	2	4
62	или иной	9	4
63	к тому	3	4
64	хотя бы	3	4
65	так же	2	4
66	время как	2	4
67	сказать что	2	4
68	у нас	2	4
69	в истории	3	4
70	конечно не	3	4
71	о нем	4	4
72	при всем	3	4
73	и то	2	4
74	мы и	2	4
75	для него	3	4
76	перед нами	4	3
77	не было	3	3
78	все же	7	3
79	все время	3	3
80	за пределы	4	3
81	в своем	3	3
82	и от	4	3
83	его как	2	3
84	не в	7	3
85	она не	3	3
86	же время	12	3
87	одной стороны	4	3
88	в основе	5	3
89	в нем	30	3
90	из них	3	3
91	с одной	4	3
92	все эти	9	3
93	того или	2	3
94	должно быть	2	3
95	друг друга	3	3
96	и на	14	3
97	с этим	3	3
98	именно как	2	3
99	мы уже	2	3
100	зависимости от	3	3
101	одна из	2	3
102	ни о	2	3
103	и о	2	3
104	как бы	12	3
105	быть и	4	3
106	для того	2	3
107	к нему	5	3
108	той же	2	3
109	в слове	7	3
110	и ее	3	3
111	и этим	3	3
112	же как	2	2
113	в частности	2	2
114	вообще не	3	2
115	из этих	3	2
116	в смысле	4	2
117	для нас	2	2
118	лишь как	3	2
119	на этом	2	2
120	еще не	4	2
121	при этом	6	2
122	например в	2	2
123	и следовательно	7	2
124	той или	9	2
125	всяком случае	5	2
126	совершенно не	2	2
127	и тем	2	2
128	другой стороны	4	2
129	и кроме	2	2
130	именно в	3	2
131	и по	2	2
132	а в	6	2
133	же и	2	2
134	быть только	2	2
135	также и	3	2
136	и формы	4	2
137	в ней	4	2
138	и здесь	3	2
139	от его	3	2
140	в первом	3	2
141	и потому	4	2
142	в чисто	2	2
143	слово в	10	2
144	но в	8	2
145	с его	4	2
146	у него	3	2
147	перестает быть	2	2
148	в зависимости	3	2
149	бы его	2	2
150	и во	3	2
151	в их	4	2
152	или иного	2	2
153	в условиях	2	2
154	и эти	2	2
155	по существу	3	2
156	то в	2	2
157	но не	2	2
158	и чисто	3	2
159	себя в	9	2
160	так в	2	2
161	следовательно и	3	2
162	или к	3	2
163	как мы	8	2
164	и у	2	2
165	и для	4	2
166	или в	8	2
167	нас в	2	2
168	в данном	3	2
169	во всяком	7	2
170	могут быть	19	2
171	в себе	3	2
172	и вообще	2	2
173	из этого	3	2
174	в его	13	2
175	и мыслит	2	2
