N	2gram	Bakhtin_Pr_1	Komedia
1	и в	38	22
2	и не	42	21
3	том что	3	13
4	в том	8	12
5	таким образом	10	12
6	ни в	11	10
7	в самом	7	9
8	если бы	3	8
9	в своем	5	8
10	что он	2	8
11	в его	43	8
12	что и	2	8
13	в этом	15	8
14	о том	4	8
15	его в	9	8
16	при этом	5	7
17	в свою	2	7
18	то же	5	7
19	едва ли	3	7
20	а в	6	7
21	к этому	2	6
22	ясно что	3	6
23	еще не	7	6
24	для того	2	6
25	может быть	26	6
26	самом деле	6	6
27	и что	2	6
28	того чтобы	2	6
29	и его	16	6
30	в то	4	6
31	не менее	4	5
32	связи с	2	5
33	что в	7	5
34	же время	3	5
35	прежде всего	13	5
36	как это	2	5
37	хотя и	3	5
38	не только	9	5
39	в своей	7	5
40	отношение к	10	5
41	все это	3	5
42	по отношению	21	5
43	он не	3	5
44	тем что	2	5
45	к нему	10	5
46	к себе	2	5
47	с ним	5	5
48	но в	4	5
49	отнюдь не	19	4
50	с другой	7	4
51	вовсе не	2	4
52	нет и	3	4
53	и здесь	2	4
54	все же	6	4
55	не в	7	4
56	не дает	2	4
57	несмотря на	3	4
58	в ней	4	4
59	здесь нет	2	4
60	и т	14	4
61	то что	8	4
62	но и	9	4
63	на него	3	4
64	т п	13	4
65	с помощью	7	4
66	а не	5	4
67	и для	11	4
68	точки зрения	8	4
69	в себе	4	4
70	в связи	2	4
71	так и	5	4
72	не является	3	4
73	хотя бы	4	4
74	и с	17	4
75	с его	2	3
76	в частности	2	3
77	никогда не	5	3
78	на ее	3	3
79	в них	5	3
80	то ни	3	3
81	следует что	2	3
82	в какой	2	3
83	на них	3	3
84	в нем	15	3
85	далеко не	5	3
86	на то	2	3
87	и к	3	3
88	тем не	3	3
89	в ее	4	3
90	как и	7	3
91	в начале	2	3
92	чем в	2	3
93	все что	3	3
94	одной стороны	3	3
95	было бы	8	3
96	конечно не	5	3
97	как бы	22	3
98	отношению к	19	3
99	в целом	3	3
100	приводит к	3	3
101	дело с	6	3
102	не может	27	3
103	с одной	3	3
104	в двух	2	3
105	что не	4	3
106	с точки	6	3
107	столь же	2	3
108	и даже	3	3
109	не имеет	9	3
110	в других	4	3
111	одной из	3	3
112	мы можем	6	3
113	говорить о	3	3
114	не знает	3	3
115	же самое	2	3
116	и этим	6	3
117	ничего не	6	3
118	том как	2	3
119	в основе	5	2
120	ни было	3	2
121	себя и	3	2
122	конечном счете	4	2
123	как в	4	2
124	это не	5	2
125	и все	3	2
126	не могут	2	2
127	для понимания	2	2
128	а как	3	2
129	к своему	2	2
130	отличие от	5	2
131	по существу	2	2
132	она не	2	2
133	бы то	3	2
134	в пределах	6	2
135	только как	6	2
136	совершенно не	7	2
137	за пределы	12	2
138	и о	5	2
139	известной степени	4	2
140	в конечном	4	2
141	и он	2	2
142	между ними	4	2
143	в котором	2	2
144	должен быть	2	2
145	не с	4	2
146	во всех	11	2
147	в их	10	2
148	как мы	7	2
149	другой стороны	4	2
150	его не	2	2
151	в известной	3	2
152	бы не	2	2
153	отношения к	6	2
154	не было	2	2
155	этом отношении	2	2
156	человека в	2	2
157	в мире	3	2
158	из которых	2	2
159	какой мере	2	2
160	с другими	3	2
161	положение вещей	2	2
162	в таком	3	2
163	можно было	4	2
164	в своих	2	2
165	и на	3	2
166	между тем	7	2
167	и во	2	2
168	нуждается в	2	2
169	и ее	2	2
170	в другом	2	2
171	является конечно	2	2
172	и это	3	2
173	что эта	2	2
174	здесь не	4	2
175	в области	11	2
176	в виду	4	2
