N	2gram	Trubetskoy_1	Problema
1	то что	18	42
2	вовсе не	2	35
3	то есть	2	33
4	и в	23	32
5	и не	8	31
6	не есть	2	29
7	не менее	7	19
8	в этом	12	19
9	тем не	4	18
10	не только	7	17
11	потому что	9	16
12	в виде	4	15
13	в себе	5	15
14	как бы	10	14
15	может быть	16	14
16	у нас	3	14
17	но в	4	14
18	в нем	3	13
19	что мы	4	13
20	при помощи	3	13
21	что в	8	12
22	том что	19	12
23	так и	10	12
24	также и	2	11
25	о том	7	11
26	так как	7	11
27	если мы	4	11
28	ничего общего	3	11
29	то же	4	10
30	прежде всего	3	10
31	в этой	6	10
32	отнюдь не	2	10
33	но не	2	9
34	в том	30	9
35	это есть	4	9
36	но и	9	9
37	и что	8	9
38	так же	8	9
39	по своему	5	9
40	еще не	5	9
41	что же	2	9
42	того чтобы	8	9
43	то с	2	9
44	в таком	4	9
45	в данном	3	9
46	и это	3	9
47	на то	9	8
48	данном случае	3	8
49	не может	17	8
50	все эти	19	8
51	и на	6	8
52	было бы	3	8
53	общего с	2	8
54	для того	8	8
55	и ее	2	8
56	никогда не	4	7
57	между собою	5	7
58	все это	11	7
59	того что	6	7
60	всех этих	4	7
61	в них	2	7
62	и все	7	7
63	что он	7	7
64	во всех	10	7
65	как мы	2	7
66	во всяком	2	7
67	только в	6	7
68	в конце	4	6
69	так что	5	6
70	при этом	9	6
71	в самом	8	6
72	и если	6	6
73	хотя и	4	6
74	в виду	2	6
75	то и	2	6
76	таким образом	31	6
77	это не	3	6
78	но как	2	6
79	говорить о	2	6
80	и то	4	6
81	его в	5	6
82	в то	6	6
83	совершенно не	3	6
84	в его	5	6
85	на самом	7	6
86	самом деле	12	6
87	можно ли	2	5
88	в своем	10	5
89	для нас	3	5
90	есть в	2	5
91	мы уже	4	5
92	в котором	2	5
93	мы должны	4	5
94	в сознании	6	5
95	с тем	2	5
96	то в	2	5
97	тем более	3	5
98	связи с	4	5
99	далеко не	5	5
100	именно в	5	4
101	тому что	2	4
102	чем больше	4	4
103	не в	8	4
104	в дальнейшем	2	4
105	мы и	2	4
106	только то	2	4
107	на том	2	4
108	мы говорили	7	4
109	в их	4	4
110	и только	2	4
111	не было	2	4
112	в одно	2	4
113	а в	3	4
114	их в	2	4
115	в истории	3	4
116	конце концов	4	4
117	с которыми	2	4
118	если бы	8	4
119	даже если	2	4
120	тем самым	3	4
121	и для	6	4
122	мы можем	6	4
123	в связи	3	4
124	и вообще	3	4
125	что это	5	3
126	в этих	3	3
127	с другой	6	3
128	что все	5	3
129	а наоборот	3	3
130	что его	4	3
131	но все	5	3
132	что они	2	3
133	более или	7	3
134	несмотря на	6	3
135	но для	2	3
136	всяком случае	2	3
137	в настоящее	2	3
138	хотя бы	4	3
139	и уже	2	3
140	другими словами	2	3
141	из них	5	3
142	другой стороны	5	3
143	для этого	7	3
144	что оно	3	3
145	в самой	2	3
146	в которых	2	3
147	с этим	11	3
148	точки зрения	13	3
149	настоящее время	2	3
150	с ним	6	3
151	однако это	2	3
152	уже и	3	3
153	только не	2	3
154	по этому	2	3
155	для себя	2	3
156	же касается	2	3
157	в жизни	3	3
158	ясно что	8	3
159	о которых	6	3
160	как и	9	3
161	сейчас же	3	3
162	того же	9	3
163	до сих	8	3
164	к тому	8	3
165	он не	3	3
166	быть и	5	3
167	сих пор	8	3
168	или менее	7	3
169	к нему	2	3
170	с точки	8	3
171	очень много	3	3
172	как будто	5	3
173	которые не	3	3
174	что их	3	2
175	не могут	4	2
176	мы будем	3	2
177	же как	3	2
178	что если	3	2
179	в общей	2	2
180	одного и	3	2
181	этом случае	4	2
182	не стоит	2	2
183	оказывается что	5	2
184	для него	2	2
185	но если	2	2
186	указывают на	3	2
187	так или	5	2
188	на этой	2	2
189	и до	3	2
190	образом и	2	2
191	а потому	5	2
192	этой области	4	2
193	которых мы	3	2
194	должно быть	4	2
195	по его	2	2
196	что для	4	2
197	в результате	9	2
198	и с	5	2
199	эти последние	2	2
200	знаем что	8	2
201	одно из	3	2
202	из этих	8	2
203	не очень	2	2
204	как для	3	2
205	между тем	12	2
206	говорили выше	5	2
207	говорить что	3	2
208	он должен	2	2
209	и так	2	2
210	конечно в	2	2
211	на первый	2	2
212	и того	3	2
213	по существу	6	2
214	и при	6	2
215	она не	2	2
216	и может	3	2
217	в сущности	2	2
218	между прочим	2	2
219	во внимание	2	2
220	и потому	3	2
221	гораздо больше	3	2
222	и особенно	2	2
223	гораздо более	2	2
224	не будет	5	2
225	вместе с	6	2
226	только что	3	2
227	а это	2	2
228	или иначе	5	2
229	на одном	2	2
230	все прочие	4	2
231	представление об	4	2
232	не потому	2	2
233	в которой	5	2
234	в области	4	2
235	не то	3	2
236	в эту	2	2
