N	2gram	Vinokur_St_3	Myslijsy
1	потому что	5	46
2	то есть	2	34
3	в том	20	32
4	и в	25	30
5	может быть	19	28
6	то же	5	23
7	не только	12	21
8	только в	6	21
9	но и	9	19
10	том что	15	18
11	то что	12	18
12	того что	5	18
13	что в	19	17
14	не в	6	15
15	и не	10	15
16	а не	5	15
17	таким образом	10	14
18	так как	3	13
19	вместе с	2	12
20	а в	6	12
21	если бы	4	12
22	этого слова	2	11
23	так и	5	11
24	как и	4	10
25	как в	6	10
26	и что	3	10
27	в этом	24	10
28	в то	7	10
29	из этих	6	9
30	только тогда	2	9
31	для него	3	9
32	было бы	7	9
33	мы не	2	9
34	между тем	6	9
35	тогда когда	2	9
36	в самом	2	8
37	от того	2	8
38	в ней	4	8
39	что не	2	8
40	только что	2	8
41	что мы	3	8
42	с другой	5	7
43	вовсе не	2	7
44	к тому	2	7
45	как мы	2	7
46	так что	11	7
47	с тем	4	7
48	но не	2	7
49	в языке	8	7
50	с одной	2	7
51	тем что	19	7
52	а потому	2	6
53	что он	19	6
54	но это	4	6
55	с этим	7	6
56	например в	4	6
57	между собою	2	6
58	то и	2	6
59	не может	7	6
60	уже не	3	6
61	не имеет	2	6
62	уже в	3	5
63	одно из	2	5
64	независимо от	5	5
65	в них	5	5
66	по крайней	4	5
67	в каком	4	5
68	же время	3	5
69	еще не	2	5
70	крайней мере	4	5
71	и тем	4	5
72	не менее	2	5
73	по тому	2	5
74	как на	6	5
75	сказать что	4	5
76	и т	8	5
77	что я	3	5
78	к ней	4	5
79	что это	16	4
80	это слово	3	4
81	этот образ	2	4
82	что именно	2	4
83	в смысле	4	4
84	все это	8	4
85	то время	4	4
86	в его	12	4
87	относится к	4	4
88	себя и	2	4
89	была бы	4	4
90	в котором	5	4
91	тем более	3	4
92	один из	2	4
93	другой стороны	5	4
94	на это	2	4
95	и его	3	4
96	он не	5	4
97	не было	4	4
98	для того	2	4
99	и по	2	4
100	что для	3	4
101	и это	5	4
102	в каждой	2	4
103	слово в	2	4
104	место в	6	3
105	могут быть	2	3
106	тому что	3	3
107	прежде всего	10	3
108	что все	3	3
109	к этому	3	3
110	связь с	4	3
111	я и	3	3
112	тем не	2	3
113	есть в	2	3
114	в последнем	2	3
115	в свою	2	3
116	такое же	2	3
117	до сих	2	3
118	можно сказать	4	3
119	одной стороны	3	3
120	и может	2	3
121	как бы	6	3
122	в целом	4	3
123	со стороны	3	3
124	в словах	3	3
125	и тогда	2	3
126	том смысле	2	3
127	т д	2	3
128	к нему	4	3
129	нельзя сказать	3	3
130	или в	2	3
131	в каждом	4	3
132	и на	6	3
133	говорить о	3	3
134	в начале	4	3
135	здесь только	2	3
136	ответ на	5	3
137	заметить что	2	3
138	в чем	4	3
139	в которой	4	3
140	это было	8	3
141	сих пор	2	3
142	во многом	2	2
143	во время	3	2
144	но все	2	2
145	каждый раз	2	2
146	об этом	5	2
147	связи с	3	2
148	от нее	3	2
149	в какой	3	2
150	не столько	2	2
151	не как	2	2
152	это в	4	2
153	а как	4	2
154	показывает что	3	2
155	его к	2	2
156	на то	5	2
157	от них	2	2
158	отношение к	4	2
159	одной из	2	2
160	на котором	2	2
161	мы видим	4	2
162	в этой	14	2
163	что они	2	2
164	но как	2	2
165	как о	2	2
166	у него	9	2
167	и тот	2	2
168	несмотря на	3	2
169	и если	3	2
170	к слову	2	2
171	на его	4	2
172	в речи	4	2
173	он говорит	4	2
174	том чтобы	2	2
175	в новом	2	2
176	все же	4	2
177	в своей	4	2
178	в их	3	2
179	в форме	2	2
180	т п	6	2
181	в виде	3	2
182	а с	2	2
183	этом отношении	4	2
184	быть не	2	2
185	которого в	2	2
186	самом деле	2	2
187	в системе	3	2
188	что такое	7	2
189	и наконец	3	2
190	я думаю	2	2
191	той же	2	2
192	в которых	2	2
193	что по	3	2
194	с этой	3	2
195	ни в	5	2
196	точки зрения	7	2
197	то он	2	2
198	о том	8	2
199	что эта	2	2
200	так сказать	2	2
201	в области	6	2
202	и с	4	2
