N	2gram	Bakhtin_Pr_3	VLabPisa
1	таким образом	6	27
2	в этом	8	26
3	и в	53	25
4	не только	4	22
5	во сне	5	21
6	может быть	12	21
7	хотя бы	2	20
8	и не	15	19
9	не может	2	17
10	в его	8	15
11	прежде всего	15	13
12	в том	14	13
13	все это	8	12
14	как это	2	12
15	вот что	2	11
16	с другой	2	11
17	из них	4	11
18	о том	2	10
19	к этому	4	9
20	что в	2	9
21	и др	14	9
22	но и	7	9
23	то же	6	9
24	все эти	9	8
25	могут быть	4	8
26	как и	11	7
27	том что	5	7
28	было бы	5	7
29	говорит о	2	7
30	во всех	12	7
31	вместе с	2	7
32	по отношению	2	7
33	не было	4	7
34	а не	11	7
35	это не	6	6
36	в себе	5	6
37	идеи и	3	6
38	то что	9	6
39	более или	3	6
40	главным образом	3	6
41	в нем	10	6
42	в зависимости	2	6
43	так и	6	6
44	или менее	3	6
45	и его	10	6
46	их в	2	6
47	между тем	2	6
48	в то	5	6
49	же время	5	5
50	зависимости от	2	5
51	действительности и	2	5
52	одним из	3	5
53	как бы	14	5
54	один из	6	5
55	в их	2	5
56	на основе	2	5
57	сказать что	10	5
58	только в	4	5
59	не в	2	5
60	никогда не	2	4
61	перед нами	5	4
62	что он	4	4
63	с его	2	4
64	можно сказать	8	4
65	в ее	3	4
66	одна из	7	4
67	в своей	3	4
68	в самом	2	4
69	образов и	4	4
70	в них	2	4
71	в связи	2	4
72	жорж санд	2	4
73	и к	5	3
74	и ее	6	3
75	даже и	2	3
76	и от	3	3
77	или меньшей	3	3
78	в конце	3	3
79	человека и	7	3
80	по существу	5	3
81	мы видели	2	3
82	видели что	2	3
83	в творчестве	8	3
84	большей или	3	3
85	с этим	2	3
86	например в	5	3
87	художественных образов	2	3
88	далеко не	2	3
89	его в	2	3
90	что и	3	3
91	жизни и	9	3
92	и их	2	3
93	ее в	3	3
94	всех других	2	3
95	именно в	2	3
96	образом в	2	3
97	и по	3	3
98	точки зрения	4	3
99	др в	2	3
100	например у	3	2
101	не менее	3	2
102	том числе	11	2
103	он сам	4	2
104	в каждом	4	2
105	например как	2	2
106	на время	2	2
107	связана с	2	2
108	и образов	2	2
109	мира и	2	2
110	формы и	3	2
111	в жизни	8	2
112	вовсе не	3	2
113	и заключается	2	2
114	а затем	4	2
115	до сих	5	2
116	и потому	5	2
117	но не	5	2
118	как у	5	2
119	они и	2	2
120	числе и	10	2
121	так например	2	2
122	еще не	5	2
123	в большей	2	2
124	одной из	4	2
125	его произведений	3	2
126	подчеркнуть что	3	2
127	меньшей степени	2	2
128	на язык	4	2
129	в ней	7	2
130	и даже	2	2
131	идеи в	2	2
132	мы наблюдаем	3	2
133	но к	3	2
134	сих пор	5	2
135	до нас	2	2
136	во всей	4	2
137	а в	2	2
138	в особенности	2	2
139	много и	3	2
140	начиная с	3	2
141	и через	3	2
142	при всей	2	2
143	достоевского и	6	2
144	человека в	3	2
145	между ними	2	2
146	и для	4	2
147	отметить что	2	2
148	с другими	3	2
149	в своих	2	2
150	также и	4	2
151	хотя и	4	2
152	не о	2	2
153	он в	2	2
154	ума и	2	2
155	он не	3	2
156	они не	3	2
157	говорить о	2	2
158	как он	2	2
159	в образе	3	2
160	в которой	2	2
161	в области	3	2
162	нет ни	2	2
163	в сознании	2	2
164	но в	5	2
165	а для	2	2
