N	2gram	Potebnia_M_1	Dialekti
1	не есть	10	40
2	и не	18	30
3	и есть	2	19
4	а не	21	18
5	может быть	27	17
6	и т	6	17
7	то что	10	16
8	и в	39	15
9	т д	4	15
10	стало быть	2	15
11	как бы	6	14
12	не имеет	5	14
13	так как	21	14
14	точки зрения	8	14
15	что это	3	13
16	того что	8	13
17	по себе	10	13
18	это не	7	12
19	прежде всего	4	11
20	в том	26	11
21	не может	22	11
22	и все	3	11
23	в этом	15	11
24	с ее	2	10
25	потому что	52	10
26	том что	16	10
27	было бы	12	9
28	в виду	2	9
29	мы не	10	9
30	и что	10	9
31	то же	6	9
32	уже не	2	9
33	с точки	3	9
34	не в	15	8
35	что иное	2	8
36	иное как	2	8
37	не что	2	8
38	в себе	13	8
39	и о	2	8
40	не только	21	8
41	и это	3	8
42	что в	22	7
43	что именно	2	7
44	крайней мере	2	7
45	должна быть	3	7
46	что оно	2	7
47	что мы	4	7
48	по крайней	2	7
49	он есть	2	7
50	как и	9	7
51	и его	5	7
52	или в	2	7
53	и вообще	3	7
54	только в	25	7
55	так что	16	6
56	же время	4	6
57	хотя и	3	6
58	и тем	3	6
59	и даже	4	6
60	сказать что	3	6
61	вовсе не	5	6
62	если бы	14	6
63	тем более	2	6
64	в то	4	6
65	что и	6	6
66	нет ничего	2	6
67	сама по	3	5
68	так и	13	5
69	в своем	3	5
70	на то	2	5
71	того чтобы	2	5
72	в ней	7	5
73	но если	2	5
74	на себе	2	5
75	в нем	20	5
76	таким образом	13	5
77	о том	2	5
78	тогда когда	9	5
79	в жизни	3	5
80	и объекта	4	5
81	есть не	2	5
82	субъекта и	4	5
83	то в	5	5
84	в смысле	4	5
85	в сущности	2	5
86	только тогда	5	5
87	если мы	3	5
88	для того	3	5
89	и для	5	5
90	той же	3	5
91	в каком	6	5
92	бы только	2	4
93	что все	3	4
94	и как	6	4
95	но это	5	4
96	в этой	3	4
97	есть в	2	4
98	жизни и	2	4
99	но и	20	4
100	так же	5	4
101	само по	4	4
102	и с	3	4
103	мы должны	3	4
104	бытия и	3	4
105	в одном	8	4
106	с тем	5	4
107	этом смысле	4	4
108	мы видим	4	4
109	то ни	3	4
110	ничего общего	2	4
111	она не	3	4
112	еще не	6	4
113	в течение	2	4
114	бы в	4	4
115	должны быть	7	4
116	хотя бы	2	4
117	тому как	4	4
118	в его	5	4
119	подобно тому	3	4
120	только для	3	3
121	что если	3	3
122	в собственном	2	3
123	оно и	3	3
124	тем самым	4	3
125	в свою	4	3
126	и если	2	3
127	и той	3	3
128	для всех	5	3
129	и следовательно	2	3
130	в словах	3	3
131	в их	2	3
132	свободы и	3	3
133	есть только	11	3
134	с этим	7	3
135	даже и	2	3
136	известно что	2	3
137	в истории	7	3
138	то на	4	3
139	с ним	3	3
140	это будет	2	3
141	но в	9	3
142	только не	2	3
143	в один	2	3
144	от нее	6	3
145	возможно только	5	3
146	у нас	2	3
147	только потому	3	3
148	за пределы	2	3
149	в своей	3	3
150	и потому	5	3
151	со стороны	8	3
152	при помощи	2	3
153	в природе	6	3
154	как в	10	3
155	на основании	2	3
156	одной и	3	3
157	что не	10	3
158	и притом	4	3
159	в сравнении	3	3
160	и необходимости	4	3
161	и то	3	3
162	то мы	2	3
163	мы можем	2	3
164	могут быть	9	3
165	от него	4	3
166	самостоятельности и	2	2
167	не менее	6	2
168	не могут	4	2
169	в человеке	10	2
170	прежде чем	3	2
171	мы будем	2	2
172	чувства и	13	2
173	и без	3	2
174	с этой	2	2
175	из этих	4	2
176	точно так	11	2
177	на все	2	2
178	вопрос о	4	2
179	по законам	2	2
180	показывает что	3	2
181	что человек	5	2
182	что на	6	2
183	но все	2	2
184	заключается в	3	2
185	свою очередь	4	2
186	и может	2	2
187	при этом	6	2
188	мог бы	2	2
189	в самом	3	2
190	которые мы	5	2
191	никогда не	4	2
192	не видно	5	2
193	и их	3	2
194	не по	4	2
195	есть нечто	4	2
196	другой стороны	5	2
197	то и	7	2
198	для этого	2	2
199	и только	2	2
200	быть не	4	2
201	в разных	2	2
202	не было	4	2
203	от того	4	2
204	во внимание	3	2
205	не мог	3	2
206	и по	6	2
207	должно быть	7	2
208	когда уже	2	2
209	между собою	6	2
210	но как	3	2
211	на что	2	2
212	во всем	4	2
213	что даже	2	2
214	том как	3	2
215	а как	2	2
216	нисколько не	2	2
217	по общему	2	2
218	однако в	4	2
219	при таком	4	2
220	в них	3	2
221	и во	3	2
222	в понятии	2	2
223	думать что	3	2
224	история и	2	2
225	все же	6	2
226	не будет	2	2
227	все что	2	2
228	бы ни	4	2
229	никто не	3	2
230	ни одна	2	2
231	никак не	2	2
232	для нее	2	2
233	оно не	3	2
234	тем не	6	2
235	во всех	5	2
236	вместе с	8	2
237	что же	2	2
238	бы не	6	2
239	того как	6	2
240	только что	2	2
241	сравнении с	2	2
242	что по	3	2
243	во всяком	3	2
244	тем что	9	2
245	и при	3	2
246	и необходимость	2	2
247	как будто	2	2
248	и другое	3	2
249	познания и	2	2
250	в которой	2	2
251	не имеем	2	2
252	не могли	2	2
253	есть понятие	2	2
