N	2gram	Propp_Isto_5	Literetu
1	и не	11	22
2	и в	25	16
3	не только	13	14
4	но и	13	14
5	в этом	10	14
6	а не	2	12
7	то что	7	12
8	может быть	17	12
9	в том	6	12
10	в частности	7	11
11	не в	6	10
12	то же	4	9
13	того что	2	9
14	в то	3	9
15	том что	8	8
16	не может	6	8
17	в этой	3	8
18	как бы	2	8
19	в своей	2	7
20	себя в	6	7
21	со стороны	2	7
22	точки зрения	2	7
23	только в	7	7
24	с другой	9	6
25	еще не	8	6
26	в его	12	6
27	и его	9	6
28	о том	7	6
29	в качестве	7	5
30	это не	6	5
31	что он	22	5
32	в ее	4	5
33	как и	7	5
34	в целом	3	5
35	вместе с	22	5
36	как в	6	5
37	а именно	4	5
38	а в	3	5
39	но не	5	4
40	никогда не	3	4
41	даже в	2	4
42	по существу	2	4
43	как у	2	4
44	одной стороны	7	4
45	и для	2	4
46	одним из	2	4
47	отношению к	2	4
48	из них	2	4
49	данном случае	2	4
50	по отношению	2	4
51	входит в	5	4
52	с одной	7	4
53	в данном	3	4
54	все еще	4	3
55	прежде всего	6	3
56	а затем	7	3
57	и как	3	3
58	то в	2	3
59	о чем	2	3
60	совершенно не	2	3
61	например в	5	3
62	еще в	2	3
63	и тем	4	3
64	но уже	3	3
65	жизни и	2	3
66	уже не	11	3
67	самом деле	2	3
68	на смену	4	3
69	потому что	7	3
70	обратим внимание	2	3
71	там где	6	3
72	что в	8	2
73	не менее	4	2
74	если бы	2	2
75	что у	4	2
76	с этой	2	2
77	не как	4	2
78	к этому	2	2
79	не всегда	4	2
80	вопрос о	2	2
81	со своими	2	2
82	по себе	2	2
83	и вместе	2	2
84	на то	2	2
85	в нем	7	2
86	же в	2	2
87	и при	2	2
88	связи с	8	2
89	а на	2	2
90	того же	2	2
91	в свою	3	2
92	можно сказать	2	2
93	и сам	2	2
94	несмотря на	2	2
95	во всех	2	2
96	как таковое	2	2
97	от себя	2	2
98	том чтобы	2	2
99	о нем	3	2
100	герой в	4	2
101	один из	2	2
102	еще один	2	2
103	то это	3	2
104	что и	6	2
105	все же	10	2
106	когда он	2	2
107	время в	2	2
108	с ней	2	2
109	как мы	5	2
110	так же	5	2
111	если не	4	2
112	человека в	3	2
113	того чтобы	3	2
114	для того	3	2
115	другой стороны	8	2
116	и на	8	2
117	мы и	2	2
118	и с	3	2
119	тем что	10	2
120	на себя	3	2
121	представляет собой	7	2
122	за ним	4	2
123	чтобы он	2	2
124	его в	9	2
125	и потому	2	2
126	здесь как	2	2
127	ее в	2	2
