N	2gram	Voloshinov_1	Marksizm
1	точки зрения	10	34
2	может быть	13	26
3	и не	14	26
4	не может	12	24
5	с точки	5	20
6	и в	38	19
7	и его	7	19
8	идеологический знак	2	17
9	таким образом	7	17
10	в этом	10	16
11	как бы	28	15
12	языка в	2	14
13	в процессе	6	14
14	прежде всего	21	13
15	языка и	4	13
16	как мы	9	13
17	как и	10	12
18	социального общения	14	12
19	и пр	4	12
20	так и	6	11
21	если мы	4	11
22	и для	3	11
23	связи с	3	11
24	в самом	4	10
25	в нем	4	10
26	в слове	3	10
27	и т.п	21	10
28	самом деле	4	10
29	для него	3	9
30	лишь в	4	9
31	внутренняя речь	5	9
32	внутренней речи	18	9
33	только в	6	9
34	при этом	9	8
35	но и	13	8
36	о языке	2	8
37	друг друга	2	8
38	не только	27	8
39	все же	7	8
40	то что	8	8
41	сих пор	2	8
42	в связи	2	7
43	все эти	2	7
44	так же	4	7
45	но в	5	7
46	в ее	3	7
47	во всех	6	7
48	то же	14	7
49	а не	6	7
50	слова как	2	7
51	с помощью	6	6
52	в том	2	6
53	кроме того	2	6
54	и здесь	3	6
55	отнюдь не	10	6
56	в его	6	6
57	мы не	9	6
58	так сказать	4	6
59	ничего не	8	6
60	в конце	6	5
61	не в	6	5
62	общения и	4	5
63	конечно не	3	5
64	те же	4	5
65	в начале	3	5
66	и потому	2	5
67	и все	4	5
68	к этому	2	5
69	вовсе не	2	5
70	необходимо чтобы	3	5
71	знак и	2	5
72	того чтобы	7	5
73	хотя бы	18	5
74	этот вопрос	2	5
75	может стать	2	5
76	ясно что	2	5
77	самого начала	4	4
78	в отношении	2	4
79	вопрос о	2	4
80	с самого	4	4
81	в ней	8	4
82	не является	5	4
83	от того	3	4
84	слово как	7	4
85	здесь мы	3	4
86	а в	5	4
87	и на	6	4
88	тот же	2	4
89	сказать что	3	4
90	с этим	2	4
91	отражает и	2	4
92	еще не	3	4
93	было бы	7	4
94	нет и	3	4
95	не будет	3	4
96	что же	8	4
97	как в	2	4
98	только на	3	4
99	язык в	6	4
100	для того	9	4
101	и эта	3	4
102	между ними	3	4
103	речевого взаимодействия	7	4
104	выражение в	3	4
105	внутренней жизни	3	4
106	место в	2	3
107	этом отношении	2	3
108	в какой	2	3
109	и от	7	3
110	или иной	4	3
111	можно сказать	4	3
112	войти в	2	3
113	и как	9	3
114	в дальнейшем	2	3
115	же время	7	3
116	понимания и	2	3
117	материальной действительности	3	3
118	социальной среде	2	3
119	в котором	3	3
120	из них	3	3
121	этот процесс	2	3
122	все это	4	3
123	не было	2	3
124	конце концов	3	3
125	того что	4	3
126	в материале	2	3
127	с другими	2	3
128	между тем	3	3
129	нуждается в	2	3
130	для каждого	2	3
131	в то	9	3
132	же самое	5	3
133	его в	4	3
134	нет ничего	2	3
135	общения в	4	3
136	слово в	2	3
137	не существует	4	3
138	смысле этого	2	3
139	в каком	2	3
140	и к	4	3
141	этом случае	3	3
142	том что	3	3
143	и при	2	3
144	речевого общения	8	3
145	социальной жизни	2	3
146	мы должны	10	3
147	одной из	2	3
148	совершенно не	3	3
149	мы говорили	2	3
150	он не	2	3
151	в своей	2	3
152	целый ряд	3	3
153	на самом	3	3
154	и следовательно	5	3
155	не становится	3	3
156	но все	4	3
157	речи и	6	3
158	между двумя	2	3
159	слова и	5	3
160	и это	7	3
161	в которой	7	3
162	в области	5	3
163	от переживания	3	2
164	зависит от	2	2
165	независимо от	5	2
166	этом конечно	2	2
167	в частности	3	2
168	никогда не	7	2
169	тому что	5	2
170	точку зрения	3	2
171	становится знаком	3	2
172	к данной	4	2
173	одной и	2	2
174	слова но	3	2
175	словом и	3	2
176	нам придется	2	2
177	связаны с	4	2
178	свою очередь	4	2
179	иными словами	2	2
180	является знаком	2	2
181	связь и	3	2
182	в свою	6	2
183	и той	5	2
184	но для	3	2
185	для всех	2	2
186	и является	5	2
187	данной группы	2	2
188	в виду	3	2
189	себе и	2	2
190	подойти к	2	2
191	в нашем	5	2
192	быть понято	2	2
193	и сознание	2	2
194	точкой зрения	5	2
195	жизни и	3	2
196	в первой	2	2
197	и их	5	2
198	идеологическими знаками	2	2
199	от их	2	2
200	со всех	2	2
201	язык и	9	2
202	может получить	2	2
203	не просто	2	2
204	ситуации и	9	2
205	и даже	3	2
206	речь и	4	2
207	должно быть	2	2
208	можно было	4	2
209	в своих	2	2
210	ведь в	3	2
211	допустим что	2	2
212	орудием производства	2	2
213	о том	4	2
214	так как	7	2
215	бы в	5	2
216	свое выражение	2	2
217	здесь происходит	2	2
218	в сознании	3	2
219	и с	5	2
220	в основе	2	2
221	ни к	2	2
222	или хотя	2	2
223	для них	2	2
224	если бы	4	2
225	в какой-то	2	2
226	между собой	2	2
227	жизненной идеологии	4	2
228	но при	3	2
229	если он	3	2
230	что он	2	2
231	в себе	9	2
232	что язык	5	2
233	у нас	4	2
234	зависимости от	5	2
235	в качестве	4	2
236	другими словами	7	2
237	в данной	3	2
238	мы уже	10	2
239	к тому	4	2
240	потребления можно	2	2
241	этого слова	3	2
242	переживания и	2	2
243	что и	3	2
244	бы и	2	2
245	и всего	2	2
246	человека в	2	2
247	к своему	4	2
248	из которых	3	2
249	что такое	4	2
250	в социальной	3	2
251	и он	2	2
252	и слушающего	4	2
253	той же	5	2
254	говорящего и	6	2
255	или в	2	2
256	то мы	3	2
257	мы можем	7	2
258	тем что	2	2
259	круг предметов	3	2
260	и вообще	2	2
261	глаза и	2	2
262	не знает	3	2
263	и т.д	21	2
264	общества и	3	2
265	как с	2	2
