N	2gram	Bakhtin_sl_1	FransuaR
1	и в	41	49
2	то есть	26	32
3	прежде всего	8	19
4	в его	13	18
5	не только	16	17
6	и его	14	17
7	и на	14	17
8	и не	16	15
9	в этом	12	15
10	в них	6	13
11	только в	6	13
12	но и	16	13
13	как и	4	11
14	как бы	12	11
15	вовсе не	7	10
16	все это	5	9
17	в романе	21	9
18	для него	3	9
19	и др	14	9
20	в нем	30	9
21	в сущности	13	8
22	отношение к	7	8
23	все же	7	7
24	один из	4	7
25	не может	14	7
26	таким образом	9	7
27	то же	14	7
28	все эти	9	7
29	как мы	8	7
30	на протяжении	2	7
31	именно в	3	6
32	xviii века	2	6
33	в истории	3	6
34	же время	12	6
35	здесь в	4	6
36	мы уже	2	6
37	во всех	17	6
38	так и	11	6
39	у рабле	3	6
40	рядом с	4	6
41	сказать что	2	6
42	и с	4	6
43	но он	2	6
44	точки зрения	16	6
45	в то	14	6
46	так как	3	6
47	с его	4	5
48	никогда не	3	5
49	в своем	3	5
50	из этих	3	5
51	выражение в	3	5
52	пародии на	2	5
53	но не	2	5
54	при этом	6	5
55	может быть	14	5
56	в основном	3	5
57	и потому	4	5
58	в своей	7	5
59	в особенности	8	5
60	с точки	8	5
61	роль в	2	5
62	в эту	2	5
63	в духе	2	4
64	с другой	5	4
65	и во	3	4
66	и к	5	4
67	в себе	3	4
68	том что	2	4
69	одна из	2	4
70	и чисто	3	4
71	и о	2	4
72	в свое	3	4
73	в этих	2	4
74	сих пор	2	4
75	до сих	2	4
76	в известной	2	4
77	не было	3	4
78	а в	6	4
79	лишь в	4	4
80	там где	4	4
81	с ним	7	4
82	но в	8	4
83	связана с	2	3
84	всех этих	4	3
85	с одной	4	3
86	но здесь	3	3
87	в одном	2	3
88	на все	2	3
89	в ее	2	3
90	в том	3	3
91	большей или	4	3
92	но именно	4	3
93	в большей	3	3
94	связанных с	4	3
95	одной стороны	4	3
96	было бы	3	3
97	из них	3	3
98	в самом	5	3
99	меньшей степени	4	3
100	наконец в	2	3
101	даже в	2	3
102	точка зрения	8	3
103	с ее	4	3
104	но эти	3	3
105	связь с	2	3
106	другой стороны	4	3
107	и все	4	3
108	и других	3	3
109	к нему	5	3
110	можно было	2	3
111	или меньшей	4	3
112	так в	2	3
113	также и	3	3
114	и вообще	2	3
115	далеко не	5	3
116	о том	3	3
117	в плане	6	3
118	одного из	2	2
119	смысла и	3	2
120	автора и	4	2
121	связи с	2	2
122	не были	3	2
123	для них	2	2
124	на фоне	7	2
125	могут быть	19	2
126	перестает быть	2	2
127	за пределы	4	2
128	в качестве	3	2
129	характерно что	2	2
130	точку зрения	3	2
131	зрения на	7	2
132	формах и	3	2
133	в смысле	4	2
134	для понимания	2	2
135	в условиях	2	2
136	можно сказать	2	2
137	эти жанры	2	2
138	и эти	2	2
139	в отношении	6	2
140	есть для	2	2
141	по существу	3	2
142	лишь как	3	2
143	мы сказали	4	2
144	что они	2	2
145	связанные с	3	2
146	ничего не	4	2
147	до конца	12	2
148	в пределах	14	2
149	еще не	4	2
150	совершенно не	2	2
151	такого рода	2	2
152	одним из	4	2
153	у него	3	2
154	хотя и	2	2
155	в ней	4	2
156	в него	3	2
157	речь и	3	2
158	в понимании	3	2
159	по преимуществу	4	2
160	в их	4	2
161	форм и	3	2
162	на самом	2	2
163	и эта	2	2
164	и даже	6	2
165	так же	2	2
166	во всяком	7	2
167	одной из	3	2
168	и следовательно	7	2
169	на его	8	2
170	как к	2	2
171	в другом	2	2
172	пределах одной	2	2
173	здесь не	2	2
174	на мир	4	2
175	пародию на	2	2
176	всяком случае	5	2
177	свое произведение	2	2
