N	2gram	Tiupa_Disk_2	Komedia
1	и в	16	26
2	и не	15	14
3	так и	9	12
4	и его	3	12
5	в том	8	11
6	может быть	16	11
7	но и	11	10
8	в этом	16	10
9	что в	5	9
10	столь же	3	9
11	том что	10	9
12	вместе с	2	9
13	и на	5	7
14	из них	3	7
15	не только	10	7
16	что и	2	7
17	в своем	5	6
18	то что	5	6
19	еще не	6	6
20	в нем	7	6
21	потому что	4	6
22	в то	5	6
23	о том	4	6
24	с его	6	5
25	к этому	4	5
26	что он	2	5
27	в качестве	16	5
28	ни в	7	5
29	и с	2	5
30	место в	2	4
31	не менее	7	4
32	в частности	12	4
33	восходит к	3	4
34	в этих	3	4
35	в них	3	4
36	прежде всего	7	4
37	из этих	3	4
38	как и	16	4
39	в целом	2	4
40	как будто	3	4
41	с их	2	4
42	в его	3	4
43	еще в	3	4
44	мира в	3	4
45	все же	6	4
46	и для	2	4
47	более чем	2	4
48	точки зрения	4	4
49	только в	3	4
50	его в	3	4
51	между тем	2	4
52	о чем	2	3
53	в период	4	3
54	что на	2	3
55	жизни и	3	3
56	отношению к	4	3
57	но не	7	3
58	того же	2	3
59	же время	5	3
60	здесь в	3	3
61	первую очередь	2	3
62	например в	3	3
63	в первую	2	3
64	интерес к	2	3
65	в обоих	2	3
66	в ней	2	3
67	в котором	3	3
68	себя в	6	3
69	в своей	6	3
70	все это	2	3
71	по отношению	4	3
72	к их	2	3
73	той же	2	3
74	то же	6	3
75	не было	3	3
76	как в	8	3
77	а в	2	3
78	человека в	4	3
79	не может	9	3
80	в этой	4	3
81	но в	11	3
82	что ни	2	2
83	обоих случаях	2	2
84	отнюдь не	6	2
85	с другой	5	2
86	это не	3	2
87	нового времени	5	2
88	в одном	4	2
89	идет о	2	2
90	не в	3	2
91	не столь	2	2
92	является не	2	2
93	перед лицом	2	2
94	одной стороны	4	2
95	он не	3	2
96	как бы	4	2
97	не является	4	2
98	с той	2	2
99	и это	2	2
100	в мире	11	2
101	отношение к	2	2
102	со стороны	10	2
103	в отличие	12	2
104	случая и	2	2
105	с одной	4	2
106	в той	2	2
107	не более	2	2
108	в принципе	2	2
109	времени в	4	2
110	отличие от	12	2
111	роль в	4	2
112	тут же	2	2
113	не следует	3	2
114	одно из	4	2
115	следует признать	3	2
116	и ее	3	2
117	к его	4	2
118	говорить о	2	2
119	и все	3	2
120	мы имеем	2	2
