N	2gram	Ircho_Kome_3	Formalny
1	и в	22	38
2	в этом	8	27
3	т е	16	26
4	может быть	6	23
5	и его	6	21
6	таким образом	12	20
7	и не	21	20
8	в самом	9	16
9	прежде всего	5	15
10	не в	4	15
11	и т	4	14
12	не может	3	14
13	в нем	3	13
14	но и	4	13
15	связи с	5	13
16	в пределах	2	12
17	с его	3	11
18	с тем	4	11
19	в том	12	11
20	вовсе не	4	11
21	в его	8	10
22	в связи	4	10
23	с помощью	4	10
24	с другими	2	10
25	и с	4	9
26	как и	3	9
27	при этом	7	9
28	не только	5	9
29	т п	4	9
30	отнюдь не	4	8
31	что и	8	8
32	все же	4	8
33	так и	4	8
34	самом деле	6	8
35	тем что	5	8
36	точки зрения	4	8
37	что в	5	7
38	не могут	2	7
39	по существу	2	7
40	в своей	5	7
41	в других	3	7
42	этом отношении	2	7
43	как мы	2	7
44	с точки	3	7
45	не было	2	6
46	все время	2	6
47	в результате	2	6
48	то что	4	6
49	для понимания	2	6
50	и ее	2	6
51	в ней	4	6
52	в этой	3	6
53	было бы	3	6
54	вместе с	9	6
55	в их	2	6
56	то же	7	6
57	а не	4	6
58	как раз	6	6
59	он не	5	6
60	а в	7	6
61	хотя бы	4	6
62	если бы	8	5
63	что он	8	5
64	же время	5	5
65	во всех	2	5
66	если мы	2	5
67	и речи	4	5
68	с этим	3	5
69	и для	4	5
70	в основе	2	5
71	говорить о	3	5
72	в то	6	5
73	бы в	4	5
74	во всяком	3	5
75	всяком случае	3	5
76	не как	2	4
77	к этому	6	4
78	к тому	6	4
79	что они	2	4
80	его от	2	4
81	совершенно не	2	4
82	здесь и	2	4
83	в сущности	2	4
84	не о	3	4
85	известной степени	2	4
86	как бы	3	4
87	и к	3	4
88	из них	5	4
89	как в	2	4
90	другой стороны	2	4
91	что не	3	4
92	и даже	3	4
93	здесь не	2	4
94	от нее	3	4
95	ничего не	3	4
96	так как	11	4
97	но в	5	4
98	одного из	3	3
99	а о	2	3
100	в какой	3	3
101	с другой	4	3
102	а как	2	3
103	мы знаем	2	3
104	и здесь	4	3
105	не приходится	2	3
106	но все	4	3
107	должно было	3	3
108	не является	4	3
109	следует что	3	3
110	то это	5	3
111	в целом	3	3
112	все это	5	3
113	к нему	5	3
114	того чтобы	6	3
115	для того	6	3
116	тем же	3	3
117	роль в	2	3
118	мы не	2	3
119	и на	2	3
120	хотя и	5	3
121	он и	2	3
122	и все	2	3
123	его в	8	3
124	в области	2	3
125	уже в	2	2
126	сам он	2	2
127	самого начала	4	2
128	никогда не	3	2
129	состоит в	2	2
130	в качестве	2	2
131	тому что	2	2
132	столь же	3	2
133	это не	2	2
134	в конце	7	2
135	представление о	2	2
136	между ними	2	2
137	в ее	3	2
138	до конца	4	2
139	с самого	4	2
140	том что	13	2
141	идет о	3	2
142	она не	2	2
143	едва ли	7	2
144	и о	2	2
145	конце концов	2	2
146	в котором	2	2
147	не так	3	2
148	он был	4	2
149	один из	3	2
150	в развитии	2	2
151	не будет	2	2
152	один шаг	2	2
153	отношение к	5	2
154	ни в	10	2
155	не по	7	2
156	со стороны	11	2
157	даже не	3	2
158	приводит к	3	2
159	его не	2	2
160	равно как	2	2
161	в известной	2	2
162	то ни	3	2
163	в эпоху	2	2
164	какой мере	2	2
165	не имеет	3	2
166	все остальные	2	2
167	что для	2	2
168	отличие от	2	2
169	в таком	2	2
170	их в	3	2
171	между тем	2	2
172	ничем не	4	2
173	если же	2	2
174	и это	2	2
175	из этого	2	2
176	что эта	2	2
177	и этим	3	2
178	должен был	4	2
179	потому что	10	2
180	как это	5	2
181	в которой	3	2
182	с ним	5	2
183	в виду	2	2
