N	2gram	Tiupa_Lite_3	Dialekti
1	и не	22	30
2	по себе	2	25
3	и в	16	18
4	может быть	12	17
5	точки зрения	7	17
6	в нем	2	16
7	а не	12	14
8	потому что	3	14
9	что в	2	13
10	то что	12	13
11	не только	14	13
12	и даже	2	13
13	если бы	2	12
14	было бы	2	12
15	с точки	3	12
16	в этом	14	12
17	не может	8	12
18	что он	5	11
19	как бы	8	11
20	в себе	6	11
21	прежде всего	3	10
22	несмотря на	2	10
23	то же	9	10
24	никогда не	4	9
25	отнюдь не	3	9
26	это не	5	9
27	в том	12	9
28	так и	9	9
29	том что	8	9
30	совершенно не	3	8
31	и как	3	7
32	то в	3	7
33	но и	14	7
34	что не	2	7
35	той или	2	7
36	с другой	6	6
37	можно сказать	2	6
38	ни с	2	6
39	и вот	2	6
40	не в	10	6
41	в то	9	6
42	но в	3	6
43	я не	2	5
44	в противоположность	2	5
45	на то	2	5
46	не с	2	5
47	все же	2	5
48	отношение к	2	5
49	а в	5	5
50	и с	2	5
51	и об	2	4
52	в конце	2	4
53	к тому	6	4
54	быть может	2	4
55	но не	4	4
56	же время	7	4
57	не могу	2	4
58	хотя и	4	4
59	то это	2	4
60	так же	2	4
61	другой стороны	2	4
62	как раз	2	4
63	как мы	2	4
64	о том	6	4
65	и жизни	3	4
66	как это	3	4
67	для меня	2	4
68	а лишь	2	3
69	сознания и	2	3
70	стороны и	2	3
71	или иной	2	3
72	что и	2	3
73	вплоть до	2	3
74	что я	5	3
75	в его	6	3
76	и потому	2	3
77	даже в	4	3
78	один из	2	3
79	жизни и	3	3
80	отношения к	3	3
81	в самом	3	3
82	еще и	2	3
83	но с	2	3
84	самом деле	3	3
85	должно быть	4	3
86	в данном	4	3
87	в основе	5	3
88	только в	7	3
89	как у	4	2
90	ни к	3	2
91	не менее	2	2
92	того что	9	2
93	бы и	3	2
94	именно в	5	2
95	в частности	11	2
96	не знает	2	2
97	в качестве	5	2
98	как в	5	2
99	с этой	2	2
100	не как	2	2
101	для своего	2	2
102	и другого	2	2
103	к этому	2	2
104	вопрос о	2	2
105	со всей	2	2
106	в мире	16	2
107	ни было	2	2
108	как и	5	2
109	мы и	2	2
110	и при	2	2
111	как о	2	2
112	тому же	5	2
113	для него	2	2
114	еще не	6	2
115	одной стороны	4	2
116	для того	2	2
117	о чем	3	2
118	вслед за	3	2
119	но уже	3	2
120	из них	4	2
121	в своей	7	2
122	с ней	2	2
123	со стороны	7	2
124	и тогда	2	2
125	как например	2	2
126	этом отношении	5	2
127	с одной	4	2
128	из того	2	2
129	уже не	3	2
130	объекта и	2	2
131	и для	4	2
132	с ними	2	2
133	он и	2	2
134	в другом	6	2
135	я в	7	2
136	если это	2	2
