N	2gram	Vinokur_Ku_3	Dialekti
1	не есть	3	47
2	т е	32	30
3	и не	10	30
4	может быть	14	20
5	и в	23	19
6	не только	17	19
7	по себе	6	18
8	и т	54	17
9	а не	11	16
10	т д	8	15
11	то что	4	14
12	что она	5	14
13	в том	22	14
14	как бы	5	14
15	так как	9	14
16	потому что	12	14
17	вовсе не	5	13
18	но и	3	12
19	то же	6	12
20	не просто	2	12
21	точки зрения	23	12
22	что это	3	10
23	ни в	3	10
24	как и	5	10
25	и как	2	10
26	так и	6	10
27	том что	11	10
28	это не	3	10
29	сказать что	7	10
30	она есть	2	9
31	не может	6	9
32	прежде всего	9	8
33	она не	3	8
34	с точки	16	8
35	не в	5	8
36	в этом	16	8
37	в своей	4	8
38	сама по	2	7
39	есть не	3	7
40	как это	7	7
41	но это	5	7
42	и к	3	7
43	совершенно не	5	7
44	что в	13	7
45	только тогда	4	7
46	должно быть	7	7
47	в поэзии	5	7
48	я не	5	6
49	что он	6	6
50	что не	4	6
51	что они	2	6
52	отнюдь не	3	6
53	в то	3	6
54	но не	3	6
55	конечно не	2	6
56	того что	11	6
57	чтобы не	2	6
58	не потому	3	6
59	тогда когда	4	6
60	должна быть	3	5
61	с другой	7	5
62	в силу	6	5
63	по своему	2	5
64	можно сказать	2	5
65	и пр	3	5
66	в самом	13	5
67	что и	6	5
68	а именно	3	5
69	как раз	4	5
70	и что	7	5
71	только что	2	5
72	но как	3	5
73	говорить о	6	5
74	только в	6	5
75	о том	6	5
76	не то	2	5
77	и с	3	5
78	в виду	8	5
79	уже в	3	4
80	или иное	2	4
81	независимо от	5	4
82	и есть	5	4
83	в своем	4	4
84	ясно что	4	4
85	интеллигенции и	2	4
86	в одном	2	4
87	не могут	5	4
88	быть в	2	4
89	же это	2	4
90	как таковой	2	4
91	в ее	4	4
92	все же	5	4
93	при этом	6	4
94	еще не	9	4
95	и если	2	4
96	за пределы	2	4
97	той или	5	4
98	он не	3	4
99	хотя бы	9	4
100	вопрос об	2	4
101	связи с	6	4
102	только то	3	4
103	от того	5	4
104	все это	2	4
105	другой стороны	3	4
106	в связи	5	4
107	и только	3	4
108	таким образом	9	4
109	и вот	3	4
110	заключается в	4	4
111	самом деле	14	4
112	то или	2	4
113	а в	5	4
114	в таком	4	4
115	могут быть	6	4
116	в каком	3	4
117	как он	2	4
118	это конечно	2	4
119	сам по	3	3
120	не менее	12	3
121	и более	3	3
122	е в	2	3
123	о чем	2	3
124	же мы	4	3
125	в этих	2	3
126	сразу же	2	3
127	поэзией и	2	3
128	как они	2	3
129	вопрос о	11	3
130	как мы	5	3
131	уже не	8	3
132	это и	3	3
133	что если	2	3
134	только как	4	3
135	форма и	3	3
136	кроме того	2	3
137	было бы	16	3
138	не значит	5	3
139	тех пор	4	3
140	как же	3	3
141	мы говорим	4	3
142	не было	4	3
143	мы имеем	2	3
144	мы находим	3	3
145	в той	4	3
146	во внимание	5	3
147	что такое	4	3
148	принять во	2	3
149	в данном	7	3
150	может иметь	3	3
151	они не	3	3
152	его в	2	3
153	таком случае	2	3
154	когда мы	3	3
155	то не	2	3
156	в чем	5	3
157	ничего не	6	3
158	что же	5	2
159	это уже	3	2
160	в частности	2	2
161	в зависимости	7	2
162	в какой	3	2
163	и говорить	2	2
164	на самом	3	2
165	на очень	2	2
166	именно в	3	2
167	но мы	2	2
168	в тех	2	2
169	если мы	7	2
170	то это	3	2
171	к тому	3	2
172	что на	3	2
173	тем не	9	2
174	это еще	2	2
175	но все	2	2
176	эти два	2	2
177	из всего	2	2
178	зависимости от	8	2
179	с тем	6	2
180	или менее	2	2
181	очевидно что	3	2
182	до сих	8	2
183	с целью	2	2
184	или иным	2	2
185	в общем	6	2
186	поэзия и	3	2
187	в сущности	4	2
188	не по	3	2
189	в ней	3	2
190	не стану	2	2
191	говоря уже	2	2
192	сих пор	8	2
193	и я	2	2
194	в некоторых	2	2
195	на него	3	2
196	не говоря	2	2
197	дело не	2	2
198	данном случае	4	2
199	в их	6	2
200	тому что	4	2
201	так же	2	2
202	что есть	2	2
203	т п	41	2
204	смысл и	2	2
205	того как	7	2
206	с одной	4	2
207	как в	4	2
208	а потому	2	2
209	более или	2	2
210	тем же	2	2
211	как я	2	2
212	бы и	3	2
213	также что	2	2
214	как нельзя	2	2
215	также и	5	2
216	в результате	3	2
217	и при	2	2
218	между тем	4	2
219	не как	2	2
220	тем что	5	2
221	только о	2	2
222	что мы	2	2
223	мы должны	3	2
224	того или	3	2
225	еще на	2	2
226	во всяком	2	2
227	что эти	2	2
228	все эти	7	2
229	уже о	2	2
230	ни на	2	2
231	и должно	5	2
232	в области	14	2
233	но в	2	2
234	я и	3	2
235	вместе с	2	2
236	на этом	2	2
