N	2gram	Tiupa_Hudo_1	Problemy
1	и в	14	43
2	и не	2	29
3	т е	4	26
4	может быть	5	23
5	как бы	7	22
6	не может	7	18
7	в пределах	3	16
8	но и	5	14
9	как и	9	14
10	и т	11	13
11	точки зрения	5	13
12	в этом	11	13
13	что он	9	13
14	слова в	2	12
15	в нем	3	12
16	не в	7	11
17	по себе	2	11
18	не только	12	11
19	прежде всего	11	10
20	и на	3	10
21	но в	5	10
22	в его	8	10
23	как мы	3	10
24	никогда не	6	9
25	еще не	7	9
26	он не	4	9
27	т п	8	9
28	для него	10	8
29	лишь в	3	8
30	то же	9	8
31	слово не	2	8
32	с точки	3	8
33	и его	5	8
34	перед нами	5	7
35	до сих	2	7
36	в него	2	7
37	в самом	4	7
38	к себе	5	7
39	в то	8	7
40	то что	8	7
41	сих пор	2	7
42	что же	2	7
43	а не	12	7
44	в другом	2	7
45	в этих	5	6
46	в том	12	6
47	при этом	12	6
48	и все	4	6
49	у него	9	6
50	что я	2	6
51	о нем	3	6
52	приводит к	3	6
53	здесь не	2	6
54	так сказать	2	6
55	на то	4	5
56	да и	2	5
57	так что	2	5
58	же время	8	5
59	хотя и	2	5
60	все это	2	5
61	по отношению	8	5
62	все эти	3	5
63	а в	7	5
64	и с	4	5
65	к другому	4	5
66	на фоне	2	5
67	о том	12	5
68	но не	3	5
69	было бы	6	5
70	никак не	2	5
71	и что	2	5
72	отношению к	8	5
73	самом деле	5	5
74	в речи	2	5
75	и он	5	5
76	в себе	11	5
77	героя и	5	5
78	что в	6	4
79	в своем	4	4
80	к тому	7	4
81	до конца	2	4
82	себе и	2	4
83	т д	3	4
84	должно быть	2	4
85	в результате	2	4
86	но он	3	4
87	человека в	6	4
88	с его	5	4
89	как его	3	4
90	в своей	10	4
91	себе самому	3	4
92	мы не	2	4
93	как раз	4	4
94	только в	5	4
95	и это	4	4
96	не менее	5	3
97	в человеке	2	3
98	себя и	2	3
99	это не	7	3
100	в одной	2	3
101	такой же	3	3
102	о своей	2	3
103	в их	2	3
104	и даже	3	3
105	героя в	2	3
106	его в	3	3
107	в художественном	2	3
108	с ним	4	3
109	между тем	8	3
110	если бы	3	3
111	не знает	2	3
112	и к	4	3
113	она не	4	3
114	мы уже	4	3
115	в произведениях	2	3
116	даже в	3	3
117	все же	3	3
118	себя в	4	3
119	рассказа в	6	3
120	на него	2	3
121	так и	13	3
122	только на	2	3
123	в себя	2	3
124	уже не	7	3
125	и для	3	3
126	не была	2	3
127	той же	2	3
128	можно было	5	3
129	ничего не	8	3
130	в рассказе	11	3
131	слова как	2	3
132	тем что	3	3
133	что у	3	2
134	та же	4	2
135	в конце	4	2
136	вопрос о	2	2
137	что на	2	2
138	тем не	4	2
139	ни в	5	2
140	своей жизни	2	2
141	из рассказа	3	2
142	как нам	2	2
143	например в	2	2
144	на себе	2	2
145	в целом	2	2
146	на том	2	2
147	в форме	2	2
148	то и	3	2
149	того что	4	2
150	и герой	2	2
151	особенно в	2	2
152	с ними	2	2
153	в своих	3	2
154	а то	2	2
155	и так	2	2
156	из них	4	2
157	как он	2	2
158	я и	2	2
159	он говорил	2	2
160	превращается в	3	2
161	с этим	3	2
162	в такой	2	2
163	об этом	5	2
164	его жизни	2	2
165	в первой	6	2
166	одна из	2	2
167	по своему	3	2
168	не нужно	2	2
169	и о	4	2
170	для себя	3	2
171	как в	8	2
172	столкновение с	2	2
173	а с	2	2
174	том что	16	2
175	что не	2	2
176	речь в	2	2
177	в таком	3	2
178	автора и	2	2
179	с другим	2	2
180	в творчестве	3	2
