N	2gram	Bakhtin_Fr_5	Hudozhes
1	в качестве	2	19
2	то есть	25	18
3	и не	15	16
4	в том	10	15
5	и в	45	15
6	не только	14	15
7	может быть	2	13
8	при этом	2	12
9	а в	4	12
10	и его	13	12
11	но не	4	11
12	в этом	14	11
13	как бы	12	10
14	но и	10	10
15	так и	6	10
16	то же	11	10
17	а не	4	10
18	в его	13	9
19	точки зрения	4	9
20	своего рода	4	8
21	в отличие	2	7
22	в то	11	7
23	отличие от	2	7
24	но в	14	7
25	в основе	4	6
26	с его	7	6
27	что в	12	6
28	том что	7	6
29	не в	7	6
30	же время	9	6
31	не может	5	6
32	можно сказать	2	5
33	а также	4	5
34	ни в	3	5
35	только в	4	5
36	в самом	4	5
37	того что	3	5
38	в нем	10	5
39	с ее	5	5
40	то что	2	5
41	и одновременно	3	5
42	и т.п	16	5
43	в их	4	5
44	не столько	2	4
45	прежде всего	10	4
46	к тому	2	4
47	и как	5	4
48	в другом	3	4
49	для него	3	4
50	например в	5	4
51	хотя и	5	4
52	он не	6	4
53	в своей	3	4
54	во времени	2	4
55	сказать что	4	4
56	между тем	2	4
57	говорить о	2	4
58	и т.д	2	4
59	как это	4	4
60	не менее	3	3
61	в отношении	2	3
62	он должен	2	3
63	это не	3	3
64	говорит и	2	3
65	что он	6	3
66	и к	5	3
67	в акте	5	3
68	в пределах	2	3
69	по своему	4	3
70	того же	3	3
71	о чем	3	3
72	как раз	5	3
73	к нему	2	3
74	в целом	2	3
75	так в	2	3
76	таким образом	8	3
77	как и	10	3
78	лишь в	2	3
79	и что	2	3
80	с точки	2	3
81	и для	3	3
82	всех и	4	3
83	потому что	7	3
84	но он	3	3
85	в данном	2	3
86	его в	5	3
87	человека с	5	3
88	на этом	5	2
89	том числе	4	2
90	но на	3	2
91	в сторону	2	2
92	себя и	2	2
93	числе и	2	2
94	жизни в	2	2
95	в своем	11	2
96	в них	6	2
97	превращается в	2	2
98	в одном	3	2
99	вовсе не	8	2
100	роль в	2	2
101	об этом	4	2
102	есть в	3	2
103	он оказывается	2	2
104	в значительной	2	2
105	несмотря на	2	2
106	на всех	2	2
107	во всех	13	2
108	и о	4	2
109	одной из	5	2
110	даже в	2	2
111	не могло	3	2
112	и др	8	2
113	но она	3	2
114	как в	3	2
115	а именно	2	2
116	и прежде	3	2
117	здесь не	6	2
118	в романе	11	2
119	и притом	2	2
120	именно в	3	2
121	все эти	5	2
122	это и	5	2
123	в себя	5	2
124	в году	3	2
125	до известной	4	2
126	того чтобы	6	2
127	для того	6	2
128	и больше	2	2
129	так же	8	2
130	право на	10	2
131	с ним	5	2
132	от всех	5	2
133	и на	5	2
134	у него	4	2
135	одно из	2	2
136	известной степени	4	2
137	начиная с	2	2
138	в этой	6	2
139	о том	4	2
140	еще один	2	2
141	и это	4	2
142	мира и	8	2
143	в чем	2	2
