N	2gram	Bakhtin_Pr_2	Dialekti
1	не есть	2	54
2	т е	26	48
3	и не	29	27
4	а не	7	26
5	точки зрения	13	25
6	и в	43	24
7	и т	13	24
8	не только	11	23
9	т д	4	23
10	что такое	2	21
11	по себе	11	20
12	не может	18	19
13	ничего не	3	17
14	и что	5	15
15	в таком	2	14
16	то что	7	14
17	с точки	8	14
18	может быть	23	13
19	таким образом	5	13
20	и даже	3	13
21	что он	13	13
22	вовсе не	5	13
23	что это	2	12
24	того что	2	12
25	есть и	3	12
26	не менее	3	11
27	что же	7	11
28	тем не	2	10
29	в сущности	9	10
30	ни в	2	9
31	то это	2	9
32	но и	14	9
33	прежде всего	10	8
34	так что	5	8
35	и как	2	8
36	отличается от	2	8
37	том что	2	8
38	в этом	13	8
39	в виде	3	8
40	если же	4	8
41	что в	4	7
42	никогда не	9	7
43	и нет	4	7
44	в самом	7	7
45	в виду	3	7
46	как и	14	7
47	только на	3	7
48	как раз	4	7
49	я не	4	6
50	должна быть	3	6
51	кроме того	3	6
52	все это	5	6
53	и только	3	6
54	и с	5	6
55	о том	5	6
56	так как	4	6
57	если бы	3	6
58	превращается в	2	6
59	и все	6	6
60	об этом	2	6
61	что и	3	6
62	не на	4	6
63	то же	8	6
64	самом деле	5	6
65	и пр	2	6
66	как же	2	5
67	в том	6	5
68	но это	4	5
69	хотя и	5	5
70	и его	8	5
71	в то	7	5
72	в них	4	5
73	вопрос о	2	5
74	и к	3	5
75	одно и	2	5
76	было бы	5	5
77	он не	9	5
78	так и	3	5
79	уже не	3	5
80	что не	2	5
81	мы не	4	5
82	сам по	5	5
83	только в	4	5
84	с другой	4	4
85	это не	3	4
86	не могут	4	4
87	то время	2	4
88	или иной	3	4
89	сама по	4	4
90	к тому	4	4
91	хотя бы	2	4
92	так же	2	4
93	время как	2	4
94	сказать что	2	4
95	а что	5	4
96	сознания и	3	4
97	же тут	2	4
98	у нас	2	4
99	мыслить и	2	4
100	конечно не	2	4
101	о нем	6	4
102	если оно	2	4
103	и то	2	4
104	мы и	2	4
105	и это	4	4
106	тело и	2	4
107	для него	8	4
108	перед нами	7	3
109	все же	3	3
110	за пределы	3	3
111	и без	2	3
112	в своем	4	3
113	в одной	3	3
114	была бы	2	3
115	не в	11	3
116	есть в	3	3
117	она не	3	3
118	же время	5	3
119	же она	2	3
120	в нем	12	3
121	из них	2	3
122	то и	2	3
123	все эти	5	3
124	должно быть	4	3
125	и на	10	3
126	с этим	2	3
127	именно как	2	3
128	он и	3	3
129	мы уже	3	3
130	во всем	3	3
131	ни на	3	3
132	себя как	3	3
133	тем что	3	3
134	уже и	2	3
135	и сознание	2	3
136	он есть	2	3
137	на себя	2	3
138	сознание и	2	3
139	на то	5	3
140	одна из	2	3
141	и о	2	3
142	ибо и	2	3
143	как бы	22	3
144	быть и	2	3
145	должны быть	2	3
146	раз и	2	3
147	к нему	5	3
148	той же	3	3
149	в слове	5	3
150	и ее	3	3
151	не знает	3	3
152	и этим	3	3
153	но на	2	2
154	что если	3	2
155	что у	2	2
156	и говорить	2	2
157	из этих	2	2
158	о себе	7	2
159	для нас	2	2
160	который не	2	2
161	тому же	3	2
162	лишь как	2	2
163	есть конечно	3	2
164	еще не	9	2
165	при этом	6	2
166	будет все	2	2
167	например в	2	2
168	но для	3	2
169	и следовательно	3	2
170	той или	3	2
171	у меня	5	2
172	и является	2	2
173	самосознания и	3	2
174	себя и	3	2
175	совершенно не	4	2
176	меня и	2	2
177	другой стороны	3	2
178	целый ряд	2	2
179	для этого	2	2
180	того и	3	2
181	да что	4	2
182	а в	5	2
183	же и	4	2
184	в своих	2	2
185	также и	3	2
186	никак не	5	2
187	их в	4	2
188	для себя	2	2
189	и здесь	3	2
190	ко второму	2	2
191	в первом	2	2
192	бы в	5	2
193	слово в	8	2
194	но в	10	2
195	я и	2	2
196	с его	4	2
197	у него	6	2
198	в их	3	2
199	по существу	3	2
200	так чтобы	4	2
201	но не	5	2
202	говорят что	3	2
203	ведь это	2	2
204	почему же	4	2
205	ли будет	4	2
206	со всеми	3	2
207	вы и	2	2
208	себя в	3	2
209	ее в	2	2
210	всего этого	2	2
211	и они	2	2
212	как мы	10	2
213	и сами	2	2
214	и он	5	2
215	и для	3	2
216	или в	8	2
217	что этот	2	2
218	во всяком	2	2
219	а вера	2	2
220	могут быть	3	2
221	в себе	5	2
222	иной раз	2	2
223	в его	10	2
