N	2gram	Vygotskiy__4	TeoriaLi
1	не только	15	18
2	в качестве	21	17
3	тогда как	2	16
4	и не	8	16
5	а в	2	14
6	в частности	5	13
7	и в	20	13
8	состоит в	4	13
9	может быть	12	12
10	так и	5	12
11	представляет собой	3	11
12	при этом	12	11
13	в этом	24	11
14	в том	42	11
15	но не	3	10
16	а не	7	10
17	и его	5	10
18	в его	11	9
19	то же	16	9
20	что в	19	8
21	такого рода	6	8
22	но и	9	8
23	себя в	3	7
24	в себе	10	7
25	том что	35	7
26	в отличие	2	7
27	в данном	2	7
28	точки зрения	24	7
29	по своей	6	7
30	только в	10	7
31	как это	9	7
32	отличие от	2	7
33	место в	2	6
34	еще не	2	6
35	как бы	7	6
36	но в	3	6
37	в своем	4	5
38	а также	2	5
39	как и	9	5
40	не в	4	5
41	между ними	4	5
42	в самом	6	5
43	в нем	2	5
44	данном случае	2	5
45	как в	5	5
46	тем самым	7	5
47	с другой	12	5
48	между тем	9	5
49	мы имеем	2	5
50	не менее	3	4
51	в свою	2	4
52	в ходе	4	4
53	ни в	3	4
54	в своей	7	4
55	то что	15	4
56	в их	12	4
57	приводит к	3	4
58	и т.п	2	4
59	не может	6	4
60	по пути	2	4
61	в слове	2	4
62	сказать что	6	4
63	не знает	2	4
64	слова в	9	3
65	перед нами	5	3
66	никогда не	5	3
67	в нашем	4	3
68	в этих	3	3
69	в отношении	10	3
70	этом смысле	8	3
71	прежде всего	2	3
72	и к	5	3
73	а только	3	3
74	свою очередь	2	3
75	по своему	4	3
76	для него	2	3
77	того что	10	3
78	этого слова	11	3
79	другой стороны	9	3
80	входит в	2	3
81	таким образом	25	3
82	а с	2	3
83	именно в	3	3
84	и что	8	3
85	и то	10	3
86	потому что	12	3
87	в основе	17	3
88	между двумя	2	3
89	в этой	3	3
90	и т.д	2	3
91	его в	6	3
92	все эти	5	3
93	к которому	3	3
94	только не	5	2
95	если бы	5	2
96	могут быть	7	2
97	в следующей	2	2
98	между собой	5	2
99	того же	9	2
100	это не	5	2
101	одного и	6	2
102	что он	6	2
103	к тому	6	2
104	но как	2	2
105	и того	5	2
106	и как	9	2
107	что они	14	2
108	одной стороны	9	2
109	одно и	6	2
110	одной из	3	2
111	мы в	2	2
112	вслед за	2	2
113	здесь мы	2	2
114	в виду	3	2
115	даже в	2	2
116	и тем	8	2
117	к нему	2	2
118	как говорит	2	2
119	в целом	11	2
120	слова не	3	2
121	вместе с	8	2
122	со стороны	3	2
123	здесь не	2	2
124	мышления и	14	2
125	и для	4	2
126	с одной	9	2
127	к одному	6	2
128	в той	2	2
129	говорит что	3	2
130	с точки	11	2
131	во всей	4	2
132	так же	11	2
133	роль в	4	2
134	их в	2	2
135	у него	2	2
136	и здесь	2	2
137	в равной	3	2
138	о том	5	2
139	и это	2	2
140	в чем	3	2
141	в которой	3	2
142	в области	4	2
143	на деле	3	2
