N	2gram	Bakhtin_Pr_3	Komedia
1	и в	53	26
2	и не	15	14
3	так и	6	12
4	и его	10	12
5	в том	14	11
6	тому же	2	11
7	может быть	12	11
8	но и	7	10
9	на протяжении	5	10
10	в этом	8	10
11	что в	2	9
12	том что	5	9
13	вместе с	2	9
14	было бы	5	8
15	и на	18	7
16	из них	4	7
17	не только	4	7
18	что и	3	7
19	то что	9	6
20	еще не	5	6
21	наряду с	5	6
22	в нем	10	6
23	в двух	2	6
24	потому что	5	6
25	в то	5	6
26	о том	2	6
27	таким образом	6	6
28	с его	2	5
29	в которой	2	5
30	к этому	4	5
31	что он	4	5
32	а затем	4	5
33	один из	6	5
34	в истории	3	5
35	с этим	2	5
36	и с	6	5
37	место в	2	4
38	уже в	2	4
39	не менее	3	4
40	в этих	5	4
41	в них	2	4
42	и от	3	4
43	прежде всего	15	4
44	как мы	5	4
45	как и	11	4
46	как будто	2	4
47	с их	2	4
48	одной из	4	4
49	хотя и	4	4
50	в его	8	4
51	в самом	2	4
52	до нас	2	4
53	и для	4	4
54	точки зрения	4	4
55	в начале	2	4
56	только в	4	4
57	что это	2	4
58	так как	7	4
59	как это	2	4
60	его в	2	4
61	между тем	2	4
62	это было	3	4
63	том числе	11	3
64	для всех	2	3
65	в каждом	4	3
66	в образе	3	3
67	мы найдем	3	3
68	жизни и	9	3
69	но не	5	3
70	того же	2	3
71	во всех	12	3
72	же время	5	3
73	здесь в	10	3
74	например в	5	3
75	да и	2	3
76	в ней	7	3
77	и особенно	3	3
78	в своей	3	3
79	и их	2	3
80	в их	2	3
81	все это	8	3
82	по отношению	2	3
83	в связи	2	3
84	той же	5	3
85	то же	6	3
86	не было	4	3
87	как в	7	3
88	а в	2	3
89	человека в	3	3
90	а у	2	3
91	тем что	2	3
92	не может	2	3
93	как он	2	3
94	что касается	2	3
95	но в	5	3
96	мы можем	5	3
97	из самых	2	2
98	и другие	9	2
99	в какой-то	4	2
100	с другой	2	2
101	это не	6	2
102	представления о	2	2
103	нового времени	8	2
104	в одной	2	2
105	в конце	3	2
106	в духе	8	2
107	вовсе не	3	2
108	что именно	2	2
109	и к	5	2
110	в ее	3	2
111	в ранних	2	2
112	не в	2	2
113	до сих	5	2
114	одна из	7	2
115	тот же	2	2
116	по своему	6	2
117	и если	3	2
118	или на	2	2
119	одним из	3	2
120	наконец в	2	2
121	он не	3	2
122	как бы	14	2
123	хотя бы	2	2
124	в развитии	3	2
125	и это	3	2
126	в мире	5	2
127	отношение к	6	2
128	сих пор	5	2
129	еще более	5	2
130	мы находим	2	2
131	в той	2	2
132	с самого	3	2
133	и у	7	2
134	для этой	2	2
135	мы не	4	2
136	и во	4	2
137	и ее	6	2
138	говорить о	2	2
139	второй половины	2	2
140	в один	2	2
141	и все	10	2
