N	2gram	Losev_Vlad_3	FransuaR
1	и в	40	65
2	то есть	24	45
3	как бы	3	22
4	и не	25	22
5	вовсе не	13	18
6	в сущности	2	16
7	в том	18	16
8	в этом	16	15
9	но в	4	14
10	в нем	3	13
11	мы уже	5	12
12	прежде всего	10	11
13	и на	6	11
14	и его	10	10
15	и потому	10	10
16	не только	25	10
17	но и	18	10
18	так и	6	10
19	все эти	5	10
20	в его	14	9
21	в своем	8	8
22	в духе	3	8
23	в дальнейшем	4	8
24	здесь в	4	8
25	и даже	6	8
26	за пределы	3	8
27	его в	2	7
28	точки зрения	13	7
29	только в	13	7
30	никогда не	11	6
31	том что	18	6
32	все же	4	6
33	как мы	8	6
34	еще не	4	6
35	при этом	3	6
36	может быть	8	6
37	в ней	5	6
38	в отношении	5	6
39	на самом	3	6
40	в году	10	6
41	и у	3	6
42	сказать что	12	6
43	так как	7	6
44	с его	2	5
45	в одном	5	5
46	потому что	11	5
47	отличие от	3	5
48	для него	8	5
49	в своей	9	5
50	той или	2	5
51	еще и	18	5
52	как и	7	5
53	с их	3	5
54	в своих	7	5
55	xix века	6	5
56	и все	4	5
57	связи с	2	4
58	и к	2	4
59	не в	3	4
60	в этой	8	4
61	можно только	2	4
62	совершенно не	2	4
63	в самом	4	4
64	из них	2	4
65	в их	2	4
66	для нас	5	4
67	в отличие	3	4
68	здесь и	2	4
69	и еще	2	4
70	не понимает	2	4
71	в жизни	2	4
72	не могут	2	3
73	и ни	2	3
74	мы будем	2	3
75	но на	2	3
76	что в	17	3
77	не является	2	3
78	она была	4	3
79	это не	3	3
80	не просто	10	3
81	что он	5	3
82	но все	3	3
83	но это	6	3
84	мы и	2	3
85	самом же	2	3
86	и эта	3	3
87	но для	3	3
88	по своей	2	3
89	даже в	4	3
90	к нему	3	3
91	всего существующего	3	3
92	с точки	6	3
93	то что	28	3
94	как раз	10	3
95	не может	14	3
96	разного рода	3	3
97	этом отношении	2	3
98	уже не	9	3
99	с другой	5	3
100	по его	2	3
101	друг друга	2	3
102	же деле	2	3
103	даже и	12	3
104	в себе	9	3
105	и вообще	3	3
106	и вовсе	3	3
107	далеко не	3	3
108	нет ничего	2	3
109	но как	2	3
110	и здесь	6	3
111	ничего не	5	3
112	и с	9	3
113	в виду	3	3
114	ни к	2	2
115	но не	4	2
116	во многом	2	2
117	он понимает	2	2
118	в книге	2	2
119	к тому	7	2
120	были в	2	2
121	и от	6	2
122	из этих	3	2
123	раз и	8	2
124	о необходимости	3	2
125	вполне понятно	3	2
126	ни с	3	2
127	и так	2	2
128	же в	3	2
129	он был	2	2
130	да и	6	2
131	это время	2	2
132	и само	2	2
133	и чисто	3	2
134	кроме того	6	2
135	до конца	4	2
136	одной стороны	3	2
137	в это	2	2
138	несмотря на	7	2
139	между прочим	5	2
140	наряду с	2	2
141	от того	4	2
142	он называет	2	2
143	хотя и	7	2
144	он не	8	2
145	в основном	4	2
146	не вполне	2	2
147	и для	3	2
148	в целом	2	2
149	не к	2	2
150	на него	2	2
151	но у	2	2
152	только на	5	2
153	в изображении	2	2
154	отношения к	5	2
155	с одной	3	2
156	на отдельные	2	2
157	того что	7	2
158	что мы	2	2
159	и наконец	2	2
160	смысле но	3	2
161	и по	2	2
162	есть только	9	2
163	роль в	2	2
164	в таком	3	2
165	который был	2	2
166	которое в	3	2
167	в этих	2	2
168	но с	2	2
169	еще раз	2	2
170	во всем	6	2
171	ни на	2	2
172	о том	11	2
173	и это	6	2
174	дело в	5	2
175	в чем	3	2
176	это было	3	2
