N	2gram	Voloshinov_1	FransuaR
1	и в	15	65
2	и др	8	24
3	как бы	11	22
4	и не	16	22
5	вовсе не	2	18
6	и т.п	2	17
7	в том	4	16
8	в этом	13	15
9	но в	9	14
10	в условиях	3	13
11	в нем	4	13
12	мы уже	5	12
13	прежде всего	11	11
14	и на	3	11
15	и его	15	10
16	и потому	8	10
17	не только	5	10
18	но и	4	10
19	так и	10	10
20	все эти	9	10
21	в эпоху	3	9
22	в его	9	9
23	во всех	8	9
24	все это	5	9
25	в своем	2	8
26	в основе	3	8
27	всех этих	5	8
28	в дальнейшем	2	8
29	и другие	2	8
30	и даже	2	8
31	за пределы	2	8
32	формы и	2	7
33	его в	8	7
34	в области	3	7
35	жизни и	5	7
36	точки зрения	13	7
37	только в	6	7
38	главным образом	4	6
39	никогда не	7	6
40	не знает	3	6
41	том что	5	6
42	все же	5	6
43	как мы	10	6
44	еще не	7	6
45	при этом	7	6
46	может быть	13	6
47	в ней	5	6
48	в отношении	2	6
49	на самом	2	6
50	и у	6	6
51	сказать что	6	6
52	одно из	3	6
53	так как	9	6
54	с его	8	5
55	в одном	3	5
56	еще более	2	5
57	жизни в	3	5
58	потому что	4	5
59	на протяжении	5	5
60	рядом с	2	5
61	для него	5	5
62	и пр	9	5
63	века в	2	5
64	в своей	9	5
65	связь с	4	5
66	как в	3	5
67	как и	6	5
68	с их	3	5
69	в своих	4	5
70	между тем	2	5
71	и все	4	5
72	и к	7	4
73	мы остановимся	2	4
74	не в	4	4
75	в этой	5	4
76	это как	3	4
77	в узком	2	4
78	отношение к	7	4
79	совершенно не	2	4
80	в самом	6	4
81	и до	3	4
82	сих пор	3	4
83	до сих	3	4
84	мысли и	4	4
85	между ними	2	4
86	во время	5	4
87	так сказать	3	4
88	в жизни	5	4
89	не могут	3	3
90	что в	6	3
91	не является	3	3
92	в состоянии	2	3
93	это не	2	3
94	связанный с	2	3
95	что он	8	3
96	в ее	4	3
97	но все	2	3
98	но это	2	3
99	мы и	4	3
100	самом деле	7	3
101	к нему	7	3
102	с точки	10	3
103	то что	10	3
104	на этой	2	3
105	и прежде	5	3
106	как раз	2	3
107	не может	13	3
108	мир в	2	3
109	этом отношении	2	3
110	в себя	5	3
111	уже не	5	3
112	конечно и	3	3
113	в более	3	3
114	и символы	2	3
115	он и	2	3
116	в себе	4	3
117	в искусстве	3	3
118	далеко не	4	3
119	с ним	12	3
120	ничего не	2	3
121	и с	7	3
122	но не	5	2
123	во многом	2	2
124	к тому	4	2
125	из основных	2	2
126	и образы	3	2
127	из этих	4	2
128	стремление к	2	2
129	этих двух	2	2
130	на все	2	2
131	конечно в	2	2
132	можно сказать	4	2
133	он был	3	2
134	узком смысле	2	2
135	половой жизни	3	2
136	более того	2	2
137	общения между	4	2
138	он выводит	2	2
139	до конца	5	2
140	и часто	2	2
141	от того	3	2
142	он не	4	2
143	в основном	2	2
144	в таких	3	2
145	и для	2	2
146	в целом	2	2
147	в свой	2	2
148	во второй	5	2
149	в большинстве	4	2
150	которого они	2	2
151	время в	2	2
152	на него	4	2
153	в процессе	4	2
154	приводит к	2	2
155	только на	2	2
156	отношения к	2	2
157	и этим	3	2
158	и вот	6	2
159	того что	2	2
160	в заключение	3	2
161	что мы	2	2
162	и наконец	10	2
163	и очень	2	2
164	и по	5	2
165	одним из	3	2
166	роль в	6	2
167	отметить что	2	2
168	в таком	3	2
169	к себе	3	2
170	их в	2	2
171	в этих	2	2
172	могут быть	6	2
173	ни на	2	2
174	жизни но	2	2
175	дело в	2	2
176	большинстве случаев	5	2
177	в чем	4	2
178	в мир	3	2
