N	2gram	Vygotskiy__5	FransuaR
1	и в	30	56
2	то есть	13	24
3	в романе	2	21
4	в его	4	18
5	таким образом	20	17
6	все эти	2	15
7	в этом	14	14
8	в том	27	13
9	так и	3	13
10	и его	6	12
11	он был	2	12
12	в то	2	12
13	в этих	3	11
14	до конца	2	11
15	как бы	19	11
16	в них	4	11
17	то же	7	11
18	еще не	5	10
19	мы уже	6	10
20	и до	2	10
21	только в	5	9
22	в самом	14	9
23	но и	6	9
24	и не	6	9
25	том что	21	8
26	в сущности	12	8
27	не только	16	8
28	в нем	7	8
29	во всех	2	8
30	сих пор	5	8
31	все это	2	8
32	и даже	2	8
33	до сих	5	8
34	и с	2	8
35	в частности	4	7
36	у него	3	7
37	как мы	5	7
38	и на	3	7
39	прежде всего	4	6
40	вовсе не	3	6
41	в ее	3	6
42	мы видим	8	6
43	в этой	5	6
44	в той	3	6
45	той же	3	6
46	потому что	23	6
47	на его	3	6
48	точки зрения	7	6
49	связи с	2	6
50	и все	4	6
51	но в	5	6
52	но не	7	5
53	с его	2	5
54	никогда не	9	5
55	в отношении	2	5
56	как и	6	5
57	и другие	3	5
58	он не	3	5
59	один из	5	5
60	что в	24	5
61	в результате	4	5
62	что все	6	4
63	времени и	3	4
64	что это	8	4
65	в себе	5	4
66	в качестве	2	4
67	и к	4	4
68	в ней	4	4
69	и потому	5	4
70	в совершенно	6	4
71	с одной	12	4
72	при этом	8	4
73	того чтобы	20	4
74	в основе	7	4
75	в своих	5	4
76	во всем	2	4
77	ту же	2	4
78	о том	10	4
79	так как	9	4
80	одна из	3	4
81	в которой	3	4
82	перед нами	2	3
83	казалось бы	4	3
84	в своем	6	3
85	как например	2	3
86	и здесь	6	3
87	так что	3	3
88	слов и	2	3
89	в большей	2	3
90	может быть	11	3
91	и о	3	3
92	был бы	5	3
93	что и	3	3
94	то что	37	3
95	образом и	2	3
96	в форме	2	3
97	в их	3	3
98	там где	4	3
99	мы находим	2	3
100	с помощью	2	3
101	и наконец	3	3
102	не в	8	3
103	рядом с	5	3
104	сказать что	9	3
105	и самый	2	3
106	но он	3	3
107	в другом	3	3
108	бы в	5	3
109	только не	5	2
110	первый план	3	2
111	если бы	11	2
112	видим что	3	2
113	в нашем	2	2
114	с другой	9	2
115	это не	3	2
116	уже в	6	2
117	не как	3	2
118	в одном	2	2
119	на самом	2	2
120	это в	3	2
121	к этому	3	2
122	что он	17	2
123	можно сказать	2	2
124	так например	3	2
125	ни в	3	2
126	мы найдем	4	2
127	которых он	2	2
128	говорит о	4	2
129	и хотя	2	2
130	и как	7	2
131	совсем не	2	2
132	для него	3	2
133	когда в	2	2
134	одной стороны	12	2
135	было бы	5	2
136	из них	2	2
137	несмотря на	5	2
138	себе и	2	2
139	а в	4	2
140	в центре	2	2
141	и эта	2	2
142	по преимуществу	2	2
143	указывает что	5	2
144	между ними	2	2
145	что на	3	2
146	в котором	2	2
147	еще один	2	2
148	все же	7	2
149	действующих лиц	7	2
150	в своей	4	2
151	когда он	5	2
152	вместе с	12	2
153	самом деле	8	2
154	ни одного	2	2
155	данном случае	3	2
156	что она	6	2
157	только на	4	2
158	другой стороны	5	2
159	целый ряд	3	2
160	так же	13	2
161	как раз	13	2
162	не может	9	2
163	в каком	3	2
164	того как	2	2
165	а не	8	2
166	для того	20	2
167	из которых	4	2
168	и для	6	2
169	с точки	2	2
170	мы не	3	2
171	никогда еще	2	2
172	на одном	4	2
173	в данном	3	2
174	и то	9	2
175	с этой	2	2
176	и совершенно	4	2
177	в которых	2	2
178	и при	2	2
179	он дает	2	2
180	той или	2	2
181	что они	5	2
182	что эти	2	2
183	дело в	2	2
184	с тем	8	2
185	это очень	2	2
186	не могли	4	2
187	нет ни	2	2
188	он говорит	3	2
