N	2gram	Vinokur_Ku_1	Psycholo
1	в том	30	37
2	и в	24	32
3	и что	5	22
4	том что	21	21
5	то что	9	21
6	таким образом	12	21
7	потому что	23	21
8	что в	17	20
9	так же	4	18
10	может быть	13	18
11	что и	4	17
12	не может	7	17
13	точки зрения	14	17
14	что она	3	16
15	самом деле	9	16
16	того чтобы	17	14
17	что он	6	13
18	при этом	6	13
19	то же	8	13
20	для того	16	13
21	в этом	14	13
22	по себе	2	12
23	если мы	2	12
24	в самом	10	12
25	не только	10	12
26	заключается в	2	12
27	так как	9	12
28	на то	4	11
29	с тем	5	11
30	было бы	15	11
31	как и	2	10
32	и т	33	10
33	когда он	3	10
34	но и	6	10
35	и не	12	10
36	с точки	9	10
37	никогда не	2	9
38	что все	2	9
39	как в	4	9
40	тем что	8	9
41	что это	5	8
42	не менее	7	8
43	не в	11	8
44	т п	18	8
45	той же	3	8
46	того что	9	8
47	к тому	5	7
48	ясно что	3	7
49	и как	2	7
50	а не	8	7
51	в сущности	3	7
52	все эти	6	7
53	можно было	6	7
54	и его	5	7
55	только в	11	7
56	что они	4	7
57	в этой	3	6
58	тот же	2	6
59	и мы	2	6
60	он не	2	6
61	как бы	7	6
62	целый ряд	5	6
63	что если	2	6
64	о том	9	6
65	если бы	9	6
66	что его	2	5
67	в ней	6	5
68	до сих	4	5
69	сих пор	4	5
70	все это	6	5
71	как раз	8	5
72	этом отношении	5	5
73	на самом	2	5
74	и даже	3	5
75	как на	3	5
76	и на	4	5
77	в то	2	5
78	и более	2	4
79	с этой	2	4
80	тем не	4	4
81	как это	3	4
82	а на	2	4
83	несмотря на	3	4
84	иначе говоря	2	4
85	никак не	2	4
86	и тем	2	4
87	в нем	4	4
88	все же	12	4
89	из них	4	4
90	а в	5	4
91	и все	2	4
92	мы имеем	6	4
93	не имеет	2	4
94	и для	2	4
95	в данном	4	4
96	в языке	8	4
97	тому что	3	4
98	и с	5	4
99	с этим	4	4
100	в целом	4	4
101	ничего не	2	4
102	того как	4	4
103	между тем	5	4
104	в общем	3	3
105	не могут	2	3
106	состоит в	3	3
107	в частности	4	3
108	для этого	3	3
109	хотя бы	10	3
110	с другой	7	3
111	формы в	2	3
112	представление о	3	3
113	а только	8	3
114	по существу	4	3
115	так что	4	3
116	до конца	2	3
117	в свою	3	3
118	что с	2	3
119	например в	5	3
120	в своей	2	3
121	может служить	2	3
122	относится к	2	3
123	один из	4	3
124	то это	3	3
125	так и	7	3
126	том чтобы	8	3
127	были бы	2	3
128	бы и	2	3
129	в их	3	3
130	что же	6	3
131	это только	3	3
132	что не	5	3
133	должны быть	2	3
134	и он	3	3
135	в смысле	2	3
136	в каком	2	3
137	в которых	6	3
138	и то	3	3
139	того или	4	3
140	тогда когда	6	3
141	но в	2	3
142	в виду	5	3
143	это было	2	3
144	с его	4	2
145	даже для	2	2
146	однако не	6	2
147	казалось бы	3	2
148	в них	7	2
149	в какой	6	2
150	это не	7	2
151	одного и	2	2
152	в одном	3	2
153	в каждом	2	2
154	была бы	3	2
155	и говорит	2	2
156	или иного	3	2
157	этой точки	2	2
158	во всяком	5	2
159	и эти	3	2
160	том и	2	2
161	сводится к	3	2
162	и здесь	3	2
163	ни в	2	2
164	меньше всего	2	2
165	же время	2	2
166	как история	2	2
167	и при	2	2
168	тем более	2	2
169	свою очередь	3	2
170	еще не	5	2
171	но не	5	2
172	очевидно что	3	2
173	того же	4	2
174	действия и	2	2
175	вовсе не	10	2
176	на его	3	2
177	убедиться что	2	2
178	не имеют	3	2
179	том же	2	2
180	только потому	6	2
181	в его	12	2
182	всяком случае	5	2
183	все те	2	2
184	если в	2	2
185	оно не	3	2
186	том как	3	2
187	в состоянии	2	2
188	в этих	4	2
189	для нас	2	2
190	на том	3	2
191	вместе с	7	2
192	значение и	2	2
193	себе и	2	2
194	справедливо указывает	2	2
195	не на	4	2
196	другой стороны	6	2
197	в особенности	3	2
198	т д	14	2
199	а с	3	2
200	не было	3	2
201	что оно	3	2
202	роль в	4	2
203	а потому	5	2
204	к своему	2	2
205	в самой	4	2
206	на этот	2	2
207	увидим что	2	2
208	в таком	3	2
209	также и	2	2
210	ли это	2	2
211	в себе	3	2
212	смысл и	2	2
213	могли бы	2	2
214	в русском	4	2
215	в свое	2	2
216	на примере	2	2
217	там где	4	2
218	когда мы	2	2
219	не потому	5	2
220	в которой	6	2
221	к которому	3	2
