N	2gram	Bakhtin_Fr_6	Problemy
1	и в	41	34
2	и не	3	29
3	как бы	7	27
4	что он	6	23
5	в его	7	22
6	может быть	2	19
7	в нем	16	19
8	не может	4	19
9	и все	9	19
10	как и	7	18
11	к себе	2	17
12	но в	8	16
13	все это	11	16
14	и его	13	16
15	в этом	12	16
16	и с	16	15
17	прежде всего	10	15
18	он не	2	15
19	то же	5	14
20	к нему	3	14
21	самом деле	4	13
22	но и	13	12
23	же время	5	12
24	потому что	3	12
25	в то	6	12
26	вовсе не	7	11
27	в сущности	8	11
28	то что	10	11
29	не только	10	10
30	не в	4	9
31	а не	2	9
32	никогда не	8	8
33	в самом	10	8
34	так же	5	8
35	точки зрения	2	8
36	с ним	4	8
37	и для	3	8
38	в другом	4	8
39	что в	7	7
40	и даже	4	7
41	все же	4	7
42	как мы	12	7
43	что не	3	7
44	там где	5	7
45	что они	2	6
46	самим собой	2	6
47	и на	9	6
48	с его	5	6
49	от него	2	6
50	мы уже	18	6
51	так и	5	6
52	в плане	3	6
53	в себе	5	6
54	только в	3	6
55	он сам	3	5
56	все время	4	5
57	что это	5	5
58	и от	4	5
59	в конце	2	5
60	себе самом	2	5
61	так что	2	5
62	и что	5	5
63	того что	3	5
64	и сам	3	5
65	из них	5	5
66	таким образом	17	5
67	не мог	3	5
68	лишь в	2	5
69	а в	4	5
70	и наконец	4	5
71	в одном	5	5
72	даже в	4	5
73	и у	2	5
74	в чем	3	5
75	с другой	4	4
76	что все	2	4
77	но это	3	4
78	на этом	2	4
79	у него	7	4
80	при этом	3	4
81	на его	2	4
82	все эти	11	4
83	рядом с	5	4
84	в начале	3	4
85	так как	10	4
86	как раз	2	4
87	но не	2	4
88	как в	4	4
89	и прежде	2	4
90	с точки	2	4
91	с другими	3	4
92	тем что	5	4
93	он в	2	4
94	вместе с	6	4
95	уже в	4	3
96	для этого	2	3
97	в том	2	3
98	до конца	2	3
99	хотя и	2	3
100	в него	3	3
101	в котором	4	3
102	есть только	3	3
103	мы видели	2	3
104	уже говорили	11	3
105	жизни и	3	3
106	другой стороны	2	3
107	в одной	3	3
108	характер и	2	3
109	их в	2	3
110	говорит он	2	3
111	в ней	4	3
112	но он	5	3
113	говорить о	2	3
114	ведь и	2	3
115	во всем	5	3
116	как он	2	3
117	человека с	2	3
118	большинстве случаев	5	3
119	бы в	2	3
120	с миром	3	3
121	и во	2	3
122	в ее	5	3
123	том что	7	3
124	между тем	2	3
125	еще в	5	3
126	в своей	2	3
127	и как	4	3
128	и то	2	3
129	говорили что	3	3
130	только с	3	3
131	это было	2	3
132	отрывок из	2	2
133	это уже	2	2
134	понятно что	2	2
135	с этой	3	2
136	та же	4	2
137	переходит в	2	2
138	было и	2	2
139	в большинстве	4	2
140	первой книги	3	2
141	кажется что	2	2
142	например в	6	2
143	в эти	2	2
144	был бы	2	2
145	один из	6	2
146	в форме	2	2
147	в своем	5	2
148	которых мы	2	2
149	те же	3	2
150	тенденция к	2	2
151	каждый из	2	2
152	с этим	3	2
153	что даже	2	2
154	о том	9	2
155	сказать что	6	2
156	как она	2	2
157	во время	9	2
158	всех этих	2	2
159	для его	2	2
160	своего героя	3	2
161	в них	7	2
162	здесь и	8	2
163	того времени	2	2
164	выходит за	3	2
165	конечно в	2	2
166	как его	2	2
167	это и	2	2
168	более того	4	2
169	того же	4	2
170	тот же	4	2
171	было бы	3	2
172	мы увидим	3	2
173	со всеми	2	2
174	раз в	2	2
175	если б	2	2
176	конечно не	3	2
177	за пределы	2	2
178	во всех	17	2
179	вполне понятно	2	2
180	и потому	2	2
181	еще более	2	2
182	но с	2	2
183	в той	5	2
184	и он	5	2
185	той же	5	2
186	да еще	2	2
187	всех тех	2	2
188	и вообще	4	2
189	так сказать	2	2
