N	2gram	Vygotskiy__7	Otkroven
1	о человеке	2	29
2	и в	26	19
3	но и	11	13
4	и не	18	13
5	в этом	29	12
6	а не	6	11
7	не в	4	11
8	может быть	7	11
9	не только	24	11
10	вопрос о	6	10
11	в нем	2	10
12	никогда не	4	9
13	в самой	3	9
14	потому что	16	9
15	прежде всего	7	9
16	и он	2	8
17	лишь в	2	7
18	но он	2	7
19	до конца	5	7
20	он не	3	7
21	в его	4	7
22	все это	3	6
23	как и	15	6
24	то что	24	5
25	а в	2	5
26	отношение к	2	5
27	о его	3	5
28	в том	18	5
29	для него	3	5
30	в этой	3	5
31	в самом	9	5
32	его мысли	2	4
33	только и	3	4
34	того чтобы	19	4
35	что не	2	4
36	и его	12	4
37	все эти	6	4
38	не может	11	4
39	что в	12	4
40	к нему	3	3
41	не могут	4	3
42	в этих	2	3
43	только одно	2	3
44	и есть	2	3
45	мысли и	11	3
46	это не	3	3
47	о природе	7	3
48	что он	8	3
49	того что	14	3
50	для того	18	3
51	в своих	2	3
52	еще не	4	3
53	и от	4	3
54	могут быть	2	3
55	все что	6	3
56	и ее	2	3
57	в себе	9	3
58	было бы	6	3
59	никто не	2	3
60	о том	4	3
61	с ним	3	3
62	как бы	6	3
63	в этот	3	2
64	уже в	2	2
65	все же	6	2
66	что и	3	2
67	не есть	4	2
68	ее в	8	2
69	и для	5	2
70	с тем	5	2
71	можно ли	2	2
72	всего в	2	2
73	так и	3	2
74	что у	4	2
75	что же	2	2
76	как к	3	2
77	что все	2	2
78	к этому	2	2
79	по себе	3	2
80	и к	7	2
81	ко всем	2	2
82	не имеет	2	2
83	должно быть	2	2
84	в ее	6	2
85	в которой	11	2
86	что для	2	2
87	том что	17	2
88	так что	4	2
89	и то	7	2
90	что они	10	2
91	сказать что	8	2
92	и с	5	2
93	чем в	4	2
94	учение о	3	2
95	тем что	9	2
96	и против	2	2
97	одно из	5	2
98	ведь это	2	2
99	момент в	3	2
100	его в	2	2
101	в своей	3	2
102	так как	14	2
103	и о	3	2
104	к этой	2	2
105	ничего не	2	2
106	к ней	2	2
107	но в	4	2
108	и потому	3	2
