N	3gram	Losev_Prob_2	Psycholo
1	в том что	4	9
2	и т д	6	8
3	на то что	4	8
4	не может быть	3	8
5	в самом деле	2	7
6	о том что	14	7
7	во всяком случае	10	6
8	заключается в том	2	6
9	с одной стороны	5	5
10	само по себе	2	5
11	с другой стороны	5	5
12	подобно тому как	2	5
13	для того чтобы	2	5
14	только тогда когда	3	4
15	одной и той	2	3
16	и той же	2	3
17	точно так же	3	3
18	в конце концов	7	3
19	только в том	4	3
20	до сих пор	4	3
21	не только не	2	3
22	как будто бы	5	2
23	слова то есть	2	2
24	по этому поводу	2	2
25	более или менее	4	2
26	в таком случае	10	2
27	то же самое	5	2
28	то или иное	2	2
29	тем не менее	12	2
30	сама по себе	4	2
31	в настоящее время	16	2
32	в этом смысле	5	2
33	то есть в	2	2
34	в том случае	2	2
35	на самом деле	2	2
36	никак не может	2	2
