N	2gram	Losev_Dial_4	Myshleni
1	в том	11	28
2	и в	15	28
3	то что	16	28
4	в этом	11	27
5	того что	13	24
6	потому что	10	22
7	не может	11	19
8	том что	10	19
9	таким образом	5	18
10	что он	7	18
11	только в	7	18
12	что в	7	17
13	в силу	4	17
14	не только	8	16
15	так же	4	15
16	по сравнению	2	15
17	сравнению с	2	14
18	может быть	17	13
19	сказать что	6	13
20	точки зрения	14	13
21	в сфере	5	12
22	и не	30	11
23	как бы	14	11
24	что мы	7	11
25	в отношении	2	10
26	но и	4	10
27	от того	2	10
28	так как	14	10
29	того чтобы	5	10
30	с точки	9	10
31	было бы	9	9
32	мы можем	3	9
33	никогда не	2	8
34	в самом	2	8
35	еще не	4	8
36	тем самым	3	8
37	для того	5	8
38	тем что	2	8
39	показывает что	2	7
40	если бы	6	7
41	в нем	5	7
42	в сущности	5	7
43	в своем	5	7
44	заключается в	2	7
45	что оно	7	7
46	мы видим	4	7
47	вместе с	2	7
48	то же	9	7
49	в которой	2	7
50	так что	6	6
51	и как	4	6
52	и что	9	6
53	не имеет	14	6
54	в то	6	6
55	тогда когда	5	6
56	как и	7	6
57	можно сказать	5	6
58	так и	5	6
59	как раз	4	6
60	мы не	9	6
61	в чем	8	6
62	в области	3	6
63	не могут	2	5
64	это не	12	5
65	вопрос о	2	5
66	и тем	6	5
67	в свете	5	5
68	в разных	2	5
69	и на	5	5
70	и все	11	5
71	но в	3	5
72	что все	4	5
73	нашего исследования	2	5
74	с тем	4	5
75	то в	5	5
76	того как	2	5
77	могут быть	3	5
78	в этой	4	5
79	не могли	2	5
80	я не	5	4
81	именно в	5	4
82	в частности	2	4
83	на то	5	4
84	что на	2	4
85	не в	8	4
86	на этом	3	4
87	но что	5	4
88	совпадает с	2	4
89	но если	5	4
90	к жизни	3	4
91	с этим	3	4
92	и следовательно	3	4
93	мы имеем	5	4
94	в понятии	2	4
95	ясно что	11	4
96	только тогда	5	4
97	в качестве	2	4
98	оно не	2	4
99	что и	6	4
100	во всех	2	4
101	той же	5	4
102	и то	3	4
103	в себе	8	4
104	вещей как	2	3
105	из этих	2	3
106	как это	2	3
107	это есть	13	3
108	есть в	4	3
109	что с	2	3
110	в нашей	2	3
111	при этом	2	3
112	мог бы	2	3
113	и той	3	3
114	хотя и	6	3
115	но мы	2	3
116	в их	3	3
117	и только	2	3
118	и по	2	3
119	в основе	10	3
120	но как	2	3
121	а это	2	3
122	бы в	4	3
123	возможно только	3	3
124	от этого	3	3
125	с его	5	3
126	только не	3	3
127	в них	2	3
128	мы нашли	2	3
129	лежит в	3	3
130	по себе	13	3
131	это и	9	3
132	мы должны	4	3
133	не по	2	3
134	один из	4	3
135	в его	4	3
136	как в	3	3
137	одной и	3	3
138	в себя	5	3
139	а не	18	3
140	что такое	5	3
141	и его	7	3
142	чего не	3	3
143	отношении к	2	3
144	отношения к	3	3
145	как только	5	2
146	не менее	2	2
147	по типу	2	2
148	в меру	5	2
149	для этого	2	2
150	с этой	2	2
151	прежде всего	11	2
152	что именно	7	2
153	но это	4	2
154	и другое	2	2
155	в пользу	2	2
156	дает в	2	2
157	себе и	2	2
158	в котором	2	2
159	себе что	2	2
160	из них	2	2
161	если мы	5	2
162	все это	9	2
163	другой стороны	2	2
164	мы говорим	2	2
165	все эти	3	2
166	можно только	3	2
167	но только	5	2
168	и наконец	3	2
169	мы всегда	2	2
170	с ними	4	2
171	известно что	3	2
172	от него	3	2
173	необходимо чтобы	2	2
174	с ним	3	2
175	понятие о	2	2
176	том как	2	2
177	для всех	3	2
178	в одном	4	2
179	этом смысле	4	2
180	что уже	2	2
181	у нас	3	2
182	она не	4	2
183	мы уже	3	2
184	как таковое	3	2
185	во внимание	2	2
186	видим в	2	2
187	в своей	3	2
188	что если	3	2
189	все же	2	2
190	когда он	3	2
191	ее в	2	2
192	и оказывается	2	2
193	мы начинаем	2	2
194	только что	2	2
195	вот почему	3	2
196	в данном	3	2
197	что я	5	2
198	и вообще	7	2
199	что они	4	2
200	что эта	2	2
