N	2gram	Bakhtin_Fr_2	Myslijsy
1	то есть	32	30
2	и в	49	24
3	может быть	5	23
4	то что	6	20
5	и не	15	19
6	в том	3	18
7	что в	2	16
8	не только	17	15
9	при этом	5	13
10	было бы	3	13
11	но не	5	12
12	не может	7	12
13	то же	7	12
14	мы можем	2	12
15	вместе с	2	11
16	только в	13	11
17	таким образом	7	11
18	для него	9	10
19	в себе	4	10
20	так как	6	10
21	вовсе не	10	9
22	в нем	9	9
23	как бы	11	9
24	но и	13	9
25	под влиянием	2	8
26	а в	4	8
27	том что	4	8
28	и на	17	8
29	в этом	15	8
30	могут быть	2	8
31	прежде всего	19	7
32	во всяком	2	7
33	всяком случае	2	7
34	во всех	6	7
35	как и	11	7
36	тем что	4	7
37	того как	2	7
38	связи с	2	6
39	с другой	4	6
40	в одном	3	6
41	по поводу	2	6
42	не было	4	6
43	в то	6	6
44	уже в	5	5
45	с ним	4	5
46	же в	3	5
47	что они	2	5
48	тот же	5	5
49	на то	2	5
50	о том	3	5
51	так и	6	5
52	в них	13	5
53	из них	3	5
54	все же	7	5
55	место в	3	4
56	во время	12	4
57	никогда не	5	4
58	из этих	5	4
59	что он	3	4
60	одна из	4	4
61	до сих	4	4
62	еще не	2	4
63	в самом	3	4
64	сих пор	4	4
65	так в	3	4
66	с одной	3	4
67	тому как	2	4
68	подобно тому	2	4
69	там где	4	4
70	но в	4	4
71	но даже	2	3
72	так например	2	3
73	и все	3	3
74	человека и	3	3
75	на все	3	3
76	думать что	2	3
77	хотя и	2	3
78	все что	2	3
79	одной стороны	3	3
80	но это	2	3
81	относится к	5	3
82	в самой	2	3
83	в ней	2	3
84	и во	4	3
85	себе в	2	3
86	как на	4	3
87	что для	3	3
88	рядом с	6	3
89	вряд ли	2	3
90	и вообще	3	3
91	далеко не	3	3
92	в этих	4	3
93	в эту	5	3
94	всех этих	3	2
95	перестает быть	2	2
96	в нашем	2	2
97	связанные с	2	2
98	этих последних	3	2
99	и его	17	2
100	превращается в	3	2
101	но он	6	2
102	что слово	2	2
103	и это	3	2
104	в жизни	4	2
105	в собственном	3	2
106	с его	5	2
107	не дает	3	2
108	за пределы	2	2
109	но все	4	2
110	все эти	7	2
111	есть в	2	2
112	так же	2	2
113	у него	2	2
114	же время	6	2
115	связано с	2	2
116	в формах	2	2
117	было связано	2	2
118	и следовательно	2	2
119	к ней	2	2
120	в его	18	2
121	и потому	5	2
122	как именно	2	2
123	один из	7	2
124	к первой	2	2
125	но эти	3	2
126	все это	9	2
127	другой стороны	3	2
128	не во	2	2
129	в связи	2	2
130	и других	3	2
131	на самом	2	2
132	в себя	6	2
133	мы находим	4	2
134	того чтобы	2	2
135	отношения к	4	2
136	их в	3	2
137	сказать что	6	2
138	что только	2	2
139	даже и	2	2
140	в другом	2	2
141	во всем	3	2
142	во все	2	2
143	мы должны	2	2
