N	2gram	Losev_Prob_2	Myshleni
1	в том	12	42
2	том что	19	35
3	таким образом	4	25
4	точки зрения	2	24
5	в этом	17	24
6	в качестве	2	21
7	и в	35	20
8	что в	11	19
9	заключается в	4	18
10	в основе	3	17
11	понятий в	2	16
12	то же	5	16
13	то что	38	15
14	не только	24	15
15	что они	3	14
16	мышления и	2	14
17	как мы	5	13
18	с другой	6	12
19	при этом	3	12
20	в их	3	12
21	потому что	13	12
22	может быть	18	12
23	в целом	3	11
24	так же	5	11
25	в его	7	11
26	мы должны	3	11
27	того что	12	10
28	в истории	3	10
29	так как	7	10
30	в отношении	4	10
31	если мы	9	10
32	и то	10	10
33	в себе	5	10
34	только в	14	10
35	мы могли	2	9
36	и как	4	9
37	одной стороны	5	9
38	но и	16	9
39	другой стороны	5	9
40	с одной	5	9
41	могли бы	3	9
42	как и	5	9
43	тот же	4	9
44	что и	2	9
45	и не	37	8
46	и тем	4	8
47	и что	13	8
48	в результате	4	8
49	значения слова	4	8
50	тогда когда	3	8
51	этом смысле	5	8
52	было бы	8	8
53	вместе с	2	8
54	и более	5	7
55	как бы	4	7
56	что мы	14	7
57	же самое	6	7
58	значение слова	4	7
59	и тот	3	7
60	самом деле	4	7
61	тем самым	7	7
62	а не	10	7
63	того чтобы	2	7
64	тем что	4	7
65	один и	2	7
66	уже в	3	6
67	к тому	3	6
68	такого рода	15	6
69	в самом	5	6
70	не может	13	6
71	и на	5	6
72	сказать что	24	6
73	его в	3	6
74	слово в	2	6
75	с тем	3	6
76	что он	4	6
77	той же	2	6
78	можно было	5	6
79	перед нами	2	5
80	в частности	5	5
81	на то	6	5
82	в действительности	2	5
83	что такое	18	5
84	не является	7	5
85	только не	3	5
86	если бы	4	5
87	между собой	5	5
88	с этим	5	5
89	и к	3	5
90	все же	8	5
91	и того	3	5
92	о том	18	5
93	мы уже	3	5
94	речь идет	2	5
95	так и	7	5
96	одной и	2	5
97	для того	3	5
98	все эти	7	5
99	мы можем	6	5
100	слова и	4	5
101	в нашем	3	4
102	тому что	3	4
103	в своем	4	4
104	первый план	3	4
105	для нас	9	4
106	является не	2	4
107	что с	2	4
108	и той	4	4
109	на том	3	4
110	и только	4	4
111	что оно	2	4
112	роль в	2	4
113	этой теории	4	4
114	как они	2	4
115	и с	10	4
116	нашего исследования	3	4
117	на первый	4	4
118	и при	2	4
119	по своему	5	4
120	нами в	2	4
121	не в	2	4
122	и для	6	4
123	во всяком	13	4
124	которые в	2	4
125	в области	6	4
126	не могут	4	3
127	не менее	13	3
128	одним и	2	3
129	в этих	4	3
130	понятий не	2	3
131	и от	3	3
132	точно так	3	3
133	что все	6	3
134	значении слова	2	3
135	и понятие	2	3
136	слова то	3	3
137	а только	6	3
138	так что	11	3
139	в этой	9	3
140	знает что	2	3
141	значением слова	3	3
142	себе и	2	3
143	которые мы	3	3
144	в условиях	2	3
145	и является	3	3
146	в виду	8	3
147	всяком случае	10	3
148	один из	3	3
149	в связи	5	3
150	должно быть	2	3
151	и мышления	2	3
152	значения слов	2	3
153	но в	6	3
154	отнюдь не	5	3
155	этом случае	7	3
156	бы в	3	3
157	представляет собой	2	3
158	но не	4	3
159	не являются	3	3
160	внимание на	3	3
161	совершенно не	2	3
162	нас в	3	3
163	ни в	6	3
164	является в	2	3
165	в виде	6	3
166	связи с	5	3
167	ничего общего	3	3
168	и поэтому	2	3
169	как только	3	2
170	том числе	2	2
171	содержит в	2	2
172	числе и	2	2
173	свое место	2	2
174	прежде всего	11	2
175	в настоящее	16	2
176	теории и	3	2
177	что на	4	2
178	общего между	2	2
179	мы и	6	2
180	на одни	2	2
181	что если	4	2
182	собой и	4	2
183	на нем	2	2
184	в нашей	3	2
185	случае не	4	2
186	в ней	2	2
187	в него	2	2
188	к нему	2	2
189	другими словами	6	2
190	данном случае	5	2
191	отличается от	2	2
192	относятся к	3	2
193	не просто	11	2
194	этой области	3	2
195	здесь мы	3	2
196	между этими	2	2
197	не имеет	7	2
198	нам в	2	2
199	а в	4	2
200	вообще не	4	2
201	во многих	2	2
202	не знает	3	2
203	существует ли	3	2
204	также и	12	2
205	в данном	10	2
206	из этих	3	2
207	и здесь	4	2
208	но как	6	2
209	самого себя	2	2
210	ли мы	2	2
211	настоящее время	16	2
212	что всякое	2	2
213	их в	4	2
214	когда мы	6	2
215	и которые	2	2
216	уже и	3	2
217	это в	2	2
218	что слово	3	2
219	представить себе	4	2
220	ясно что	8	2
221	стороны и	4	2
222	основой для	2	2
223	зависимости от	2	2
224	мы возьмем	2	2
225	что при	4	2
226	указывает на	5	2
227	и понятием	3	2
228	еще не	10	2
229	мы в	3	2
230	никак не	11	2
231	все другие	2	2
232	далеко не	4	2
233	а также	2	2
234	даже в	2	2
235	не есть	33	2
236	языке и	4	2
237	и речи	3	2
238	мысли и	2	2
239	только на	9	2
240	в языке	15	2
241	входит в	2	2
242	если не	4	2
243	в той	2	2
244	под этим	5	2
245	слово и	2	2
246	исследования в	2	2
247	в слове	3	2
248	в таком	11	2
249	тому как	3	2
250	это значит	4	2
251	подобно тому	2	2
252	в каком	4	2
253	существует только	2	2
254	анализа и	3	2
255	и это	5	2
256	здесь не	2	2
257	едва ли	9	2
258	которые не	2	2
259	значит что	4	2
