N	2gram	Vygotskiy__6	Tvorches
1	и в	28	20
2	не только	16	13
3	никогда не	8	11
4	как бы	11	11
5	в его	3	10
6	таким образом	18	10
7	в то	6	10
8	и его	3	9
9	и не	11	9
10	прежде всего	2	8
11	в том	28	8
12	при этом	3	8
13	но и	10	8
14	может быть	13	8
15	в этом	27	8
16	это не	5	7
17	что в	17	7
18	не может	19	7
19	то же	7	7
20	потому что	22	7
21	у него	2	6
22	в конце	2	6
23	что он	18	6
24	как и	6	6
25	в целом	3	6
26	в своей	2	6
27	так и	6	6
28	все это	2	6
29	именно в	4	6
30	а не	3	6
31	если он	2	5
32	но это	2	5
33	еще не	8	5
34	но не	10	5
35	например в	4	5
36	все же	2	5
37	так же	15	5
38	и на	5	5
39	в этой	5	5
40	за собой	3	4
41	что у	2	4
42	и от	2	4
43	мы не	6	4
44	показывает что	7	4
45	том что	19	4
46	мы видим	7	4
47	что они	2	4
48	на его	3	4
49	хотя и	3	4
50	когда он	2	4
51	как в	3	4
52	все эти	2	4
53	тем самым	8	4
54	не в	4	4
55	а в	2	4
56	в чем	6	4
57	если бы	7	4
58	но в	5	4
59	он сам	2	3
60	же как	6	3
61	казалось бы	2	3
62	с этой	2	3
63	в одной	4	3
64	с ним	2	3
65	по самой	5	3
66	в пользу	2	3
67	отношению к	10	3
68	для него	6	3
69	в самом	8	3
70	он не	7	3
71	в котором	2	3
72	и др	2	3
73	один из	3	3
74	в нем	7	3
75	то что	28	3
76	вместе с	7	3
77	сих пор	3	3
78	в их	3	3
79	по отношению	10	3
80	так как	10	3
81	в свете	5	3
82	одним из	2	3
83	самой своей	4	3
84	этот вопрос	3	3
85	тем что	8	3
86	в своих	3	3
87	в которых	2	3
88	в себе	4	3
89	его в	6	3
90	в плане	3	3
91	до сих	3	3
92	зависит от	3	2
93	все время	3	2
94	не менее	2	2
95	думается что	5	2
96	точку зрения	2	2
97	с другой	2	2
98	в такой	2	2
99	в одном	2	2
100	я не	4	2
101	что на	4	2
102	у нас	2	2
103	так что	6	2
104	более того	2	2
105	что я	2	2
106	на ней	2	2
107	как известно	7	2
108	в частности	4	2
109	видим в	2	2
110	том же	5	2
111	но если	4	2
112	к жизни	4	2
113	не могли	5	2
114	в процессе	9	2
115	как по	4	2
116	приводит к	6	2
117	другом в	2	2
118	и других	7	2
119	к анализу	3	2
120	самом деле	2	2
121	и что	6	2
122	и наконец	2	2
123	на этот	4	2
124	другой стороны	2	2
125	и по	3	2
126	друг друга	4	2
127	с другими	2	2
128	с ними	2	2
129	в основе	3	2
130	из них	2	2
131	могут быть	5	2
132	известно что	2	2
133	в которой	7	2
134	и вообще	2	2
135	и только	3	2
136	только в	18	2
137	этот факт	2	2
138	действия и	3	2
139	из этого	2	2
140	начинается с	3	2
141	к которому	2	2
