N	2gram	Losev_Prob_3	Analitik
1	в качестве	3	31
2	может быть	28	29
3	в том	21	27
4	не может	7	22
5	и не	35	21
6	в частности	2	19
7	и в	44	18
8	а не	18	17
9	но и	10	17
10	отнюдь не	10	15
11	не только	14	15
12	не в	13	14
13	как и	10	13
14	в его	9	13
15	в этом	17	13
16	том что	12	12
17	при этом	4	12
18	произведения в	2	11
19	в себе	8	11
20	то есть	34	11
21	но не	3	10
22	то же	13	9
23	а в	5	9
24	в то	9	9
25	есть не	5	8
26	не есть	35	8
27	в той	3	8
28	но в	12	8
29	к тому	3	7
30	этого слова	5	7
31	тем самым	5	7
32	это не	9	6
33	прежде всего	3	6
34	или иной	8	6
35	в самом	3	6
36	себя в	2	6
37	той или	12	6
38	то что	23	6
39	в своей	5	6
40	в отличие	2	6
41	отличие от	3	6
42	в основе	2	6
43	точки зрения	5	6
44	только в	19	6
45	мы имеем	2	6
46	художественного произведения	14	5
47	и как	3	5
48	в этой	3	5
49	что в	8	5
50	такого рода	6	5
51	как бы	9	5
52	в целом	6	5
53	художественное произведение	8	5
54	в их	2	5
55	и состоит	2	5
56	и его	5	5
57	что иное	4	5
58	о том	6	5
59	иное как	4	5
60	того что	8	4
61	и более	2	4
62	могут быть	2	4
63	с другой	7	4
64	по себе	25	4
65	не что	4	4
66	ни в	8	4
67	того же	2	4
68	все же	6	4
69	вместе с	2	4
70	так и	10	4
71	собственно говоря	5	4
72	именно в	2	4
73	из того	3	4
74	уже не	7	4
75	ни было	3	4
76	из которых	2	4
77	с точки	2	4
78	с другими	3	4
79	в другом	2	4
80	с ним	7	4
81	и есть	5	3
82	однако в	2	3
83	в нашем	5	3
84	то ни	6	3
85	хотя бы	3	3
86	и все	3	3
87	в любом	3	3
88	или иного	3	3
89	в нем	9	3
90	и к	6	3
91	что он	9	3
92	она может	2	3
93	и т	13	3
94	том или	3	3
95	еще не	5	3
96	никто не	2	3
97	он не	8	3
98	в котором	2	3
99	дело не	2	3
100	что и	9	3
101	бы то	4	3
102	ни с	4	3
103	а именно	8	3
104	таким образом	9	3
105	а с	2	3
106	с одной	2	3
107	от себя	2	3
108	того или	6	3
109	в таком	5	3
110	или ином	2	3
111	как будто	3	3
112	что мы	8	3
113	разного рода	2	3
114	будто бы	3	3
115	в художественном	3	3
116	бы быть	3	3
117	а также	4	3
118	если бы	3	3
119	таком случае	4	3
120	может иметь	3	2
121	и то	14	2
122	не являются	2	2
123	никогда не	6	2
124	все эти	7	2
125	для этого	6	2
126	не столько	2	2
127	не является	11	2
128	не просто	23	2
129	вовсе не	37	2
130	или иных	4	2
131	а как	2	2
132	можно сказать	6	2
133	тех или	5	2
134	в искусстве	4	2
135	самое время	4	2
136	в начале	2	2
137	то в	3	2
138	и потому	7	2
139	и сам	5	2
140	для него	3	2
141	случае не	3	2
142	было бы	8	2
143	для чего	2	2
144	за пределы	5	2
145	и о	5	2
146	понимать как	3	2
147	и является	4	2
148	произведение в	2	2
149	сами по	6	2
150	широком смысле	2	2
151	из них	2	2
152	в процессе	2	2
153	и до	2	2
154	данном случае	7	2
155	что же	8	2
156	и тогда	3	2
157	который в	2	2
158	другой стороны	5	2
159	отличается от	4	2
160	здесь не	8	2
161	отношения к	3	2
162	на самом	7	2
163	самом деле	3	2
164	едва ли	5	2
165	и по	2	2
166	как мы	8	2
167	ничто не	2	2
168	то он	2	2
169	также и	16	2
170	тем более	3	2
171	героя в	2	2
172	для себя	2	2
173	в данном	9	2
174	даже самое	2	2
175	же самое	9	2
176	могли бы	4	2
177	жизни но	2	2
178	при помощи	8	2
179	нет ничего	6	2
180	так как	9	2
181	потому что	25	2
182	в которой	2	2
183	и с	9	2
