N	2gram	Voloshinov_1	Hudozhes
1	и не	4	16
2	в том	3	15
3	и в	16	15
4	не только	7	15
5	в частности	2	13
6	может быть	17	13
7	при этом	6	12
8	а в	3	12
9	и его	8	12
10	в этом	9	11
11	как бы	5	10
12	но и	4	10
13	так и	4	10
14	то же	2	10
15	в его	4	9
16	точки зрения	8	9
17	в душе	2	8
18	сводится к	2	8
19	но в	4	7
20	я и	6	7
21	в основе	3	6
22	с его	7	6
23	что в	3	6
24	том что	3	6
25	отношение к	5	6
26	не может	8	6
27	художественного творчества	4	5
28	могут быть	3	5
29	можно сказать	4	5
30	ни в	5	5
31	только в	4	5
32	в самом	2	5
33	в нем	4	5
34	с ее	4	5
35	то что	3	5
36	между ними	3	5
37	и т.п	2	5
38	а на	2	4
39	в этих	3	4
40	прежде всего	9	4
41	и как	3	4
42	для него	6	4
43	еще не	5	4
44	он не	2	4
45	в своей	2	4
46	отношения к	3	4
47	сказать что	7	4
48	говорить о	2	4
49	не знает	2	4
50	как это	3	4
51	не менее	2	3
52	конечном счете	2	3
53	этом смысле	3	3
54	что он	2	3
55	и к	6	3
56	в пределах	2	3
57	по своему	2	3
58	того же	2	3
59	в конечном	3	3
60	не будет	2	3
61	не на	2	3
62	таким образом	9	3
63	как и	2	3
64	с точки	6	3
65	во всей	2	3
66	и для	2	3
67	их в	3	3
68	что можно	2	3
69	и ее	4	3
70	его в	4	3
71	в области	3	3
72	на этом	3	2
73	себя и	2	2
74	в них	2	2
75	в одном	3	2
76	в итоге	2	2
77	при всей	2	2
78	есть в	2	2
79	с их	3	2
80	за пределы	2	2
81	во всех	3	2
82	и о	2	2
83	и потому	3	2
84	оно не	2	2
85	и др	3	2
86	и притом	3	2
87	все эти	5	2
88	и по	2	2
89	так же	2	2
90	с ним	2	2
91	с другими	3	2
92	и на	4	2
93	у него	2	2
94	но как	2	2
95	в этой	4	2
96	о том	2	2
97	и это	6	2
98	мира и	3	2
99	в чем	5	2
100	для меня	2	2
