N	2gram	Losev_Prob_5	Problemy
1	и в	30	43
2	и не	12	29
3	может быть	7	23
4	как бы	6	22
5	не может	5	18
6	но и	13	14
7	как и	7	14
8	точки зрения	10	13
9	в этом	17	13
10	что он	7	13
11	в нем	6	12
12	в одном	3	12
13	не в	7	11
14	по себе	2	11
15	не только	18	11
16	прежде всего	6	10
17	и на	6	10
18	но в	9	10
19	в его	12	10
20	как мы	2	10
21	никогда не	7	9
22	еще не	3	9
23	он не	3	9
24	то же	2	8
25	с точки	8	8
26	и его	6	8
27	или в	4	8
28	о себе	2	7
29	до сих	2	7
30	и сам	4	7
31	в самом	5	7
32	в то	4	7
33	то что	18	7
34	сих пор	2	7
35	а не	5	7
36	в другом	3	7
37	в том	12	6
38	при этом	4	6
39	в котором	2	6
40	и все	9	6
41	у него	11	6
42	здесь не	7	6
43	на то	2	5
44	да и	2	5
45	так что	11	5
46	хотя и	8	5
47	к нему	3	5
48	по отношению	2	5
49	таким образом	13	5
50	все эти	2	5
51	а в	6	5
52	и с	5	5
53	вовсе не	8	5
54	о том	12	5
55	но не	7	5
56	было бы	4	5
57	никак не	8	5
58	и что	6	5
59	отношению к	2	5
60	самом деле	2	5
61	и он	4	5
62	в себе	4	5
63	я не	2	4
64	не могут	2	4
65	что в	5	4
66	в своем	11	4
67	с другой	6	4
68	к тому	2	4
69	в самой	3	4
70	и нет	2	4
71	в результате	7	4
72	но он	5	4
73	так как	6	4
74	то есть	21	4
75	в них	2	4
76	в своей	22	4
77	и до	2	4
78	мы не	2	4
79	как раз	5	4
80	только в	9	4
81	далеко не	4	4
82	же не	4	4
83	не менее	5	3
84	мы будем	2	3
85	в отношении	3	3
86	это не	2	3
87	в одной	2	3
88	он сам	3	3
89	он был	2	3
90	есть в	2	3
91	кроме того	2	3
92	образом как	2	3
93	но для	2	3
94	в виду	3	3
95	и их	5	3
96	и только	2	3
97	не за	2	3
98	и даже	14	3
99	он и	5	3
100	его в	6	3
101	с ним	3	3
102	между тем	2	3
103	и к	4	3
104	по существу	2	3
105	того же	4	3
106	здесь в	2	3
107	тот же	3	3
108	со всеми	2	3
109	когда он	2	3
110	что и	6	3
111	все же	9	3
112	на него	2	3
113	так и	7	3
114	уже не	6	3
115	другой стороны	6	3
116	также и	12	3
117	и для	6	3
118	можно было	2	3
119	ничего не	2	3
120	тем что	2	3
121	в виде	10	3
122	уже в	2	2
123	что у	5	2
124	в конце	8	2
125	человека и	4	2
126	была бы	2	2
127	от них	2	2
128	тем не	5	2
129	для нас	10	2
130	ни в	4	2
131	без всякого	2	2
132	себе а	2	2
133	и как	6	2
134	но все	4	2
135	мы и	2	2
136	знает что	3	2
137	художественного творчества	8	2
138	в глаза	2	2
139	него не	2	2
140	и является	2	2
141	время как	3	2
142	в настоящее	3	2
143	отношение к	2	2
144	и без	2	2
145	то и	2	2
146	того что	3	2
147	так же	5	2
148	не входит	2	2
149	сказать что	9	2
150	настоящее время	3	2
151	из них	2	2
152	во всяком	2	2
153	человек и	2	2
154	уже и	2	2
155	раз и	2	2
156	этом смысле	3	2
157	об этом	4	2
158	в первой	2	2
159	у нас	7	2
160	то время	3	2
161	указывает на	3	2
162	конечно не	2	2
163	он говорит	2	2
164	и о	5	2
165	конце концов	6	2
166	для себя	5	2
167	дело в	2	2
168	ее в	2	2
169	он пишет	2	2
170	как в	2	2
171	а с	4	2
172	еще более	3	2
173	и они	2	2
174	том что	17	2
175	что не	2	2
176	тем же	3	2
177	хотя бы	2	2
178	в таком	2	2
179	что этот	5	2
180	и то	5	2
181	мы можем	5	2
182	бы не	3	2
183	иной раз	2	2
184	того как	5	2
