N	2gram	Vygotskiy__3	KulturaY
1	потому что	6	25
2	и в	25	23
3	не только	6	20
4	в том	23	19
5	в этом	14	18
6	и не	10	16
7	было бы	10	15
8	так как	12	15
9	может быть	13	15
10	точки зрения	6	14
11	если бы	5	12
12	в самом	3	12
13	все эти	7	12
14	том что	20	11
15	того чтобы	8	11
16	в области	7	11
17	что в	17	10
18	по себе	7	10
19	то что	15	9
20	для того	7	9
21	можно было	6	9
22	не может	6	9
23	с другой	6	8
24	прежде всего	4	8
25	не в	6	8
26	в качестве	12	8
27	только потому	2	8
28	уже не	2	8
29	и что	10	8
30	что это	5	7
31	не менее	6	7
32	в силу	6	7
33	все же	6	7
34	но и	4	7
35	другой стороны	3	7
36	то обстоятельство	3	7
37	с помощью	42	7
38	обстоятельство что	3	7
39	слова в	2	6
40	в этой	5	6
41	но не	6	6
42	в речи	2	6
43	тем не	5	6
44	речи в	4	6
45	то же	2	6
46	этот вопрос	3	6
47	между тем	3	6
48	и на	6	6
49	что мы	7	6
50	не могут	4	5
51	этом смысле	2	5
52	ясно что	2	5
53	что он	6	5
54	об этом	2	5
55	тот же	2	5
56	еще не	4	5
57	в его	15	5
58	всяком случае	4	5
59	этого слова	4	5
60	один из	6	5
61	слова и	6	5
62	речь в	2	5
63	вместе с	14	5
64	приводит к	4	5
65	все это	6	5
66	таким образом	17	5
67	там где	4	5
68	как это	7	5
69	и то	2	5
70	речи и	8	5
71	во всяком	4	5
72	само по	2	5
73	и здесь	2	5
74	только в	10	5
75	зависимости от	6	5
76	мы имеем	4	5
77	можно ли	2	4
78	отнюдь не	4	4
79	в зависимости	5	4
80	в них	2	4
81	перед нами	10	4
82	к этому	3	4
83	на то	4	4
84	если мы	3	4
85	к тому	4	4
86	но только	3	4
87	мы знаем	4	4
88	для нас	2	4
89	ни в	9	4
90	но все	2	4
91	должно быть	2	4
92	в нашей	2	4
93	или в	2	4
94	от того	4	4
95	хотя и	2	4
96	как бы	10	4
97	в нем	2	4
98	на этой	5	4
99	так же	17	4
100	в связи	6	4
101	в результате	3	4
102	сказать что	4	4
103	могут быть	5	4
104	в каком	2	4
105	в то	4	4
106	так и	5	4
107	на этом	3	3
108	уже в	7	3
109	всех этих	2	3
110	для этого	2	3
111	что слово	4	3
112	речи не	2	3
113	главным образом	2	3
114	что оно	4	3
115	а также	2	3
116	же в	2	3
117	но это	5	3
118	того же	6	3
119	связи с	9	3
120	он не	4	3
121	в сфере	2	3
122	что и	10	3
123	в процессе	27	3
124	что она	5	3
125	как в	9	3
126	отличается от	3	3
127	с этим	4	3
128	то и	4	3
129	этом отношении	3	3
130	именно в	5	3
131	это так	2	3
132	как мы	8	3
133	того что	10	3
134	из которых	5	3
135	и по	5	3
136	или иначе	2	3
137	а в	4	3
138	и его	2	3
139	слова не	2	3
140	тем что	8	3
141	последнее время	3	3
142	от речи	3	3
143	и это	4	3
144	в отношении	6	2
145	мы будем	2	2
146	они имеют	2	2
147	же как	6	2
148	с тем	16	2
149	речи но	2	2
150	в частности	4	2
151	никогда не	4	2
152	смысле этого	4	2
153	состоит в	3	2
154	о котором	2	2
155	оно не	2	2
156	с этой	3	2
157	не как	3	2
158	и от	2	2
159	и все	4	2
160	и речь	4	2
161	одного из	2	2
162	связанные с	2	2
163	или иного	2	2
164	его к	3	2
165	что они	10	2
166	мы могли	9	2
167	очень часто	2	2
168	и потому	2	2
169	с одной	5	2
170	свою очередь	2	2
171	бы сказать	3	2
172	с той	2	2
173	смысле слова	2	2
174	в свою	3	2
175	когда в	3	2
176	при этом	5	2
177	мы в	2	2
178	таким же	2	2
179	того или	2	2
180	мы видели	6	2
181	по сравнению	4	2
182	в своей	2	2
183	на том	3	2
184	все они	2	2
185	для обозначения	2	2
186	в своем	4	2
187	в отличие	6	2
188	того как	3	2
189	и для	2	2
190	которых мы	2	2
191	это положение	2	2
192	как и	15	2
193	этой точки	2	2
194	здесь мы	2	2
195	тем самым	2	2
196	и у	6	2
197	на этот	2	2
198	тем же	4	2
199	который мы	2	2
200	в корне	2	2
201	той же	4	2
202	с ними	3	2
203	в которых	3	2
204	так мы	2	2
205	от этого	6	2
206	в живом	3	2
207	в своих	2	2
208	ни на	2	2
209	мы должны	6	2
210	могли бы	11	2
211	заключается в	9	2
212	отличие от	6	2
213	слов и	5	2
