N	2gram	Tiupa_Hudo_2	Problema
1	и в	28	44
2	вовсе не	2	37
3	и не	18	35
4	может быть	8	28
5	потому что	2	25
6	то что	6	23
7	в том	15	21
8	только в	4	19
9	а не	14	18
10	в этом	13	17
11	для нас	3	16
12	сказать что	2	16
13	не только	11	14
14	и то	2	14
15	не в	13	13
16	и т	4	13
17	т д	2	13
18	то же	6	13
19	но в	2	12
20	том что	19	12
21	не является	2	11
22	не менее	5	10
23	но и	9	10
24	отнюдь не	2	10
25	как и	11	10
26	тем не	4	10
27	так и	8	10
28	это не	6	9
29	и от	2	9
30	в нем	3	9
31	и с	6	9
32	же самое	3	9
33	как бы	5	9
34	что он	8	9
35	в то	6	9
36	в его	11	9
37	что и	4	9
38	в данном	2	9
39	и это	3	9
40	перед нами	11	8
41	что в	5	8
42	или иной	2	8
43	было бы	3	8
44	он не	4	8
45	что же	2	8
46	как раз	4	8
47	как мы	2	8
48	в себе	9	8
49	здесь не	2	8
50	с другой	3	7
51	данном случае	2	7
52	не может	4	7
53	уже не	10	7
54	еще и	2	7
55	с ним	7	7
56	никогда не	5	6
57	можно сказать	6	6
58	жизни и	6	6
59	и только	2	6
60	того или	2	6
61	нет ничего	2	6
62	и к	2	6
63	о том	12	6
64	все же	2	6
65	в виде	2	6
66	не было	6	5
67	в нашем	2	5
68	да и	5	5
69	что они	4	5
70	как о	3	5
71	и сам	5	5
72	в ней	3	5
73	все это	3	5
74	то и	4	5
75	в своем	5	5
76	а в	6	5
77	точки зрения	2	5
78	еще не	3	5
79	и о	4	5
80	гораздо более	2	5
81	в своей	6	5
82	как в	5	5
83	так же	3	5
84	только на	5	5
85	тем самым	2	5
86	тоже не	2	5
87	и его	5	5
88	едва ли	3	5
89	он сам	2	4
90	тому что	4	4
91	при этом	11	4
92	ни с	2	4
93	же и	2	4
94	что даже	2	4
95	мы уже	3	4
96	а также	2	4
97	в ее	18	4
98	или в	3	4
99	можно было	3	4
100	тем что	6	4
101	как только	3	3
102	же как	2	3
103	и другие	5	3
104	что это	5	3
105	это уже	2	3
106	что у	3	3
107	прежде всего	3	3
108	к тому	7	3
109	жизнь в	2	3
110	с самим	2	3
111	в этой	5	3
112	для него	5	3
113	когда в	3	3
114	в самом	5	3
115	именно так	2	3
116	его в	2	3
117	с собой	2	3
118	если бы	6	3
119	или иного	2	3
120	об этом	7	3
121	о которых	2	3
122	говорить о	2	3
123	то в	4	3
124	но не	4	3
125	в качестве	4	3
126	в художественном	4	3
127	она не	5	3
128	этого произведения	3	3
129	ни о	3	3
130	и все	7	3
131	самом деле	3	3
132	и тогда	2	3
133	хотя бы	2	3
134	у чехова	9	3
135	с другими	3	3
136	и ее	3	3
137	как будто	4	3
138	будто бы	3	3
139	ничего не	5	3
140	именно в	2	2
141	в частности	7	2
142	в этих	3	2
143	все они	3	2
144	не столько	2	2
145	что все	3	2
146	он будет	2	2
147	до сих	2	2
148	мы читаем	2	2
149	по поводу	3	2
150	о чем	8	2
151	со своим	3	2
152	в контексте	2	2
153	в котором	6	2
154	однако в	2	2
155	с ее	5	2
156	из них	2	2
157	с одной	3	2
158	как на	2	2
159	в основе	2	2
160	зрения на	2	2
161	как это	7	2
162	том как	2	2
163	а как	2	2
164	с нею	3	2
165	о его	2	2
166	она может	2	2
167	есть и	3	2
168	но именно	2	2
169	нам представляется	2	2
170	для нее	4	2
171	для себя	6	2
172	дело не	2	2
173	себя в	8	2
174	вместе с	2	2
175	сих пор	2	2
176	человеческой жизни	6	2
177	а с	3	2
178	и сама	4	2
179	на ее	3	2
180	и у	2	2
181	который в	2	2
182	и для	2	2
183	с точки	2	2
184	пока еще	3	2
185	в другом	2	2
186	и состоит	3	2
187	же не	2	2
188	это было	2	2
