N	2gram	Vygotskiy__4	VeschiIm
1	не есть	2	49
2	не может	6	33
3	не только	15	31
4	может быть	12	29
5	и не	8	28
6	и в	20	26
7	то что	15	24
8	это значит	2	22
9	значит что	2	22
10	а не	7	20
11	не просто	2	18
12	в смысле	4	15
13	только в	10	14
14	и что	8	13
15	того что	10	13
16	что это	2	12
17	было бы	8	12
18	но и	9	12
19	сказать что	6	12
20	все же	5	12
21	и то	10	12
22	таким образом	25	11
23	то же	16	10
24	в ней	2	10
25	как бы	7	10
26	потому что	12	10
27	что мы	7	10
28	что такое	5	10
29	в том	42	9
30	в самом	6	9
31	и с	4	9
32	прежде всего	2	9
33	на то	5	8
34	в себе	10	8
35	и это	2	8
36	совершенно не	3	7
37	что оно	4	7
38	также и	2	7
39	его в	6	7
40	так как	10	7
41	том что	35	7
42	указывает на	2	7
43	себя в	3	7
44	в этом	24	7
45	так что	3	6
46	и как	9	6
47	что они	14	6
48	но что	3	6
49	что в	19	6
50	для него	2	6
51	со стороны	3	6
52	отличается от	2	6
53	и только	4	6
54	должно быть	3	6
55	в результате	8	6
56	точки зрения	24	6
57	когда мы	2	6
58	но в	3	6
59	ясно что	2	6
60	одно и	6	6
61	если мы	10	6
62	можно было	6	6
63	не менее	3	5
64	содержит в	2	5
65	должна быть	2	5
66	в отношении	10	5
67	вообще не	2	5
68	это не	5	5
69	с этой	4	5
70	не в	4	5
71	свою очередь	2	5
72	еще не	2	5
73	а в	2	5
74	с тем	6	5
75	если бы	5	5
76	отнюдь не	3	5
77	в свою	2	5
78	но не	3	5
79	того же	9	5
80	другими словами	2	5
81	в сущности	4	5
82	и для	4	5
83	в чем	3	5
84	как только	2	4
85	собственном смысле	7	4
86	в своем	4	4
87	с другой	12	4
88	из них	4	4
89	в их	12	4
90	смысле и	2	4
91	от того	3	4
92	с этим	5	4
93	о том	5	4
94	и более	7	4
95	как и	9	4
96	что и	9	4
97	слово и	2	4
98	между ними	4	4
99	с точки	11	4
100	в данном	2	4
101	тем что	7	4
102	же не	2	4
103	никогда не	5	3
104	оно указывает	2	3
105	в собственном	7	3
106	к тому	6	3
107	на этом	3	3
108	в нем	2	3
109	их в	2	3
110	но как	2	3
111	мы имеем	2	3
112	тогда когда	8	3
113	нисколько не	2	3
114	к пониманию	3	3
115	один из	3	3
116	что он	6	3
117	мы видим	10	3
118	мы возьмем	2	3
119	тот же	9	3
120	по смыслу	3	3
121	в своей	7	3
122	вместе с	8	3
123	так и	5	3
124	только на	2	3
125	и тогда	2	3
126	а с	2	3
127	в той	2	3
128	самом деле	7	3
129	бы в	3	3
130	того чтобы	7	3
131	тому как	2	3
132	подобно тому	2	3
133	в уме	5	3
134	вопроса о	2	3
135	как оно	2	3
136	в основе	17	3
137	может не	2	2
138	мы будем	2	2
139	в частности	5	2
140	тому что	4	2
141	на все	3	2
142	по законам	2	2
143	что на	2	2
144	а только	3	2
145	ни в	3	2
146	переход от	2	2
147	обе эти	5	2
148	мы уже	5	2
149	в виду	3	2
150	и тем	8	2
151	данном случае	2	2
152	мы говорили	3	2
153	этой точки	4	2
154	в слове	2	2
155	заключается в	18	2
156	так же	11	2
157	самого себя	2	2
158	как это	9	2
159	оно может	3	2
160	мы можем	5	2
161	но они	2	2
162	является в	3	2
163	а потом	2	2
164	и во	3	2
165	различие между	3	2
166	остановиться на	2	2
167	а затем	2	2
168	в силу	6	2
169	в качестве	21	2
170	себе и	3	2
171	наряду с	3	2
172	никак не	2	2
173	и когда	3	2
174	только к	3	2
175	когда он	3	2
176	как в	5	2
177	мысли и	2	2
178	приводит к	3	2
179	тогда как	2	2
180	если не	2	2
181	как мы	13	2
182	для того	5	2
183	тем же	4	2
184	и его	5	2
185	той же	6	2
186	во всяком	4	2
187	ту же	2	2
