N	2gram	Voloshinov_1	Psycholo
1	то что	6	37
2	и в	13	30
3	в том	2	27
4	что в	3	24
5	том что	2	21
6	таким образом	6	20
7	как бы	6	19
8	не только	6	16
9	в самом	2	14
10	в этом	2	14
11	так же	2	13
12	одной стороны	2	12
13	с одной	2	12
14	если бы	2	11
15	может быть	8	11
16	никогда не	3	9
17	с другой	2	9
18	не может	8	9
19	и то	3	9
20	так как	3	9
21	к тому	2	8
22	не в	3	8
23	а не	2	8
24	при этом	2	8
25	самом деле	3	8
26	мы видим	2	8
27	могут быть	2	8
28	в нем	2	7
29	зависимости от	2	7
30	мы можем	4	7
31	все же	5	7
32	то же	4	7
33	точки зрения	7	7
34	героя и	2	7
35	уже в	2	6
36	в зависимости	2	6
37	как и	3	6
38	в искусстве	3	6
39	и тем	2	6
40	и для	3	6
41	но и	3	6
42	и не	8	6
43	и его	12	6
44	тем что	2	6
45	мы уже	2	6
46	в целом	2	5
47	несмотря на	2	5
48	что они	2	5
49	было бы	4	5
50	художественное произведение	2	5
51	другой стороны	2	5
52	в двух	4	5
53	в своих	2	5
54	в себе	3	5
55	но в	4	5
56	только в	6	5
57	бы в	2	5
58	материала и	3	5
59	и все	3	4
60	прежде всего	9	4
61	есть не	2	4
62	и к	2	4
63	в своей	4	4
64	в ней	2	4
65	в его	7	4
66	в них	2	4
67	а в	2	4
68	там где	2	4
69	что эта	2	4
70	и уже	3	3
71	хотя бы	5	3
72	не как	3	3
73	вовсе не	2	3
74	художественного произведения	5	3
75	самого начала	2	3
76	одно и	3	3
77	с самого	2	3
78	для него	2	3
79	тот же	2	3
80	имеет место	2	3
81	в ее	3	3
82	он только	2	3
83	данном случае	2	3
84	так и	3	3
85	как в	2	3
86	в их	3	3
87	которое мы	2	3
88	и наконец	5	3
89	мы не	4	3
90	в данном	2	3
91	в другом	2	3
92	мы должны	6	3
93	в которой	3	3
94	эстетический объект	7	3
95	с этой	2	2
96	в отношении	2	2
97	ни один	3	2
98	мы получим	2	2
99	понятно что	3	2
100	не является	4	2
101	с этим	3	2
102	в одном	3	2
103	в каждом	4	2
104	а как	2	2
105	с помощью	2	2
106	не что	2	2
107	и при	2	2
108	слов и	4	2
109	и эта	5	2
110	и следовательно	2	2
111	каждый элемент	2	2
112	мог бы	2	2
113	еще в	2	2
114	против такого	2	2
115	пор пока	3	2
116	тех пор	4	2
117	но мы	4	2
118	иное как	2	2
119	до тех	4	2
120	все это	4	2
121	по отношению	3	2
122	элемента в	2	2
123	в течение	2	2
124	с точки	5	2
125	что иное	2	2
126	во всем	2	2
127	вопроса о	4	2
128	его на	2	2
129	все эти	2	2
