N	2gram	Vinokur_Vv_1	Istorich
1	и в	27	26
2	т е	38	22
3	так как	13	18
4	мы имеем	3	14
5	никогда не	3	13
6	потому что	14	13
7	что в	11	12
8	таким образом	19	12
9	в том	31	12
10	и на	3	12
11	в этом	34	12
12	мы видели	2	11
13	может быть	24	11
14	с другой	8	10
15	том что	26	10
16	и т	43	10
17	и не	13	10
18	не только	21	10
19	что он	4	9
20	еще не	4	9
21	но и	5	9
22	а именно	6	9
23	в нем	13	8
24	все же	8	8
25	на том	3	8
26	вместе с	6	8
27	другой стороны	5	8
28	т д	37	8
29	все эти	3	8
30	и это	6	8
31	уже не	5	7
32	с одной	4	7
33	мы можем	2	7
34	одной стороны	4	7
35	например в	2	7
36	и его	5	7
37	о том	15	7
38	но в	10	7
39	этом случае	6	6
40	то что	17	6
41	не может	13	6
42	в виде	4	6
43	в более	2	6
44	и с	2	6
45	как он	6	6
46	мы не	2	6
47	за собой	3	5
48	у нас	2	5
49	как и	5	5
50	в ней	3	5
51	в его	10	5
52	то это	3	5
53	то же	8	5
54	и что	4	5
55	как это	5	5
56	тем что	6	5
57	в то	5	5
58	только в	13	5
59	его в	6	5
60	есть и	4	4
61	с тем	6	4
62	это не	8	4
63	из этих	5	4
64	прежде всего	8	4
65	зависит от	3	4
66	до сих	5	4
67	как бы	5	4
68	и тем	5	4
69	что и	3	4
70	сих пор	5	4
71	после этого	2	4
72	что оно	2	4
73	как мы	9	4
74	а также	3	4
75	в очень	3	4
76	но как	2	4
77	связана с	4	3
78	при помощи	2	3
79	и ее	4	3
80	независимо от	3	3
81	если бы	2	3
82	в частности	3	3
83	могут быть	4	3
84	в них	4	3
85	на котором	2	3
86	вообще не	3	3
87	в одном	4	3
88	должна быть	2	3
89	к этому	3	3
90	вопрос о	8	3
91	в тех	2	3
92	так что	5	3
93	не в	8	3
94	же как	3	3
95	в качестве	7	3
96	так например	6	3
97	это еще	2	3
98	наряду с	2	3
99	от того	3	3
100	что здесь	2	3
101	один из	6	3
102	в своей	4	3
103	данном случае	5	3
104	что она	3	3
105	со стороны	12	3
106	а в	5	3
107	при этом	3	3
108	и других	3	3
109	и вот	3	3
110	из которых	2	3
111	вот почему	3	3
112	как на	11	3
113	в своих	2	3
114	в данном	11	3
115	и то	5	3
116	сказать что	5	3
117	в себе	4	3
118	как будто	3	3
119	того как	3	3
120	от этого	5	3
121	с этой	4	2
122	есть еще	2	2
123	о чем	4	2
124	и как	9	2
125	однако в	3	2
126	в этих	3	2
127	в своем	3	2
128	того же	3	2
129	влечет за	2	2
130	с этим	2	2
131	вовсе не	6	2
132	стороны и	3	2
133	можно сказать	3	2
134	к тому	4	2
135	что иное	4	2
136	по отношению	4	2
137	но все	3	2
138	одна из	2	2
139	это очевидно	2	2
140	но не	7	2
141	так же	3	2
142	после того	2	2
143	что мы	2	2
144	было бы	5	2
145	и сам	2	2
146	него в	2	2
147	в свое	2	2
148	всяком случае	3	2
149	или вообще	5	2
150	и др	2	2
151	здесь нет	4	2
152	не есть	4	2
153	отношению к	4	2
154	не имеет	4	2
155	на этой	3	2
156	жизни и	2	2
157	своего рода	3	2
158	и до	2	2
159	в форме	2	2
160	что же	3	2
161	точно так	2	2
162	тогда как	2	2
163	или же	3	2
164	только что	4	2
165	и сейчас	2	2
166	именно на	2	2
167	а не	3	2
168	того что	12	2
169	что не	5	2
170	те кто	2	2
171	и те	2	2
172	можно было	7	2
173	во всяком	3	2
174	и далее	2	2
175	говорит он	2	2
176	в руки	6	2
177	он и	2	2
178	в которых	6	2
179	представляет собой	12	2
180	из его	2	2
181	о котором	8	2
182	в этой	3	2
183	что это	3	2
184	здесь не	2	2
185	когда мы	2	2
186	не вполне	4	2
187	ничего не	2	2
188	е в	4	2
189	или как	3	2
