N	3gram	Bakhtin_Pr_1	Formalny
1	не может быть	3	10
2	с точки зрения	15	7
3	в этом отношении	5	7
4	то же время	7	5
5	и в этом	3	5
6	в самом деле	2	5
7	в то же	7	5
8	во всяком случае	3	5
9	в большинстве случаев	2	3
10	и не может	2	3
11	с другой стороны	2	3
12	в зависимости от	3	3
13	на самом деле	3	3
14	и в то	3	3
15	для того чтобы	2	3
16	сами по себе	3	2
17	в отличие от	2	2
18	все эти определения	2	2
19	с самого начала	2	2
20	дело идет о	2	2
21	в конце концов	4	2
22	в этом смысле	9	2
23	в том что	7	2
