N	2gram	Losev_Prob_5	Myshleni
1	то что	18	26
2	что он	7	25
3	в этом	17	25
4	потому что	13	21
5	таким образом	13	19
6	в том	12	18
7	не может	5	18
8	точки зрения	10	18
9	того чтобы	2	17
10	что в	5	16
11	и в	30	16
12	того что	3	16
13	так как	6	16
14	не только	18	16
15	так же	5	15
16	том что	17	15
17	для того	3	14
18	сказать что	9	13
19	отношению к	2	12
20	по отношению	2	12
21	и не	12	12
22	и что	6	12
23	в области	2	12
24	отношение к	2	11
25	в его	12	11
26	но не	7	10
27	с помощью	2	10
28	было бы	4	10
29	как мы	2	10
30	а не	5	10
31	в силу	5	10
32	только в	9	10
33	в отношении	3	9
34	может быть	7	9
35	с точки	8	9
36	о том	12	8
37	как и	7	8
38	он не	3	8
39	то же	2	8
40	в нем	6	7
41	но он	5	7
42	того же	4	7
43	так и	7	7
44	по себе	2	7
45	в какой	2	6
46	не в	7	6
47	в этой	10	6
48	но и	13	6
49	и на	6	6
50	но в	9	6
51	у него	11	6
52	к тому	2	6
53	мы можем	5	6
54	в другом	3	6
55	никогда не	7	5
56	в своем	11	5
57	мы и	2	5
58	что они	3	5
59	как бы	6	5
60	хотя бы	2	5
61	еще более	3	5
62	в то	4	5
63	с ним	3	5
64	тогда когда	4	5
65	мере в	2	5
66	можно сказать	6	5
67	тот же	3	5
68	как в	2	5
69	того как	5	5
70	можно было	2	5
71	тем что	2	5
72	в которой	5	5
73	ничего не	2	5
74	не могут	2	4
75	все эти	2	4
76	с другой	6	4
77	это не	2	4
78	с этой	2	4
79	то время	3	4
80	так что	11	4
81	в свою	2	4
82	при этом	4	4
83	в самом	5	4
84	и их	5	4
85	именно в	3	4
86	и другое	3	4
87	время как	3	4
88	в результате	7	4
89	в качестве	4	4
90	еще не	3	4
91	вместе с	7	4
92	и то	5	4
93	не то	2	4
94	не менее	5	3
95	в частности	4	3
96	перейти к	3	3
97	прежде всего	6	3
98	в смысле	4	3
99	и как	6	3
100	самом деле	2	3
101	одной стороны	3	3
102	к нему	3	3
103	и является	2	3
104	и тем	3	3
105	еще и	4	3
106	с одной	3	3
107	они не	2	3
108	а в	6	3
109	больше чем	2	3
110	и с	5	3
111	по своей	2	3
112	между тем	2	3
113	мы не	2	3
114	и более	2	3
115	с тем	5	3
116	в одном	3	3
117	к этому	2	3
118	все же	9	3
119	по существу	2	3
120	никак не	8	3
121	еще в	5	3
122	что и	6	3
123	говорит о	7	3
124	сих пор	2	3
125	ее в	2	3
126	и его	6	3
127	сознательно и	2	3
128	он в	3	3
129	связи с	7	3
130	в чем	2	3
131	как с	2	3
132	до сих	2	3
133	только для	2	2
134	я не	2	2
135	мы будем	2	2
136	и другие	3	2
137	что у	5	2
138	но все	4	2
139	по поводу	2	2
140	на его	2	2
141	вслед за	2	2
142	в ней	3	2
143	в виду	3	2
144	в котором	2	2
145	в своей	22	2
146	из них	2	2
147	другой стороны	6	2
148	то и	2	2
149	но только	3	2
150	что только	2	2
151	и даже	14	2
152	обстоятельство что	2	2
153	в них	2	2
154	если он	2	2
155	вовсе не	8	2
156	его в	6	2
157	и к	4	2
158	же в	3	2
159	у нас	7	2
160	учение о	3	2
161	все что	2	2
162	указывает на	3	2
163	мы выше	2	2
164	со всеми	2	2
165	жизни и	2	2
166	в первой	2	2
167	когда он	2	2
168	а с	4	2
169	почему в	2	2
170	его на	2	2
171	во всяком	2	2
172	как будто	3	2
173	из этого	4	2
174	знает что	3	2
