N	2gram	Bakhtin_Pr_5	Morfolog
1	может быть	14	52
2	таким образом	7	20
3	не может	18	17
4	в этих	2	16
5	с этим	3	14
6	и в	35	13
7	в этом	14	13
8	так как	4	12
9	прежде всего	12	9
10	так и	8	9
11	то же	15	9
12	и не	27	9
13	а не	4	9
14	с другой	4	8
15	а затем	2	8
16	что и	3	8
17	вопрос о	2	7
18	все же	8	7
19	это не	3	6
20	в том	5	6
21	но не	6	6
22	в форме	3	6
23	а в	7	6
24	во время	5	6
25	подобно тому	2	6
26	не менее	2	5
27	тому как	2	5
28	мы увидим	2	5
29	во всех	3	5
30	как бы	31	5
31	то что	10	5
32	или в	2	5
33	потому что	8	5
34	что в	6	4
35	и как	2	4
36	вовсе не	7	4
37	героя в	5	4
38	очень часто	2	4
39	что его	2	4
40	отношению к	7	4
41	было бы	3	4
42	на его	4	4
43	не только	10	4
44	как в	5	4
45	как мы	8	4
46	другой стороны	3	4
47	так же	7	4
48	по отношению	6	4
49	показать что	2	4
50	как и	18	4
51	там где	7	4
52	хотя и	2	4
53	тем что	4	4
54	точки зрения	7	4
55	с точки	2	4
56	на этом	2	4
57	его в	4	4
58	ничего не	3	4
59	только что	3	3
60	это уже	2	3
61	с собой	2	3
62	в начале	3	3
63	в последнем	2	3
64	к герою	8	3
65	том что	3	3
66	но все	4	3
67	но это	6	3
68	что они	6	3
69	в целом	3	3
70	в пределах	11	3
71	в сущности	14	3
72	он не	13	3
73	в первом	2	3
74	ни в	2	3
75	но и	14	3
76	на него	5	3
77	на самом	9	3
78	самом деле	10	3
79	и по	2	3
80	к нему	13	3
81	и для	8	3
82	друг друга	2	3
83	мы можем	2	3
84	из них	3	3
85	в то	11	3
86	мы должны	3	3
87	ивана в	4	3
88	героя и	10	3
89	но в	19	3
90	совсем не	3	2
91	с тем	3	2
92	в виде	7	2
93	однако в	2	2
94	его и	3	2
95	хотя бы	2	2
96	та же	4	2
97	этого не	3	2
98	у ивана	2	2
99	что он	24	2
100	и к	12	2
101	из его	2	2
102	то в	2	2
103	только в	6	2
104	от него	6	2
105	никаких новых	2	2
106	в большинстве	2	2
107	для него	14	2
108	одной из	2	2
109	мы уже	8	2
110	но для	2	2
111	себя и	8	2
112	героя из	3	2
113	себя в	2	2
114	благодаря этому	2	2
115	быть и	2	2
116	но эти	2	2
117	а с	3	2
118	все эти	3	2
119	и что	6	2
120	к себе	18	2
121	того что	3	2
122	уже не	3	2
123	себя за	2	2
124	и его	14	2
125	можно было	2	2
126	друг на	2	2
127	на друга	2	2
128	в другом	12	2
129	не знает	6	2
130	о том	2	2
131	героя к	2	2
132	герой не	2	2
133	большинстве случаев	2	2
134	сказать что	3	2
135	он старается	4	2
136	бы они	2	2
137	время как	2	2
138	это было	2	2
