N	2gram	Bakhtin_Pr_2	Vladivir
1	и в	43	40
2	то что	7	28
3	и не	29	25
4	не только	11	25
5	то есть	4	24
6	у него	6	24
7	но и	14	18
8	в том	6	18
9	том что	2	18
10	что в	4	17
11	также и	3	17
12	в этом	13	16
13	так что	5	14
14	в его	10	14
15	не может	18	14
16	точки зрения	13	13
17	вовсе не	5	13
18	в виде	3	13
19	только в	4	13
20	сказать что	2	12
21	в конце	2	12
22	никогда не	9	11
23	таким образом	5	11
24	о том	5	11
25	прежде всего	10	10
26	тем не	2	10
27	ни в	2	10
28	то это	2	10
29	не есть	2	10
30	как раз	4	10
31	и его	8	10
32	не менее	3	9
33	что это	2	9
34	уже не	3	9
35	и с	5	9
36	и то	2	9
37	в своей	4	9
38	что же	7	9
39	в себе	5	9
40	не был	2	8
41	в своем	4	8
42	для него	8	8
43	может быть	23	8
44	так же	2	8
45	и что	5	8
46	раз и	2	8
47	он не	9	8
48	как мы	10	8
49	а не	7	8
50	к тому	4	7
51	и как	2	7
52	хотя и	5	7
53	а в	5	7
54	в своих	2	7
55	так как	4	7
56	того что	2	7
57	в то	7	7
58	что и	3	7
59	как и	14	7
60	и здесь	3	6
61	да и	5	6
62	кроме того	3	6
63	и даже	3	6
64	и на	10	6
65	по себе	11	6
66	об этом	2	6
67	во всем	3	6
68	почему же	4	6
69	так и	3	6
70	иной раз	2	6
71	хотя бы	2	6
72	с точки	8	6
73	но это	4	6
74	и это	4	6
75	с другой	4	5
76	для нас	2	5
77	тому же	3	5
78	должно быть	4	5
79	отношения к	2	5
80	в отношении	3	5
81	все эти	5	5
82	в одном	12	5
83	что он	13	5
84	у нас	2	5
85	мы уже	3	5
86	для себя	2	5
87	или менее	3	5
88	только на	3	5
89	можно было	3	5
90	конце концов	2	5
91	тем что	3	5
92	дело в	2	5
93	более или	3	5
94	ничего не	3	5
95	вопрос о	2	4
96	на то	5	4
97	такой же	3	4
98	что если	3	4
99	в глаза	2	4
100	до конца	4	4
101	в самом	7	4
102	в котором	6	4
103	бы и	2	4
104	в результате	4	4
105	и все	6	4
106	оно должно	2	4
107	по существу	3	4
108	но не	5	4
109	есть и	3	4
110	то время	2	4
111	здесь в	3	4
112	еще не	9	4
113	было бы	5	4
114	и о	2	4
115	никак не	5	4
116	даже в	3	4
117	если оно	2	4
118	него в	3	4
119	то же	8	4
120	а с	2	4
121	если мы	2	4
122	все же	3	4
123	но в	10	4
124	или как	4	4
125	перед нами	7	3
126	уже в	2	3
127	я не	4	3
128	это не	3	3
129	из этих	2	3
130	человека и	2	3
131	но все	2	3
132	при этом	6	3
133	но для	3	3
134	как бы	22	3
135	в виду	3	3
136	в настоящее	2	3
137	в нем	12	3
138	к нему	5	3
139	отличается от	2	3
140	и только	3	3
141	с большим	2	3
142	настоящее время	2	3
143	если бы	3	3
144	этом смысле	2	3
145	нельзя сказать	2	3
146	него как	2	3
147	с их	2	3
148	за пределы	3	3
149	этих трех	3	3
150	ее в	2	3
151	в отличие	4	3
152	и эта	2	3
153	не в	11	3
154	и для	3	3
155	в таком	2	3
156	что этот	2	3
157	во всяком	2	3
158	далеко не	4	3
159	здесь не	6	3
160	отличие от	4	3
161	он сам	3	2
162	не могут	4	2
163	мы будем	3	2
164	но на	2	2
165	должна быть	3	2
166	в сторону	2	2
167	в этих	6	2
168	для понимания	2	2
169	что на	2	2
170	он был	3	2
171	мы и	2	2
172	же время	5	2
173	и наконец	6	2
174	же и	4	2
175	той или	3	2
176	себе и	4	2
177	здесь нет	3	2
178	в целом	2	2
179	его второй	2	2
180	является как	2	2
181	в их	3	2
182	другой стороны	3	2
183	то и	2	2
184	в одно	3	2
185	время как	2	2
186	его творчества	2	2
187	и так	2	2
188	а вот	2	2
189	и еще	2	2
190	ни на	3	2
191	его в	3	2
192	бы в	5	2
193	с его	4	2
194	не как	6	2
195	с этим	2	2
196	в жизни	3	2
197	быть в	2	2
198	стороны и	3	2
199	и к	3	2
200	не хочет	3	2
201	а то	2	2
202	того же	3	2
203	одно и	2	2
204	не нужно	2	2
205	она не	3	2
206	из них	2	2
207	совершенно не	4	2
208	в сущности	9	2
209	на почве	2	2
210	ко второму	2	2
211	быть и	2	2
212	на него	3	2
213	не на	4	2
214	и всегда	2	2
215	мы не	4	2
216	сам по	5	2
217	на себя	2	2
218	в другом	7	2
219	же не	4	2
