N	2gram	Berdyaev_N_1	Myshleni
1	в том	8	24
2	и в	16	23
3	том что	2	21
4	того чтобы	2	17
5	то что	4	17
6	в этом	7	17
7	так же	2	16
8	не только	5	16
9	что в	9	14
10	может быть	7	14
11	но и	3	14
12	как и	7	14
13	не может	16	12
14	сказать что	3	11
15	с другой	3	10
16	прежде всего	4	10
17	одной стороны	2	9
18	другой стороны	2	9
19	и не	11	9
20	и с	2	9
21	вместе с	2	9
22	с одной	2	8
23	и на	2	8
24	в основе	3	8
25	вопрос о	3	7
26	в то	2	7
27	с тем	3	7
28	мы не	2	7
29	все время	2	6
30	же как	2	6
31	все это	5	6
32	лишь в	6	6
33	потому что	4	6
34	с этим	2	6
35	о том	4	6
36	мысли и	2	6
37	в себе	2	6
38	для этого	2	5
39	и все	4	5
40	мысли в	2	5
41	но в	2	5
42	и что	2	5
43	он не	8	5
44	так и	2	5
45	но не	2	4
46	что все	2	4
47	не в	6	4
48	высшей степени	6	4
49	что она	2	4
50	время как	2	4
51	все эти	2	4
52	в высшей	6	4
53	с его	6	4
54	и к	5	4
55	по существу	2	4
56	к тому	3	4
57	должен быть	5	4
58	в своей	3	4
59	как в	3	4
60	хотя бы	2	4
61	ни в	6	4
62	я не	2	3
63	и от	2	3
64	смысле слова	3	3
65	и мы	4	3
66	том чтобы	2	3
67	который в	2	3
68	в новом	2	3
69	такой же	2	3
70	во всех	3	3
71	она не	3	3
72	человека и	3	3
73	в природе	2	3
74	а не	17	3
75	можно было	2	3
76	могут быть	2	3
77	и это	2	3
78	связана с	2	2
79	никогда не	6	2
80	в смысле	2	2
81	в наши	3	2
82	хотя и	2	2
83	не имеет	4	2
84	не к	2	2
85	жизни и	8	2
86	и даже	2	2
87	должно быть	4	2
88	а в	2	2
89	перейти от	3	2
90	как это	2	2
91	в них	4	2
92	природе и	2	2
93	переходе от	2	2
94	в ее	3	2
95	за пределы	3	2
96	и потому	4	2
97	уже не	2	2
98	движение от	2	2
99	и пр	3	2
100	вот почему	2	2
101	можно назвать	2	2
102	потребностей и	2	2
103	не хотим	2	2
104	не могли	2	2
