N	2gram	Bakhtin_Fr_2	Mirosoze
1	может быть	5	30
2	не только	17	29
3	и в	49	28
4	не может	7	28
5	но и	13	25
6	о человеке	2	23
7	в этом	15	20
8	не было	4	18
9	у него	2	17
10	в ней	2	15
11	в своей	5	15
12	никогда не	5	14
13	человека и	3	14
14	он был	2	14
15	до конца	2	14
16	в нем	9	13
17	и это	3	12
18	для него	9	11
19	в самом	3	11
20	и не	15	11
21	что в	2	10
22	в своем	5	10
23	в мире	2	10
24	прежде всего	19	10
25	и все	3	10
26	что он	3	10
27	было бы	3	10
28	и потому	5	10
29	в творчестве	6	10
30	человек в	2	9
31	но он	6	9
32	в его	18	9
33	и его	17	9
34	но не	5	8
35	не был	3	7
36	в самой	2	7
37	в конце	2	7
38	но в	4	7
39	менее всего	3	7
40	к нему	3	7
41	в себе	4	7
42	в том	3	6
43	в этой	10	6
44	все это	9	6
45	лишь в	4	6
46	и на	17	6
47	вместе с	2	6
48	только в	13	6
49	как и	11	5
50	то что	6	5
51	уже в	5	4
52	в этих	4	4
53	со свободой	3	4
54	отношение к	8	4
55	в их	2	4
56	отношения к	4	4
57	а в	4	4
58	духа и	3	4
59	точки зрения	6	4
60	должен был	2	4
61	в них	13	4
62	один из	7	4
63	xix века	2	4
64	это и	2	4
65	за пределы	2	4
66	к ней	2	4
67	был еще	3	4
68	тем что	4	4
69	и вот	3	3
70	в него	2	3
71	этот процесс	4	3
72	особенно в	2	3
73	и еще	2	3
74	так как	6	3
75	то есть	32	3
76	и с	6	3
77	с его	5	3
78	для них	2	3
79	в жизни	4	3
80	в ее	3	3
81	том что	4	3
82	учение о	2	3
83	ничего не	2	3
84	вряд ли	2	3
85	место в	3	2
86	связана с	3	2
87	мы еще	2	2
88	с их	6	2
89	о чем	3	2
90	одним из	2	2
91	была еще	2	2
92	в виду	3	2
93	себе и	2	2
94	жизни и	7	2
95	могут быть	2	2
96	все эти	7	2
97	о мире	7	2
98	его творчества	3	2
99	также и	3	2
100	сказать что	6	2
101	даже и	2	2
102	в начале	5	2
103	в истории	6	2
104	как бы	11	2
105	о том	3	2
106	с ним	4	2
107	природу и	2	2
108	жизни в	3	2
109	и во	4	2
110	литературы и	2	2
111	в то	6	2
112	все что	2	2
113	связано с	2	2
114	до сих	4	2
115	была связана	2	2
116	никто не	2	2
117	и к	4	2
118	относится к	5	2
119	еще в	2	2
120	все же	7	2
121	по сравнению	2	2
122	сих пор	4	2
123	на земле	3	2
124	того чтобы	2	2
125	к этим	3	2
126	всего что	2	2
127	на протяжении	7	2
