N	3gram	Losev_Prob_3	Psycholo
1	в том что	9	9
2	и т д	13	8
3	не может быть	5	8
4	о том что	3	7
5	во всяком случае	6	6
6	заключается в том	3	6
7	в то время	4	5
8	само по себе	3	5
9	с другой стороны	5	5
10	этой точки зрения	2	5
11	то время как	4	5
12	то что у	3	3
13	точно так же	3	3
14	в отличие от	2	3
15	в конце концов	3	3
16	до сих пор	2	3
17	не было бы	3	2
18	как будто бы	3	2
19	хотя и не	2	2
20	в таком случае	4	2
21	с точки зрения	2	2
22	то же самое	7	2
23	то или иное	2	2
24	тем не менее	10	2
25	и если мы	2	2
26	сама по себе	8	2
27	в настоящее время	2	2
28	то есть в	3	2
29	заключается только в	2	2
30	на самом деле	2	2
31	по себе а	3	2
32	никак не может	2	2
33	тех или иных	4	2
34	что и в	3	2
35	потому что он	4	2
