N	3gram	Vinokur_Ku_3	Marksizm
1	с точки зрения	16	20
2	не может быть	3	13
3	в самом деле	11	9
4	до сих пор	8	8
5	в связи с	4	7
6	и того же	2	5
7	одного и того	2	5
8	в отличие от	2	5
9	с другой стороны	3	5
10	и тот же	2	3
11	в первом случае	2	3
12	один и тот	2	3
13	в том что	8	3
14	в этом случае	4	3
15	для того чтобы	11	3
16	в том числе	2	2
17	лишь с точки	2	2
18	смысле этого слова	2	2
19	не могут быть	2	2
20	от того что	2	2
21	в таком случае	2	2
22	до тех пор	4	2
23	можно было бы	10	2
24	тем не менее	9	2
25	сама по себе	2	2
26	тех пор пока	4	2
27	по отношению к	2	2
